ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,sacks
1,1996,1996-09-01,1,23.171,NWE,@,MIA,L 10-24,,,,,,
2,1996,1996-09-08,2,23.178,NWE,@,BUF,L 10-17,,,,,,
3,1996,1996-09-15,3,23.185,NWE,,ARI,W 31-0,,,,,,
4,1996,1996-09-22,4,23.192,NWE,,JAX,W 28-25,,,,,,
5,1996,1996-10-06,5,23.206,BUF,,IND,W 16-13,,,,,,
6,1996,1996-10-13,6,23.213,NWE,,WAS,L 22-27,,,,,,
7,1996,1996-10-20,7,23.220,NWE,@,IND,W 27-9,,,,,,
8,1996,1996-10-27,8,23.227,NWE,,BUF,W 28-25,,,,,,
9,1996,1996-11-03,9,23.234,NWE,,MIA,W 42-23,,,,,,
10,1996,1996-11-10,10,23.241,NWE,@,NYJ,W 31-27,,,,,,
11,1996,1996-11-17,11,23.248,NWE,,DEN,L 8-34,,,,,,
12,1996,1996-11-24,12,23.255,NWE,,IND,W 27-13,,,,,,
13,1996,1996-12-01,13,23.262,NWE,@,SDG,W 45-7,,,,,,
14,1996,1996-12-08,14,23.269,NWE,,NYJ,W 34-10,,,,,,
15,1996,1996-12-15,15,23.276,NWE,@,DAL,L 6-12,,,,,,
16,1996,1996-12-21,16,23.282,NWE,@,NYG,W 23-22,,,,,,
17,1997,1997-08-31,1,24.170,NWE,,SDG,W 41-7,,,,,,
18,1997,1997-09-07,2,24.177,NWE,@,IND,W 31-6,,,,,,
19,1997,1997-09-14,3,24.184,NWE,,NYJ,W 27-24,,,,,,
20,1997,1997-09-21,4,24.191,NWE,,CHI,W 31-3,,,,,,
21,1997,1997-10-06,5,24.206,NWE,@,DEN,L 13-34,,,,,,
22,1997,1997-10-12,6,24.212,NWE,,BUF,W 33-6,,,,,,
23,1997,1997-10-19,7,24.219,NWE,@,NYJ,L 19-24,,,,,,
24,1997,1997-10-27,8,24.227,NWE,,GNB,L 10-28,,,,,,
25,1997,1997-11-02,9,24.233,NWE,@,MIN,L 18-23,,,,,,
26,1997,1997-11-09,10,24.240,NWE,@,BUF,W 31-10,,,,,,
27,1997,1997-11-16,11,24.247,NWE,@,TAM,L 7-27,,,,,,
28,1997,1997-11-23,12,24.254,NWE,,MIA,W 27-24,,,,,,
29,1997,1997-11-30,13,24.261,NWE,,IND,W 20-17,,,,,,
30,1997,1997-12-07,14,24.268,NWE,@,JAX,W 26-20,,,,,,
31,1997,1997-12-13,15,24.274,NWE,,PIT,L 21-24,,,,,,
32,1997,1997-12-22,16,24.283,NWE,@,MIA,W 14-12,,,,,,
33,1998,1998-09-07,1,25.177,NWE,@,DEN,L 21-27,,,,,,
34,1998,1998-09-13,2,25.183,NWE,,IND,W 29-6,,,,,,
35,1998,1998-09-20,3,25.190,NWE,,TEN,W 27-16,,,,,,
36,1998,1998-10-04,4,25.204,NWE,@,NOR,W 30-27,,0,0,,0,1.0
37,1998,1998-10-11,5,25.211,NWE,,KAN,W 40-10,,,,,,
38,1998,1998-10-19,6,25.219,NWE,,NYJ,L 14-24,,0,0,,0,1.0
