ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,def_int,def_int_yds,def_int_td
1,1970,1970-10-12,4,23.220,SDG,,GNB,L 20-22,,,,,,,,,,,
2,1970,1970-10-18,5,23.226,SDG,@,CHI,W 20-7,,,,,,,,,,,
3,1970,1970-10-25,6,23.233,SDG,,HOU,T 31-31,,,,,,,,,,,
4,1970,1970-11-01,7,23.240,SDG,@,CLE,W 27-10,,,,,,,,,,,
5,1970,1970-11-08,8,23.247,SDG,,DEN,W 24-21,,,,,,,,,,,
6,1970,1970-11-15,9,23.254,SDG,@,BOS,W 16-14,,,,,,,,,,,
7,1970,1970-11-22,10,23.261,SDG,@,OAK,L 17-20,,,,,,,,,,,
8,1970,1970-11-29,11,23.268,SDG,@,KAN,L 14-26,,,,,,,,,,,
9,1970,1970-12-06,12,23.275,SDG,,CIN,L 14-17,,,,,,,,,,,
10,1970,1970-12-13,13,23.282,SDG,@,DEN,T 17-17,,,,,,,,,,,
11,1970,1970-12-20,14,23.289,SDG,,KAN,W 31-13,0,0,,0,1,-5,-5.00,0,0,0,0
12,1971,1971-12-19,14,24.288,SDG,@,HOU,L 33-49,,,,,,,,,,,
13,1972,1972-09-24,2,25.202,SDG,,DEN,W 37-14,,,,,,,,,,,
14,1972,1972-10-01,3,25.209,SDG,@,OAK,T 17-17,,,,,,,,,,,
15,1972,1972-10-08,4,25.216,SDG,@,BAL,W 23-20,1,19,19.00,0,0,0,,0,0,0,0
16,1972,1972-10-15,5,25.223,SDG,@,MIA,L 10-24,1,24,24.00,0,0,0,,0,0,0,0
17,1972,1972-10-22,6,25.230,SDG,@,DET,L 20-34,,,,,,,,,,,
18,1972,1972-10-29,7,25.237,SDG,,KAN,L 14-26,2,51,25.50,0,0,0,,0,0,0,0
19,1972,1972-11-05,8,25.244,SDG,,DAL,L 28-34,,,,,,,,,,,
20,1972,1972-11-13,9,25.252,SDG,,CLE,L 17-21,,,,,,,,,,,
21,1972,1972-11-19,10,25.258,SDG,@,KAN,W 27-17,,,,,,,,,,,
22,1972,1972-11-26,11,25.265,SDG,,HOU,W 34-20,,,,,,,,,,,
23,1972,1972-12-03,12,25.272,SDG,,OAK,L 19-21,,,,,,,,,,,
24,1972,1972-12-10,13,25.279,SDG,@,DEN,L 13-38,,,,,,,,,,,
25,1972,1972-12-17,14,25.286,SDG,,PIT,L 2-24,,,,,,,,,,,
26,1973,1973-10-14,5,26.222,STL,,PHI,L 24-27,,,,,,,,,,,
27,1973,1973-10-21,6,26.229,STL,@,WAS,L 13-31,,,,,,,,,,,
28,1973,1973-10-28,7,26.236,STL,,NYG,W 35-27,,,,,,,,,,,
29,1973,1973-11-04,8,26.243,STL,,DEN,T 17-17,,,,,,,,,,,
30,1973,1973-11-11,9,26.250,STL,@,GNB,L 21-25,1,16,16.00,0,0,0,,0,0,0,0
31,1973,1973-11-18,10,26.257,STL,@,NYG,L 13-24,,,,,,,,,,,
32,1973,1973-11-25,11,26.264,STL,@,CIN,L 24-42,,,,,,,,,,,
33,1973,1973-12-02,12,26.271,STL,,DET,L 16-20,1,20,20.00,0,0,0,,0,0,0,0
34,1973,1973-12-09,13,26.278,STL,@,ATL,W 32-10,0,0,,0,0,0,,0,1,0,0
35,1973,1973-12-16,14,26.285,STL,,DAL,L 3-30,1,19,19.00,0,0,0,,0,0,0,0
