ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,def_int,def_int_yds,def_int_td
1,2006,2006-09-10,1,22.186,ATL,@,CAR,W 20-6,,,,
2,2006,2006-09-17,2,22.193,ATL,,TAM,W 14-3,*,,,
3,2006,2006-09-25,3,22.201,ATL,@,NOR,L 3-23,,,,
4,2006,2006-10-01,4,22.207,ATL,,ARI,W 32-10,,,,
5,2006,2006-10-15,5,22.221,ATL,,NYG,L 14-27,,,,
6,2006,2006-10-22,6,22.228,ATL,,PIT,W 41-38,,,,
7,2006,2006-10-29,7,22.235,ATL,@,CIN,W 29-27,,,,
8,2006,2006-11-05,8,22.242,ATL,@,DET,L 14-30,,,,
9,2006,2006-11-12,9,22.249,ATL,,CLE,L 13-17,,,,
10,2006,2006-12-10,13,22.277,ATL,@,TAM,W 17-6,*,,,
11,2006,2006-12-16,14,22.283,ATL,,DAL,L 28-38,*,,,
12,2006,2006-12-24,15,22.291,ATL,,CAR,L 3-10,*,,,
13,2006,2006-12-31,16,22.298,ATL,@,PHI,L 17-24,*,,,
14,2007,2007-09-09,1,23.185,ATL,@,MIN,L 3-24,*,,,
15,2007,2007-09-16,2,23.192,ATL,@,JAX,L 7-13,*,,,
16,2007,2007-09-23,3,23.199,ATL,,CAR,L 20-27,,,,
17,2007,2007-09-30,4,23.206,ATL,,HOU,W 26-16,,,,
18,2007,2007-10-07,5,23.213,ATL,@,TEN,L 13-20,,,,
19,2007,2007-10-15,6,23.221,ATL,,NYG,L 10-31,,,,
20,2007,2007-10-21,7,23.227,ATL,@,NOR,L 16-22,,,,
21,2007,2007-11-04,8,23.241,ATL,,SFO,W 20-16,,1,11,0
22,2007,2007-11-11,9,23.248,ATL,@,CAR,W 20-13,,,,
23,2007,2007-11-18,10,23.255,ATL,,TAM,L 7-31,,,,
24,2007,2007-11-22,11,23.259,ATL,,IND,L 13-31,,,,
25,2007,2007-12-16,14,23.283,ATL,@,TAM,L 3-37,,,,
26,2007,2007-12-23,15,23.290,ATL,@,ARI,L 27-30,,,,
27,2007,2007-12-30,16,23.297,ATL,,SEA,W 44-41,,,,
