ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,sacks,tackles_solo,tackles_assists
1,2012,2012-09-09,1,23.135,ATL,@,KAN,W 40-24,,0.0,0,0
2,2012,2012-09-17,2,23.143,ATL,,DEN,W 27-21,,,,
3,2012,2012-09-23,3,23.149,ATL,@,SDG,W 27-3,,,,
4,2012,2012-09-30,4,23.156,ATL,,CAR,W 30-28,,0.0,0,0
5,2012,2012-10-07,5,23.163,ATL,@,WAS,W 24-17,,,,
6,2012,2012-10-14,6,23.170,ATL,,OAK,W 23-20,,,,
7,2012,2012-10-28,7,23.184,ATL,@,PHI,W 30-17,,,,
8,2012,2012-11-04,8,23.191,ATL,,DAL,W 19-13,,,,
9,2012,2012-11-11,9,23.198,ATL,@,NOR,L 27-31,,,,
10,2012,2012-11-18,10,23.205,ATL,,ARI,W 23-19,,0.0,0,0
11,2012,2012-11-25,11,23.212,ATL,@,TAM,W 24-23,,,,
12,2012,2012-11-29,12,23.216,ATL,,NOR,W 23-13,,,,
13,2012,2012-12-09,13,23.226,ATL,@,CAR,L 20-30,,,,
14,2012,2012-12-16,14,23.233,ATL,,NYG,W 34-0,,,,
15,2012,2012-12-22,15,23.239,ATL,@,DET,W 31-18,,,,
16,2012,2012-12-30,16,23.247,ATL,,TAM,L 17-22,,,,
17,2013,2013-09-08,1,24.134,ATL,@,NOR,L 17-23,,,,
18,2013,2013-09-15,2,24.141,ATL,,STL,W 31-24,,,,
19,2013,2013-09-22,3,24.148,ATL,@,MIA,L 23-27,,,,
20,2013,2013-09-29,4,24.155,ATL,,NWE,L 23-30,,,,
21,2013,2013-10-07,5,24.163,ATL,,NYJ,L 28-30,,,,
22,2013,2013-10-20,6,24.176,ATL,,TAM,W 31-23,,,,
23,2013,2013-10-27,7,24.183,ATL,@,ARI,L 13-27,,,,
24,2013,2013-11-03,8,24.190,ATL,@,CAR,L 10-34,,,,
25,2013,2013-11-10,9,24.197,ATL,,SEA,L 10-33,,0.0,0,1
26,2013,2013-11-17,10,24.204,ATL,@,TAM,L 28-41,,,,
27,2013,2013-11-21,11,24.208,ATL,,NOR,L 13-17,,,,
28,2013,2013-12-01,12,24.218,ATL,@,BUF,W 34-31,,0.0,0,1
29,2013,2013-12-08,13,24.225,ATL,@,GNB,L 21-22,,,,
30,2013,2013-12-15,14,24.232,ATL,,WAS,W 27-26,,,,
31,2013,2013-12-23,15,24.240,ATL,@,SFO,L 24-34,,,,
32,2013,2013-12-29,16,24.246,ATL,,CAR,L 20-21,,,,
33,2014,2014-09-07,1,25.133,ATL,,NOR,W 37-34,,,,
34,2014,2014-09-14,2,25.140,ATL,@,CIN,L 10-24,,0.0,0,1
35,2014,2014-09-18,3,25.144,ATL,,TAM,W 56-14,,,,
36,2014,2014-09-28,4,25.154,ATL,@,MIN,L 28-41,,,,
