ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td
1,1956,1956-10-14,3,25.067,CRD,@,WAS,W 31-3,1,19,19.00,1,0,0,,0
2,1956,1956-12-09,11,25.123,CRD,@,CHI,L 3-10,1,5,5.00,0,1,2,2.00,0
