ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring
1,2001,2001-09-09,1,22.079,NOR,@,BUF,W 24-6,,,,,,,0.0%,,,
2,2001,2001-09-30,2,22.100,NOR,@,NYG,L 13-21,,,,,,,0.0%,,,
3,2001,2001-10-07,3,22.107,NOR,,MIN,W 28-15,,,,,,,0.0%,,,
4,2001,2001-10-14,4,22.114,NOR,@,CAR,W 27-25,,,,,,,0.0%,,,
5,2001,2001-10-28,6,22.128,NOR,@,STL,W 34-31,,4,1,3,3.00,0,25.0%,0.75,0,0
6,2001,2001-11-04,7,22.135,NOR,,NYJ,L 9-16,*,3,2,14,7.00,0,66.7%,4.67,0,0
7,2001,2001-11-11,8,22.142,NOR,@,SFO,L 27-28,,1,,,,,0.0%,,,
8,2001,2001-11-18,9,22.149,NOR,,IND,W 34-20,,4,3,12,4.00,2,75.0%,3.00,2,12
9,2001,2001-11-25,10,22.156,NOR,@,NWE,L 17-34,*,7,2,44,22.00,0,28.6%,6.29,0,0
10,2001,2001-12-02,11,22.163,NOR,,CAR,W 27-23,,7,4,69,17.25,0,57.1%,9.86,0,0
11,2001,2001-12-09,12,22.170,NOR,@,ATL,W 28-10,,1,1,9,9.00,0,100.0%,9.00,0,0
12,2001,2001-12-17,13,22.178,NOR,,STL,L 21-34,,0,,,,,0.0%,,,
13,2001,2001-12-23,14,22.184,NOR,@,TAM,L 21-48,,5,3,26,8.67,1,60.0%,5.20,1,6
14,2001,2001-12-30,15,22.191,NOR,,WAS,L 10-40,*,5,2,13,6.50,0,40.0%,2.60,0,0
15,2001,2002-01-06,16,22.198,NOR,,SFO,L 0-38,*,5,2,12,6.00,0,40.0%,2.40,0,0
16,2002,2002-09-08,1,23.078,NOR,@,TAM,W 26-20,,2,1,32,32.00,1,50.0%,16.00,1,6
17,2002,2002-09-15,2,23.085,NOR,,GNB,W 35-20,,,,,,,0.0%,,,
18,2002,2002-09-22,3,23.092,NOR,@,CHI,W 29-23,,1,,,,,0.0%,,,
19,2002,2002-09-29,4,23.099,NOR,@,DET,L 21-26,,1,,,,,0.0%,,,
20,2002,2002-10-06,5,23.106,NOR,,PIT,W 32-29,,1,,,,,0.0%,,,
21,2002,2002-10-13,6,23.113,NOR,@,WAS,W 43-27,,1,1,2,2.00,1,100.0%,2.00,1,6
22,2002,2002-10-20,7,23.120,NOR,,SFO,W 35-27,,1,1,-3,-3.00,0,100.0%,-3.00,0,0
23,2002,2002-10-27,8,23.127,NOR,,ATL,L 35-37,,2,,,,,0.0%,,,
24,2002,2002-11-10,9,23.141,NOR,@,CAR,W 34-24,*,3,2,16,8.00,0,66.7%,5.33,0,0
25,2002,2002-11-17,10,23.148,NOR,@,ATL,L 17-24,,4,2,38,19.00,0,50.0%,9.50,0,0
26,2002,2002-11-24,11,23.155,NOR,,CLE,L 15-24,*,6,4,43,10.75,0,66.7%,7.17,0,0
27,2002,2002-12-01,12,23.162,NOR,,TAM,W 23-20,,,,,,,0.0%,,,
28,2002,2002-12-08,13,23.169,NOR,@,BAL,W 37-25,*,,,,,,0.0%,,,
29,2002,2002-12-15,14,23.176,NOR,,MIN,L 31-32,,2,1,6,6.00,0,50.0%,3.00,0,0
30,2002,2002-12-22,15,23.183,NOR,@,CIN,L 13-20,,7,1,9,9.00,0,14.3%,1.29,0,0
31,2002,2002-12-29,16,23.190,NOR,,CAR,L 6-10,,,,,,,0.0%,,,
32,2003,2003-09-07,1,24.077,NOR,@,SEA,L 10-27,,2,,,,,0.0%,,,
33,2003,2003-09-14,2,24.084,NOR,,HOU,W 31-10,,,,,,,0.0%,,,
34,2003,2003-09-21,3,24.091,NOR,@,TEN,L 12-27,*,1,1,1,1.00,0,100.0%,1.00,0,0
35,2003,2003-09-28,4,24.098,NOR,,IND,L 21-55,,1,1,7,7.00,0,100.0%,7.00,0,0
36,2003,2003-10-05,5,24.105,NOR,@,CAR,L 13-19,,1,1,7,7.00,0,100.0%,7.00,0,0
37,2003,2003-10-12,6,24.112,NOR,,CHI,W 20-13,,2,2,21,10.50,0,100.0%,10.50,0,0
38,2003,2003-10-19,7,24.119,NOR,@,ATL,W 45-17,,4,4,32,8.00,1,100.0%,8.00,1,6
39,2003,2003-10-26,8,24.126,NOR,,CAR,L 20-23,,3,2,8,4.00,0,66.7%,2.67,0,0
40,2003,2003-11-02,9,24.133,NOR,@,TAM,W 17-14,,2,1,13,13.00,0,50.0%,6.50,0,0
41,2003,2003-11-16,10,24.147,NOR,,ATL,W 23-20,,1,,,,,0.0%,,,
42,2003,2003-11-23,11,24.154,NOR,@,PHI,L 20-33,*,12,9,110,12.22,1,75.0%,9.17,1,6
43,2003,2003-11-30,12,24.161,NOR,@,WAS,W 24-20,,4,3,43,14.33,1,75.0%,10.75,1,6
44,2003,2003-12-07,13,24.168,NOR,,TAM,L 7-14,*,7,4,59,14.75,1,57.1%,8.43,1,6
45,2003,2003-12-14,14,24.175,NOR,,NYG,W 45-7,*,6,5,47,9.40,0,83.3%,7.83,0,0
46,2003,2003-12-21,15,24.182,NOR,@,JAX,L 19-20,*,10,5,54,10.80,1,50.0%,5.40,1,6
47,2003,2003-12-28,16,24.189,NOR,,DAL,W 13-7,*,6,3,34,11.33,0,50.0%,5.67,0,0
48,2004,2004-09-12,1,25.082,NOR,,SEA,L 7-21,*,7,3,13,4.33,0,42.9%,1.86,0,0
49,2004,2004-09-19,2,25.089,NOR,,SFO,W 30-27,*,,,,,,0.0%,,,
50,2004,2004-09-26,3,25.096,NOR,@,STL,W 28-25,*,5,3,38,12.67,0,60.0%,7.60,0,0
51,2004,2004-10-03,4,25.103,NOR,@,ARI,L 10-34,*,8,4,41,10.25,0,50.0%,5.13,0,0
52,2004,2004-10-10,5,25.110,NOR,,TAM,L 17-20,,6,2,24,12.00,1,33.3%,4.00,1,6
53,2004,2004-10-17,6,25.117,NOR,,MIN,L 31-38,*,1,,,,,0.0%,,,
54,2004,2004-10-24,7,25.124,NOR,@,OAK,W 31-26,,5,1,8,8.00,0,20.0%,1.60,0,0
55,2004,2004-11-07,8,25.138,NOR,@,SDG,L 17-43,*,8,5,71,14.20,1,62.5%,8.88,1,6
56,2004,2004-11-14,9,25.145,NOR,,KAN,W 27-20,*,7,3,29,9.67,0,42.9%,4.14,0,0
57,2004,2004-11-21,10,25.152,NOR,,DEN,L 13-34,,10,3,35,11.67,0,30.0%,3.50,0,0
58,2004,2004-11-28,11,25.159,NOR,@,ATL,L 21-24,,4,1,14,14.00,0,25.0%,3.50,0,0
