ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,2002,2002-11-24,11,24.066,PIT,,CIN,W 29-21,,,,,,,,,,,,,
2,2002,2002-12-08,13,24.080,PIT,,HOU,L 6-24,,,,,,,,,,,,,
3,2002,2002-12-15,14,24.087,PIT,,CAR,W 30-14,,,,,,,,,,,,,
4,2002,2002-12-23,15,24.095,PIT,@,TAM,W 17-7,,,,,,,,,,,,,
5,2002,2002-12-29,16,24.101,PIT,,BAL,W 34-31,,,,,,,,,,,,,
6,2004,2004-09-12,1,25.359,PIT,,OAK,W 24-21,,,,,,,,,,,,,
7,2004,2004-09-19,2,26.000,PIT,@,BAL,L 13-30,,,,,,,,,,,,,
8,2004,2004-09-26,3,26.007,PIT,@,MIA,W 13-3,,,,,,,,,,,,,
9,2004,2004-10-03,4,26.014,PIT,,CIN,W 28-17,,,,,,,,,,,,,
10,2004,2004-10-10,5,26.021,PIT,,CLE,W 34-23,,,,,,,,,,,,,
11,2004,2004-10-17,6,26.028,PIT,@,DAL,W 24-20,,,,,,,,,,,,,
12,2004,2004-10-31,7,26.042,PIT,,NWE,W 34-20,,,,,,,,,,,,,
13,2004,2004-11-07,8,26.049,PIT,,PHI,W 27-3,,,,,,,,,,,,,
14,2004,2004-11-14,9,26.056,PIT,@,CLE,W 24-10,,,,,,,,,,,,,
15,2004,2004-11-21,10,26.063,PIT,@,CIN,W 19-14,,,,,,,,,,,,,
16,2004,2004-12-18,14,26.090,PIT,@,NYG,W 33-30,,,,,,,,,,,,,
17,2004,2004-12-26,15,26.098,PIT,,BAL,W 20-7,,,,,,,,,,,,,
18,2004,2005-01-02,16,26.105,PIT,@,BUF,W 29-24,,,,,,,,,,,,,
19,2005,2005-09-11,1,26.357,PIT,,TEN,W 34-7,,,,,,,,,,,,,
20,2005,2005-09-18,2,26.364,PIT,@,HOU,W 27-7,,,,,,,,,,,,,
21,2005,2005-09-25,3,27.006,PIT,,NWE,L 20-23,,,,,,,,,,,,,
22,2005,2005-10-10,4,27.021,PIT,@,SDG,W 24-22,,,,,,,,,,,,,
23,2005,2005-10-16,5,27.027,PIT,,JAX,L 17-23,,,,,,,,,,,,,
24,2005,2005-10-23,6,27.034,PIT,@,CIN,W 27-13,,,,,,,,,,,,,
25,2005,2005-10-31,7,27.042,PIT,,BAL,W 20-19,,0,0,,0,0,0,1.0,,,0,0,0
26,2005,2005-11-06,8,27.048,PIT,@,GNB,W 20-10,,,,,,,,,,,,,
27,2005,2005-11-13,9,27.055,PIT,,CLE,W 34-21,,,,,,,,,,,,,
28,2005,2005-11-20,10,27.062,PIT,@,BAL,L 13-16,,,,,,,,,,,,,
29,2005,2005-11-28,11,27.070,PIT,@,IND,L 7-26,,1,12,12.00,0,0,0,0.0,,,0,0,0
30,2005,2005-12-04,12,27.076,PIT,,CIN,L 31-38,,1,11,11.00,0,0,0,0.0,,,0,0,0
31,2005,2005-12-11,13,27.083,PIT,,CHI,W 21-9,,,,,,,,,,,,,
32,2005,2005-12-18,14,27.090,PIT,@,MIN,W 18-3,,,,,,,,,,,,,
33,2005,2005-12-24,15,27.096,PIT,@,CLE,W 41-0,,0,0,,0,0,0,2.0,,,0,0,0
34,2005,2006-01-01,16,27.104,PIT,,DET,W 35-21,,,,,,,,,,,,,
35,2006,2006-09-07,1,27.353,PIT,,MIA,W 28-17,*,,,,,,,,,,,,
36,2006,2006-09-18,2,27.364,PIT,@,JAX,L 0-9,*,,,,,,,,,,,,
37,2006,2006-09-24,3,28.005,PIT,,CIN,L 20-28,*,0,0,,0,0,0,1.0,,,0,0,0
38,2006,2006-10-08,4,28.019,PIT,@,SDG,L 13-23,*,0,0,,0,0,0,1.0,,,0,0,0
39,2006,2006-10-15,5,28.026,PIT,,KAN,W 45-7,*,,,,,,,,,,,,
40,2006,2006-10-22,6,28.033,PIT,@,ATL,L 38-41,*,,,,,,,,,,,,
41,2006,2006-10-29,7,28.040,PIT,@,OAK,L 13-20,*,,,,,,,,,,,,
42,2006,2006-11-05,8,28.047,PIT,,DEN,L 20-31,*,,,,,,,,,,,,
43,2006,2006-11-12,9,28.054,PIT,,NOR,W 38-31,*,0,0,,0,0,0,1.0,,,0,0,0
44,2006,2006-11-19,10,28.061,PIT,@,CLE,W 24-20,*,,,,,,,,,,,,
45,2006,2006-11-26,11,28.068,PIT,@,BAL,L 0-27,*,,,,,,,,,,,,
46,2006,2006-12-03,12,28.075,PIT,,TAM,W 20-3,*,0,0,,0,0,0,1.0,,,0,0,0
47,2006,2006-12-07,13,28.079,PIT,,CLE,W 27-7,*,,,,,,,,,,,,
48,2006,2006-12-17,14,28.089,PIT,@,CAR,W 37-3,*,0,0,,0,0,0,1.5,,,0,0,0
49,2006,2006-12-24,15,28.096,PIT,,BAL,L 7-31,*,,,,,,,,,,,,
50,2006,2006-12-31,16,28.103,PIT,@,CIN,W 23-17,*,,,,,,,,,,,,
51,2007,2007-09-09,1,28.355,PIT,@,CLE,W 34-7,*,,,,,,,,,,,,
52,2007,2007-09-16,2,28.362,PIT,,BUF,W 26-3,*,,,,,,,,,,,,
53,2007,2007-09-23,3,29.004,PIT,,SFO,W 37-16,*,,,,,,,,,,,,
54,2007,2007-09-30,4,29.011,PIT,@,ARI,L 14-21,*,,,,,,,,,,,,
55,2007,2007-10-07,5,29.018,PIT,,SEA,W 21-0,*,,,,,,,,,,,,
56,2007,2007-10-21,6,29.032,PIT,@,DEN,L 28-31,*,,,,,,,,,,,,
57,2007,2007-10-28,7,29.039,PIT,@,CIN,W 24-13,*,,,,,,,,,,,,
58,2007,2007-11-05,8,29.047,PIT,,BAL,W 38-7,*,,,,,,,,,,,,
