ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,2015,2015-09-13,1,23.268,JAX,,CAR,L 9-20,,0,0,,0,1,1,5,5.00,0,100.0%,5.00,1,40,40.00,0,0,0,,0,0,0
2,2015,2015-09-20,2,23.275,JAX,,MIA,W 23-20,,1,1,1.00,0,0,0,0,,0,0.0%,,2,46,23.00,0,0,0,,0,0,0
3,2015,2015-09-27,3,23.282,JAX,@,NWE,L 17-51,,2,6,3.00,0,2,1,8,8.00,0,50.0%,4.00,2,41,20.50,0,0,0,,0,0,0
4,2015,2015-10-04,4,23.289,JAX,@,IND,L 13-16,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
5,2015,2015-10-11,5,23.296,JAX,@,TAM,L 31-38,,2,-6,-3.00,0,0,0,0,,0,0.0%,,3,93,31.00,0,0,0,,0,0,0
6,2015,2015-10-18,6,23.303,JAX,,HOU,L 20-31,,1,1,1.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
7,2016,2016-09-11,1,24.267,JAX,,GNB,L 23-27,,0,0,,0,0,0,0,,0,0.0%,,2,51,25.50,0,0,0,,0,0,0
8,2016,2016-09-18,2,24.274,JAX,@,SDG,L 14-38,,0,0,,0,1,1,15,15.00,1,100.0%,15.00,3,67,22.33,0,0,0,,0,1,6
9,2016,2016-09-25,3,24.281,JAX,,BAL,L 17-19,,0,0,,0,0,0,0,,0,0.0%,,3,58,19.33,0,0,0,,0,0,0
10,2016,2016-10-02,4,24.288,JAX,,IND,W 30-27,,0,0,,0,0,0,0,,0,0.0%,,4,80,20.00,0,0,0,,0,0,0
11,2016,2016-11-20,10,24.337,JAX,@,DET,L 19-26,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
12,2016,2016-11-27,11,24.344,JAX,@,BUF,L 21-28,,0,0,,0,0,0,0,,0,0.0%,,1,12,12.00,0,0,0,,0,0,0
13,2016,2016-12-04,12,24.351,JAX,,DEN,L 10-20,,1,2,2.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
14,2016,2016-12-11,13,24.358,JAX,,MIN,L 16-25,,4,13,3.25,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0
15,2016,2016-12-18,14,24.365,JAX,@,HOU,L 20-21,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
16,2016,2016-12-24,15,25.005,JAX,,TEN,W 38-17,,9,27,3.00,0,3,1,5,5.00,0,33.3%,1.67,0,0,,0,0,0,,0,0,0
17,2016,2017-01-01,16,25.013,JAX,@,IND,L 20-24,*,18,122,6.78,1,2,2,15,7.50,0,100.0%,7.50,0,0,,0,0,0,,0,1,6
18,2017,2017-09-10,1,25.265,JAX,@,HOU,W 29-7,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
19,2017,2017-09-17,2,25.272,JAX,,TEN,L 16-37,,1,13,13.00,0,0,0,0,,0,0.0%,,3,74,24.67,0,0,0,,0,0,0
20,2017,2017-09-24,3,25.279,JAX,,BAL,W 44-7,,6,75,12.50,0,1,1,18,18.00,0,100.0%,18.00,0,0,,0,0,0,,0,0,0
21,2017,2017-10-01,4,25.286,JAX,@,NYJ,L 20-23,,2,9,4.50,0,1,1,-5,-5.00,0,100.0%,-5.00,1,20,20.00,0,0,0,,0,0,0
22,2017,2017-10-08,5,25.293,JAX,@,PIT,W 30-9,,0,0,,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0
23,2017,2017-10-15,6,25.300,JAX,,LAR,L 17-27,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
24,2017,2017-10-22,7,25.307,JAX,@,IND,W 27-0,,6,8,1.33,0,1,1,28,28.00,0,100.0%,28.00,0,0,,0,0,0,,0,0,0
25,2017,2017-11-05,8,25.321,JAX,,CIN,W 23-7,,4,18,4.50,0,0,0,0,,0,0.0%,,1,29,29.00,0,0,6,,0,0,0
26,2017,2017-11-12,9,25.328,JAX,,LAC,W 20-17,,1,56,56.00,1,0,0,0,,0,0.0%,,2,51,25.50,0,0,0,,0,1,6
27,2017,2017-11-19,10,25.335,JAX,@,CLE,W 19-7,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
28,2017,2017-11-26,11,25.342,JAX,@,ARI,L 24-27,,0,0,,0,0,0,0,,0,0.0%,,1,68,68.00,0,0,0,,0,0,0
29,2017,2017-12-03,12,25.349,JAX,,IND,W 30-10,,0,0,,0,0,0,0,,0,0.0%,,2,46,23.00,0,0,0,,0,0,0
30,2017,2017-12-10,13,25.356,JAX,,SEA,W 30-24,,0,0,,0,0,0,0,,0,0.0%,,2,37,18.50,0,0,0,,0,0,0
31,2017,2017-12-17,14,25.363,JAX,,HOU,W 45-7,,10,69,6.90,1,0,0,0,,0,0.0%,,2,44,22.00,0,0,0,,0,1,6
32,2017,2017-12-24,15,26.005,JAX,@,SFO,L 33-44,,0,0,,0,0,0,0,,0,0.0%,,2,46,23.00,0,0,0,,0,0,0
33,2017,2017-12-31,16,26.012,JAX,@,TEN,L 10-15,,0,0,,0,0,0,0,,0,0.0%,,3,58,19.33,0,0,0,,0,0,0
34,2018,2018-09-09,1,26.264,JAX,@,NYG,W 20-15,,1,3,3.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
35,2018,2018-09-16,2,26.271,JAX,,NWE,W 31-20,,4,13,3.25,0,7,6,56,9.33,0,85.7%,8.00,1,6,6.00,0,0,0,,0,0,0
36,2018,2018-09-23,3,26.278,JAX,,TEN,L 6-9,*,6,11,1.83,0,2,1,-1,-1.00,0,50.0%,-0.50,0,0,,0,0,0,,0,0,0
