ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,all_td,scoring
1,1968,1968-09-15,1,23.257,CHI,,WAS,L 28-38,0,0,,0,1,9,9.00,0,0,0
2,1968,1968-10-20,6,23.292,CHI,@,PHI,W 29-16,1,5,5.00,0,0,0,,0,0,0
3,1968,1968-11-24,11,23.327,CHI,,DAL,L 3-34,10,21,2.10,0,3,11,3.67,0,0,0
4,1968,1968-12-01,12,23.334,CHI,@,NOR,W 23-17,1,-4,-4.00,0,0,0,,0,0,0
5,1969,1969-11-09,8,24.311,CHI,,PIT,W 38-7,1,-1,-1.00,0,0,0,,0,0,0
6,1969,1969-11-30,11,24.332,CHI,,CLE,L 24-28,11,50,4.55,1,2,16,8.00,0,1,6
7,1969,1969-12-06,12,24.338,CHI,@,SFO,L 21-42,8,18,2.25,0,6,48,8.00,0,0,0
8,1969,1969-12-14,13,24.346,CHI,,GNB,L 3-21,7,11,1.57,0,2,-1,-0.50,0,0,0
9,1969,1969-12-21,14,24.353,CHI,,DET,L 3-20,2,3,1.50,0,2,0,0.00,0,0,0
10,1970,1970-09-19,1,25.260,CHI,@,NYG,W 24-16,,,,,,,,,,
11,1970,1970-09-27,2,25.268,CHI,,PHI,W 20-16,8,17,2.13,0,3,23,7.67,0,0,0
12,1970,1970-10-05,3,25.276,CHI,@,DET,L 14-28,11,21,1.91,0,1,10,10.00,0,0,0
13,1970,1970-10-11,4,25.282,CHI,,MIN,L 0-24,3,5,1.67,0,5,2,0.40,0,0,0
14,1970,1970-10-18,5,25.289,CHI,,SDG,L 7-20,5,32,6.40,0,3,13,4.33,0,0,0
15,1970,1970-10-25,6,25.296,CHI,,DET,L 10-16,1,5,5.00,0,0,0,,0,0,0
16,1970,1970-11-08,8,25.310,CHI,,SFO,L 16-37,0,0,,0,1,-4,-4.00,0,0,0
17,1970,1970-11-15,9,25.317,CHI,@,GNB,L 19-20,,,,,,,,,,
18,1970,1970-11-22,10,25.324,CHI,,BUF,W 31-13,,,,,,,,,,
19,1970,1970-11-29,11,25.331,CHI,@,BAL,L 20-21,,,,,,,,,,
20,1970,1970-12-05,12,25.337,CHI,@,MIN,L 13-16,3,8,2.67,0,0,0,,0,0,0
21,1970,1970-12-13,13,25.345,CHI,,GNB,W 35-17,1,11,11.00,0,0,0,,0,0,0
22,1970,1970-12-20,14,25.352,CHI,@,NOR,W 24-3,,,,,,,,,,
23,1971,1971-09-19,1,26.260,WAS,@,STL,W 24-17,,,,,,,,,,
24,1971,1971-09-26,2,26.267,WAS,@,NYG,W 30-3,,,,,,,,,,
25,1971,1971-10-03,3,26.274,WAS,@,DAL,W 20-16,,,,,,,,,,
26,1971,1971-10-10,4,26.281,WAS,,HOU,W 22-13,,,,,,,,,,
27,1971,1971-10-17,5,26.288,WAS,,STL,W 20-0,2,8,4.00,0,0,0,,0,0,0
28,1971,1971-10-24,6,26.295,WAS,@,KAN,L 20-27,,,,,,,,,,
29,1971,1971-10-31,7,26.302,WAS,,NOR,W 24-14,,,,,,,,,,
30,1971,1971-11-07,8,26.309,WAS,,PHI,T 7-7,,,,,,,,,,
31,1971,1971-11-14,9,26.316,WAS,@,CHI,L 15-16,,,,,,,,,,
32,1971,1971-11-21,10,26.323,WAS,,DAL,L 0-13,,,,,,,,,,
33,1971,1971-11-28,11,26.330,WAS,@,PHI,W 20-13,,,,,,,,,,
34,1972,1972-09-18,1,27.260,WAS,@,MIN,W 24-21,,,,,,,,,,
35,1972,1972-09-24,2,27.266,WAS,,STL,W 24-10,,,,,,,,,,
36,1972,1972-10-01,3,27.273,WAS,@,NWE,L 23-24,,,,,,,,,,
37,1972,1972-10-08,4,27.280,WAS,,PHI,W 14-0,,,,,,,,,,
38,1972,1972-10-15,5,27.287,WAS,@,STL,W 33-3,,,,,,,,,,
39,1972,1972-10-22,6,27.294,WAS,,DAL,W 24-20,,,,,,,,,,
40,1972,1972-10-29,7,27.301,WAS,@,NYG,W 23-16,,,,,,,,,,
41,1972,1972-11-05,8,27.308,WAS,@,NYJ,W 35-17,,,,,,,,,,
42,1972,1972-11-12,9,27.315,WAS,,NYG,W 27-13,,,,,,,,,,
43,1972,1972-11-20,10,27.323,WAS,,ATL,W 24-13,,,,,,,,,,
44,1972,1972-11-26,11,27.329,WAS,,GNB,W 21-16,,,,,,,,,,
45,1972,1972-12-03,12,27.336,WAS,@,PHI,W 23-7,,,,,,,,,,
46,1972,1972-12-09,13,27.342,WAS,@,DAL,L 24-34,,,,,,,,,,
47,1972,1972-12-17,14,27.350,WAS,,BUF,L 17-24,,,,,,,,,,
48,1973,1973-09-16,1,28.257,WAS,,SDG,W 38-0,1,-2,-2.00,0,0,0,,0,0,0
49,1973,1973-09-30,3,28.271,WAS,@,PHI,W 28-7,1,-1,-1.00,0,0,0,,0,0,0
50,1973,1973-10-08,4,28.279,WAS,,DAL,W 14-7,,,,,,,,,,
51,1973,1973-10-14,5,28.285,WAS,@,NYG,W 21-3,,,,,,,,,,
52,1973,1973-10-21,6,28.292,WAS,,STL,W 31-13,,,,,,,,,,
53,1973,1973-10-28,7,28.299,WAS,@,NOR,L 3-19,,,,,,,,,,
54,1973,1973-11-05,8,28.307,WAS,@,PIT,L 16-21,,,,,,,,,,
55,1973,1973-11-11,9,28.313,WAS,,SFO,W 33-9,,,,,,,,,,
56,1973,1973-11-18,10,28.320,WAS,,BAL,W 22-14,,,,,,,,,,
57,1973,1973-11-22,11,28.324,WAS,@,DET,W 20-0,,,,,,,,,,
58,1973,1973-12-02,12,28.334,WAS,,NYG,W 27-24,,,,,,,,,,
