ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1982,1982-09-12,1,24.169,STL,@,NOR,W 21-7,,,,,,,,,0,0,,0,0,0,,0,,
2,1982,1982-09-19,2,24.176,STL,,DAL,L 7-24,0,0,,0,0,0,,0,3,76,25.33,0,1,6,6.00,0,0,0
3,1982,1982-11-21,3,24.239,STL,,SFO,L 20-31,0,0,,0,0,0,,0,1,12,12.00,0,0,0,,0,0,0
4,1982,1982-11-28,4,24.246,STL,@,ATL,W 23-20,,,,,,,,,0,0,,0,0,0,,0,,
5,1982,1982-12-05,5,24.253,STL,@,PHI,W 23-20,,,,,,,,,0,0,,0,0,0,,0,,
6,1982,1982-12-12,6,24.260,STL,,WAS,L 7-12,,,,,,,,,0,0,,0,0,0,,0,,
7,1982,1982-12-19,7,24.267,STL,@,CHI,W 10-7,,,,,,,,,0,0,,0,0,0,,0,,
8,1982,1982-12-26,8,24.274,STL,,NYG,W 24-21,,,,,,,,,0,0,,0,0,0,,0,,
9,1982,1983-01-02,9,24.281,STL,@,WAS,L 0-28,,,,,,,,,0,0,,0,0,0,,0,,
10,1983,1983-09-04,1,25.161,STL,@,NOR,L 17-28,0,0,,0,,,,,0,0,,0,0,0,,0,,
11,1983,1983-09-11,2,25.168,STL,,DAL,L 17-34,,,,,,,,,0,16,,0,,,,,,
12,1983,1983-09-18,3,25.175,STL,,SFO,L 27-42,0,0,,0,0,0,,0,4,88,22.00,0,0,0,,0,0,0
13,1983,1983-09-25,4,25.182,STL,@,PHI,W 14-11,0,0,,0,0,0,,0,1,6,6.00,0,0,0,,0,0,0
14,1983,1983-10-02,5,25.189,STL,@,KAN,L 14-38,1,10,10.00,0,0,0,,0,0,0,,0,0,0,,0,0,0
15,1983,1983-10-09,6,25.196,STL,,WAS,L 14-38,0,0,,0,,,,,0,0,,0,0,0,,0,,
16,1983,1983-10-16,7,25.203,STL,@,TAM,W 34-27,0,0,,0,,,,,0,0,,0,0,0,,0,,
17,1983,1983-10-24,8,25.211,STL,,NYG,T 20-20,0,0,,0,,,,,0,0,,0,0,0,,0,,
18,1983,1983-10-30,9,25.217,STL,,MIN,W 41-31,0,0,,0,0,0,,0,3,44,14.67,0,1,17,17.00,0,0,0
19,1983,1983-11-06,10,25.224,STL,@,WAS,L 7-45,0,0,,0,0,0,,0,2,40,20.00,0,0,0,,0,0,0
20,1983,1983-11-13,11,25.231,STL,,SEA,W 33-28,0,0,,0,0,0,,0,3,63,21.00,0,0,0,,0,0,0
21,1983,1983-11-20,12,25.238,STL,,SDG,W 44-14,1,11,11.00,1,0,0,,0,0,0,,0,0,0,,0,1,6
22,1983,1983-11-24,13,25.242,STL,@,DAL,L 17-35,0,0,,0,,,,,0,0,,0,0,0,,0,,
23,1983,1983-12-04,14,25.252,STL,@,NYG,W 10-6,0,0,,0,,,,,0,0,,0,0,0,,0,,
24,1983,1983-12-11,15,25.259,STL,@,RAI,W 34-24,0,0,,0,,,,,0,0,,0,0,0,,0,,
25,1983,1983-12-18,16,25.266,STL,,PHI,W 31-7,5,32,6.40,0,0,0,,0,0,0,,0,0,0,,0,0,0
26,1984,1984-09-02,1,26.159,STL,@,GNB,L 23-24,3,9,3.00,0,2,22,11.00,0,0,0,,0,0,0,,0,0,0
27,1984,1984-09-09,2,26.166,STL,,BUF,W 37-7,5,31,6.20,0,2,8,4.00,0,0,0,,0,0,0,,0,0,0
28,1984,1984-09-16,3,26.173,STL,@,IND,W 34-33,3,13,4.33,0,0,0,,0,0,0,,0,0,0,,0,0,0
29,1984,1984-09-23,4,26.180,STL,@,NOR,L 24-34,3,13,4.33,0,2,21,10.50,1,0,0,,0,0,0,,0,1,6
30,1984,1984-09-30,5,26.187,STL,,MIA,L 28-36,5,24,4.80,1,2,18,9.00,0,0,0,,0,0,0,,0,1,6
31,1984,1984-10-07,6,26.194,STL,@,DAL,W 31-20,4,15,3.75,0,3,22,7.33,0,1,0,0.00,0,0,0,,0,0,0
32,1984,1984-10-14,7,26.201,STL,,CHI,W 38-21,2,2,1.00,0,0,0,,0,0,0,,0,0,0,,0,0,0
33,1984,1984-10-21,8,26.208,STL,,WAS,W 26-24,0,0,,0,1,5,5.00,0,0,0,,0,0,0,,0,0,0
34,1984,1984-10-28,9,26.215,STL,@,PHI,W 34-14,3,33,11.00,0,1,9,9.00,0,0,0,,0,0,0,,0,0,0
35,1984,1984-11-04,10,26.222,STL,,RAM,L 13-16,2,8,4.00,0,5,33,6.60,0,0,0,,0,0,0,,0,0,0
36,1984,1984-11-11,11,26.229,STL,,DAL,L 17-24,3,5,1.67,0,1,21,21.00,0,0,0,,0,0,0,,0,0,0
37,1984,1984-11-18,12,26.236,STL,@,NYG,L 10-16,0,0,,0,0,0,,0,0,0,,0,,,,,0,
38,1984,1984-11-25,13,26.243,STL,,PHI,W 17-16,2,9,4.50,0,1,3,3.00,0,0,0,,0,0,0,,0,0,0
39,1984,1984-12-02,14,26.250,STL,@,NWE,W 33-10,5,19,3.80,0,0,0,,0,0,0,,0,0,0,,0,0,0
40,1984,1984-12-09,15,26.257,STL,,NYG,W 31-21,3,21,7.00,0,3,30,10.00,0,0,0,,0,0,0,,0,0,0
41,1984,1984-12-16,16,26.264,STL,@,WAS,L 27-29,1,1,1.00,0,3,26,8.67,0,0,0,,0,0,0,,0,0,0
42,1985,1985-09-08,1,27.165,STL,@,CLE,W 27-24,6,14,2.33,0,3,48,16.00,0,0,0,,0,0,0,,0,0,0
43,1985,1985-09-15,2,27.172,STL,,CIN,W 41-27,7,68,9.71,0,4,61,15.25,1,0,0,,0,0,0,,0,1,6
44,1985,1985-09-22,3,27.179,STL,@,NYG,L 17-27,2,6,3.00,0,3,33,11.00,1,0,0,,0,0,0,,0,1,6
45,1985,1985-09-29,4,27.186,STL,,GNB,W 43-28,7,42,6.00,1,1,-1,-1.00,0,0,0,,0,0,0,,0,1,6
46,1985,1985-10-07,5,27.194,STL,@,WAS,L 10-27,2,4,2.00,0,1,8,8.00,0,0,0,,0,0,0,,0,0,0
47,1985,1985-10-13,6,27.200,STL,@,PHI,L 7-30,1,6,6.00,0,1,3,3.00,0,0,0,,0,0,0,,0,0,0
48,1985,1985-10-20,7,27.207,STL,@,PIT,L 10-23,1,2,2.00,0,5,55,11.00,0,0,0,,0,0,0,,0,0,0
49,1985,1985-10-27,8,27.214,STL,,HOU,L 10-20,0,0,,0,1,14,14.00,0,0,0,,0,0,0,,0,0,0
50,1985,1985-11-04,9,27.222,STL,,DAL,W 21-10,11,31,2.82,1,0,0,,0,0,0,,0,0,0,,0,1,6
51,1985,1985-11-10,10,27.228,STL,@,TAM,L 0-16,5,28,5.60,0,5,39,7.80,0,0,0,,0,0,0,,0,0,0
52,1985,1985-11-17,11,27.235,STL,,PHI,L 14-24,4,7,1.75,0,1,17,17.00,0,0,0,,0,0,0,,0,0,0
53,1986,1986-09-07,1,28.164,STL,,RAM,L 10-16,6,20,3.33,0,3,18,6.00,0,2,42,21.00,0,0,0,,0,0,0
