ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,all_td,scoring
1,2017,2017-09-11,1,24.051,MIN,,NOR,W 29-19,,0,0,0,,0,0.0%,,0,0,,0,0,0
2,2017,2017-09-17,2,24.057,MIN,@,PIT,L 9-26,,0,0,0,,0,0.0%,,1,1,1.00,1,1,6
3,2017,2017-09-24,3,24.064,MIN,,TAM,W 34-17,,1,1,12,12.00,0,100.0%,12.00,0,0,,0,0,0
4,2017,2017-10-01,4,24.071,MIN,,DET,L 7-14,,0,0,0,,0,0.0%,,0,0,,0,0,0
5,2017,2017-10-09,5,24.079,MIN,@,CHI,W 20-17,,2,1,11,11.00,0,50.0%,5.50,1,0,0.00,0,0,0
6,2017,2017-10-15,6,24.085,MIN,,GNB,W 23-10,,0,0,0,,0,0.0%,,0,0,,0,0,0
7,2017,2017-10-22,7,24.092,MIN,,BAL,W 24-16,,1,1,12,12.00,0,100.0%,12.00,0,0,,0,0,0
8,2017,2017-10-29,8,24.099,MIN,@,CLE,W 33-16,,0,0,0,,0,0.0%,,0,0,,0,0,0
9,2017,2017-11-12,9,24.113,MIN,@,WAS,W 38-30,,0,0,0,,0,0.0%,,1,3,3.00,0,0,0
10,2017,2017-11-19,10,24.120,MIN,,LAR,W 24-7,,0,0,0,,0,0.0%,,3,8,2.67,0,0,0
11,2017,2017-11-23,11,24.124,MIN,@,DET,W 30-23,,0,0,0,,0,0.0%,,0,0,,0,0,0
12,2017,2017-12-03,12,24.134,MIN,@,ATL,W 14-9,,1,1,12,12.00,0,100.0%,12.00,1,1,1.00,0,0,0
13,2017,2017-12-10,13,24.141,MIN,@,CAR,L 24-31,,1,1,9,9.00,0,100.0%,9.00,0,0,,0,0,0
14,2017,2017-12-17,14,24.148,MIN,,CIN,W 34-7,*,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0,0
15,2017,2017-12-23,15,24.154,MIN,@,GNB,W 16-0,,0,0,0,,0,0.0%,,0,0,,0,0,0
16,2017,2017-12-31,16,24.162,MIN,,CHI,W 23-10,,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0,0
17,2018,2018-09-09,1,25.049,MIN,,SFO,W 24-16,,2,0,0,,0,0.0%,0.00,0,0,,0,0,0
18,2018,2018-09-16,2,25.056,MIN,@,GNB,T 29-29,,0,0,0,,0,0.0%,,1,5,5.00,0,0,0
19,2018,2018-09-23,3,25.063,MIN,,BUF,L 6-27,,6,5,47,9.40,0,83.3%,7.83,0,0,,0,0,0
20,2018,2018-09-27,4,25.067,MIN,@,LAR,L 31-38,,2,2,7,3.50,0,100.0%,3.50,0,0,,0,0,0
