ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td
1,1975,1975-09-21,1,24.160,CHI,,BAL,L 7-35,1,17,17.00,0
2,1975,1975-09-28,2,24.167,CHI,,PHI,W 15-13,,,,
3,1975,1975-10-05,3,24.174,CHI,@,MIN,L 3-28,,,,
4,1975,1975-10-12,4,24.181,CHI,@,DET,L 7-27,,,,
5,1975,1975-10-19,5,24.188,CHI,@,PIT,L 3-34,,,,
6,1975,1975-10-27,6,24.196,CHI,,MIN,L 9-13,,,,
7,1975,1975-11-02,7,24.202,CHI,,MIA,L 13-46,,,,
8,1975,1975-11-09,8,24.209,CHI,,GNB,W 27-14,,,,
9,1975,1975-11-16,9,24.216,CHI,@,SFO,L 3-31,,,,
10,1975,1975-11-23,10,24.223,CHI,@,RAM,L 10-38,,,,
11,1975,1975-11-30,11,24.230,CHI,@,GNB,L 7-28,,,,
12,1975,1975-12-07,12,24.237,CHI,,DET,W 25-21,,,,
13,1975,1975-12-14,13,24.244,CHI,,STL,L 20-34,,,,
14,1975,1975-12-21,14,24.251,CHI,@,NOR,W 42-17,,,,
15,1976,1976-09-12,1,25.151,CHI,,DET,W 10-3,,,,
16,1976,1976-09-19,2,25.158,CHI,@,SFO,W 19-12,,,,
17,1976,1976-10-10,5,25.179,CHI,@,MIN,L 19-20,,,,
18,1976,1976-10-17,6,25.186,CHI,@,RAM,L 12-20,,,,
19,1976,1976-10-24,7,25.193,CHI,@,DAL,L 21-31,,,,
20,1976,1976-10-31,8,25.200,CHI,,MIN,W 14-13,,,,
21,1976,1976-11-07,9,25.207,CHI,,OAK,L 27-28,,,,
22,1976,1976-11-14,10,25.214,CHI,,GNB,W 24-13,,,,
23,1976,1976-11-21,11,25.221,CHI,@,DET,L 10-14,,,,
24,1976,1976-11-28,12,25.228,CHI,@,GNB,W 16-10,,,,
25,1976,1976-12-05,13,25.235,CHI,@,SEA,W 34-7,,,,
26,1976,1976-12-12,14,25.242,CHI,,DEN,L 14-28,,,,
27,1977,1977-09-18,1,26.157,CHI,,DET,W 30-20,,,,
28,1977,1977-09-25,2,26.164,CHI,@,STL,L 13-16,,,,
29,1977,1977-10-02,3,26.171,CHI,,NOR,L 24-42,,,,
30,1977,1977-10-10,4,26.179,CHI,,RAM,W 24-23,,,,
31,1977,1977-10-16,5,26.185,CHI,@,MIN,L 16-22,,,,
32,1977,1977-10-23,6,26.192,CHI,,ATL,L 10-16,,,,
33,1977,1977-10-30,7,26.199,CHI,@,GNB,W 26-0,,,,
34,1977,1977-11-06,8,26.206,CHI,@,HOU,L 0-47,,,,
35,1977,1977-11-13,9,26.213,CHI,,KAN,W 28-27,,,,
36,1977,1977-11-20,10,26.220,CHI,,MIN,W 10-7,,,,
37,1977,1977-11-24,11,26.224,CHI,@,DET,W 31-14,,,,
38,1977,1977-12-04,12,26.234,CHI,@,TAM,W 10-0,,,,
39,1977,1977-12-11,13,26.241,CHI,,GNB,W 21-10,,,,
40,1977,1977-12-18,14,26.248,CHI,@,NYG,W 12-9,,,,
41,1978,1978-09-03,1,27.142,CHI,,STL,W 17-10,,,,
42,1978,1978-09-10,2,27.149,CHI,@,SFO,W 16-13,,,,
43,1978,1978-09-17,3,27.156,CHI,@,DET,W 19-0,,,,
44,1978,1978-09-25,4,27.164,CHI,,MIN,L 20-24,,,,
45,1978,1978-10-01,5,27.170,CHI,,OAK,L 19-25,,,,
46,1978,1978-10-08,6,27.177,CHI,@,GNB,L 14-24,,,,
47,1978,1978-10-16,7,27.185,CHI,@,DEN,L 7-16,,,,
48,1978,1978-10-22,8,27.191,CHI,@,TAM,L 19-33,,,,
49,1978,1978-10-29,9,27.198,CHI,,DET,L 17-21,,,,
50,1978,1978-11-05,10,27.205,CHI,,SEA,L 29-31,,,,
51,1978,1978-11-12,11,27.212,CHI,@,MIN,L 14-17,,,,
52,1978,1978-11-19,12,27.219,CHI,,ATL,W 13-7,,,,
53,1978,1978-11-26,13,27.226,CHI,,TAM,W 14-3,,,,
54,1978,1978-12-04,14,27.234,CHI,@,SDG,L 7-40,,,,
55,1978,1978-12-10,15,27.240,CHI,,GNB,W 14-0,,,,
56,1978,1978-12-16,16,27.246,CHI,@,WAS,W 14-10,,,,
57,1979,1979-09-02,1,28.141,CHI,,GNB,W 6-3,,,,
58,1979,1979-09-09,2,28.148,CHI,,MIN,W 26-7,,,,
59,1979,1979-09-16,3,28.155,CHI,@,DAL,L 20-24,,,,
60,1979,1979-09-23,4,28.162,CHI,@,MIA,L 16-31,,,,
61,1979,1979-09-30,5,28.169,CHI,,TAM,L 13-17,,,,
62,1979,1979-10-07,6,28.176,CHI,@,BUF,W 7-0,,,,
63,1979,1979-10-14,7,28.183,CHI,,NWE,L 7-27,,,,
64,1979,1979-10-21,8,28.190,CHI,@,MIN,L 27-30,,,,
65,1979,1979-10-28,9,28.197,CHI,@,SFO,W 28-27,,,,
66,1979,1979-11-04,10,28.204,CHI,,DET,W 35-7,,,,
67,1979,1979-11-11,11,28.211,CHI,,RAM,W 27-23,,,,
68,1979,1979-11-22,13,28.222,CHI,@,DET,L 0-20,,,,
69,1979,1979-12-02,14,28.232,CHI,@,TAM,W 14-0,,,,
70,1979,1979-12-09,15,28.239,CHI,@,GNB,W 15-14,,,,
71,1979,1979-12-16,16,28.246,CHI,,STL,W 42-6,,,,
72,1980,1980-09-07,1,29.146,CHI,@,GNB,L 6-12,,,,
73,1980,1980-09-14,2,29.153,CHI,,NOR,W 22-3,,,,
74,1980,1980-09-21,3,29.160,CHI,,MIN,L 14-34,,,,
75,1980,1980-09-28,4,29.167,CHI,@,PIT,L 3-38,,,,
76,1980,1980-10-06,5,29.175,CHI,,TAM,W 23-0,,,,
77,1980,1980-10-12,6,29.181,CHI,@,MIN,L 7-13,,,,
78,1980,1980-10-19,7,29.188,CHI,,DET,W 24-7,,,,
79,1980,1980-10-26,8,29.195,CHI,@,PHI,L 14-17,,,,
80,1980,1980-11-03,9,29.203,CHI,@,CLE,L 21-27,,,,
