ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,sacks
1,1995,1995-09-24,4,23.133,NYJ,@,ATL,L 3-13,,
2,1995,1995-10-01,5,23.140,NYJ,,OAK,L 10-47,,
3,1995,1995-10-08,6,23.147,NYJ,@,BUF,L 10-29,,
4,1995,1995-10-15,7,23.154,NYJ,@,CAR,L 15-26,,
5,1995,1995-10-22,8,23.161,NYJ,,MIA,W 17-16,,
6,1995,1995-10-29,9,23.168,NYJ,@,IND,L 10-17,,
7,1995,1995-11-05,10,23.175,NYJ,,NWE,L 7-20,,
8,1995,1995-11-19,11,23.189,NYJ,,BUF,L 26-28,,
9,1995,1995-11-26,12,23.196,NYJ,@,SEA,W 16-10,,
10,1995,1995-12-03,13,23.203,NYJ,,STL,L 20-23,,
11,1995,1995-12-17,15,23.217,NYJ,@,HOU,L 6-23,,
12,1995,1995-12-24,16,23.224,NYJ,,NOR,L 0-12,,
13,1996,1996-09-01,1,24.110,NYJ,@,DEN,L 6-31,,
14,1996,1996-09-08,2,24.117,NYJ,,IND,L 7-21,,
15,1996,1996-09-15,3,24.124,NYJ,@,MIA,L 27-36,,
16,1996,1996-09-22,4,24.131,NYJ,,NYG,L 6-13,,
17,1996,1996-09-29,5,24.138,NYJ,@,WAS,L 16-31,,
18,1996,1996-10-06,6,24.145,NYJ,,OAK,L 13-34,,
19,1996,1996-10-13,7,24.152,NYJ,@,JAX,L 17-21,,1.0
20,1996,1996-10-20,8,24.159,NYJ,,BUF,L 22-25,,
21,1996,1996-10-27,9,24.166,NYJ,@,ARI,W 31-21,,
22,1996,1996-11-10,10,24.180,NYJ,,NWE,L 27-31,,1.0
23,1996,1996-11-17,11,24.187,NYJ,@,IND,L 29-34,,
24,1996,1996-11-24,12,24.194,NYJ,@,BUF,L 10-35,,
25,1996,1996-12-01,13,24.201,NYJ,,HOU,L 10-35,,
26,1996,1996-12-08,14,24.208,NYJ,@,NWE,L 10-34,,
27,1996,1996-12-14,15,24.214,NYJ,,PHI,L 20-21,,1.0
28,1996,1996-12-22,16,24.222,NYJ,,MIA,L 28-31,,
29,1997,1997-08-31,1,25.109,NYJ,@,SEA,W 41-3,,
30,1997,1997-09-07,2,25.116,NYJ,,BUF,L 22-28,,
31,1997,1997-09-14,3,25.123,NYJ,@,NWE,L 24-27,,
32,1997,1997-09-21,4,25.130,NYJ,,OAK,W 23-22,,
33,1997,1997-09-28,5,25.137,NYJ,@,CIN,W 31-14,,
34,1997,1997-10-05,6,25.144,NYJ,@,IND,W 16-12,,
35,1997,1997-10-12,7,25.151,NYJ,,MIA,L 20-31,,
36,1997,1997-10-19,8,25.158,NYJ,,NWE,W 24-19,,
37,1997,1997-11-02,9,25.172,TAM,@,IND,W 31-28,,
38,1997,1997-11-09,10,25.179,NYJ,@,MIA,L 17-24,,
39,1997,1997-11-16,11,25.186,NYJ,@,CHI,W 23-15,,
40,1997,1997-11-30,13,25.200,NYJ,@,BUF,L 10-20,,
41,1997,1997-12-07,14,25.207,NYJ,,IND,L 14-22,,
42,1997,1997-12-14,15,25.214,NYJ,,TAM,W 31-0,,
43,1997,1997-12-21,16,25.221,NYJ,@,DET,L 10-13,,
44,1998,1998-10-04,4,26.143,NYJ,,MIA,W 20-9,,1.0
45,1998,1998-11-22,11,26.192,NYJ,@,TEN,W 24-3,,1.0
46,1998,1998-11-29,12,26.199,NYJ,,CAR,W 48-21,,1.0
47,1998,1998-12-06,13,26.206,NYJ,,SEA,W 32-31,,1.0
48,1998,1998-12-19,15,26.219,NYJ,@,BUF,W 17-10,,1.0
49,1999,1999-09-12,1,27.121,NYJ,,NWE,L 28-30,,
50,1999,1999-09-19,2,27.128,NYJ,@,BUF,L 3-17,,
51,1999,1999-09-26,3,27.135,NYJ,,WAS,L 20-27,,
52,1999,1999-10-03,4,27.142,NYJ,@,DEN,W 21-13,,
