ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td
1,2015,2015-12-20,14,24.184,NWE,,TEN,W 33-16,,14,51,3.64,0
2,2015,2015-12-27,15,24.191,NWE,@,NYJ,L 20-26,,1,0,0.00,0
