ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs
1,2002,2002-10-06,4,25.261,IND,,CIN,W 28-21,
2,2002,2002-10-13,5,25.268,IND,,BAL,W 22-20,
3,2002,2002-10-27,7,25.282,IND,@,WAS,L 21-26,
4,2002,2002-11-03,8,25.289,IND,,TEN,L 15-23,
5,2002,2002-11-10,9,25.296,IND,@,PHI,W 35-13,
6,2002,2002-11-17,10,25.303,IND,,DAL,W 20-3,
7,2002,2002-11-24,11,25.310,IND,@,DEN,W 23-20,
8,2002,2002-12-01,12,25.317,IND,,HOU,W 19-3,
9,2002,2002-12-08,13,25.324,IND,@,TEN,L 17-27,
10,2002,2002-12-29,16,25.345,IND,,JAX,W 20-13,
11,2003,2003-11-30,12,26.316,SFO,@,BAL,L 6-44,
12,2003,2003-12-07,13,26.323,SFO,,ARI,W 50-14,
13,2004,2004-09-12,1,27.238,SFO,,ATL,L 19-21,
14,2004,2004-09-19,2,27.245,SFO,@,NOR,L 27-30,
15,2004,2004-09-26,3,27.252,SFO,@,SEA,L 0-34,
16,2004,2004-10-10,5,27.266,SFO,,ARI,W 31-28,
17,2004,2004-10-17,6,27.273,SFO,@,NYJ,L 14-22,
18,2004,2004-10-31,7,27.287,SFO,@,CHI,L 13-23,
19,2004,2004-11-07,8,27.294,SFO,,SEA,L 27-42,
20,2004,2004-11-14,9,27.301,SFO,,CAR,L 27-37,
21,2004,2004-11-21,10,27.308,SFO,@,TAM,L 3-35,
22,2004,2004-11-28,11,27.315,SFO,,MIA,L 17-24,
23,2004,2004-12-05,12,27.322,SFO,@,STL,L 6-16,
24,2004,2004-12-12,13,27.329,SFO,@,ARI,W 31-28,
25,2004,2004-12-18,14,27.335,SFO,,WAS,L 16-26,
26,2004,2004-12-26,15,27.343,SFO,,BUF,L 7-41,
27,2004,2005-01-02,16,27.350,SFO,@,NWE,L 7-21,
