ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,2015,2015-10-11,5,24.298,GNB,,STL,W 24-10,,0,0,0,,0,0.0%,,0,0,,0
2,2015,2015-10-18,6,24.305,GNB,,SDG,W 27-20,,0,0,0,,0,0.0%,,1,30,30.00,0
3,2015,2015-11-01,7,24.319,GNB,@,DEN,L 10-29,,0,0,0,,0,0.0%,,1,22,22.00,0
4,2015,2015-11-15,9,24.333,GNB,,DET,L 16-18,,7,4,57,14.25,0,57.1%,8.14,0,0,,0
5,2015,2015-12-03,12,24.351,GNB,@,DET,W 27-23,,3,1,16,16.00,0,33.3%,5.33,0,0,,0
6,2015,2015-12-13,13,24.361,GNB,,DAL,W 28-7,,1,0,0,,0,0.0%,0.00,0,0,,0
7,2015,2015-12-20,14,25.003,GNB,@,OAK,W 30-20,,3,3,33,11.00,0,100.0%,11.00,0,0,,0
8,2015,2015-12-27,15,25.010,GNB,@,ARI,L 8-38,,2,1,5,5.00,0,50.0%,2.50,0,0,,0
9,2015,2016-01-03,16,25.017,GNB,,MIN,L 13-20,,0,0,0,,0,0.0%,,0,0,,0
10,2016,2016-09-11,1,25.269,GNB,@,JAX,W 27-23,,1,1,8,8.00,0,100.0%,8.00,0,0,,0
11,2016,2016-09-18,2,25.276,GNB,@,MIN,L 14-17,,0,0,0,,0,0.0%,,0,0,,0
12,2016,2016-09-25,3,25.283,GNB,,DET,W 34-27,,0,0,0,,0,0.0%,,0,0,,0
13,2016,2016-10-09,4,25.297,GNB,,NYG,W 23-16,,0,0,0,,0,0.0%,,0,0,,0
14,2016,2016-10-16,5,25.304,GNB,,DAL,L 16-30,,1,0,0,,0,0.0%,0.00,0,0,,0
15,2017,2017-09-24,3,26.281,DET,,ATL,L 26-30,,0,0,0,,0,0.0%,,0,0,,0
16,2017,2017-10-01,4,26.288,DET,@,MIN,W 14-7,,0,0,0,,0,0.0%,,0,0,,0
17,2017,2017-10-08,5,26.295,DET,,CAR,L 24-27,,3,2,37,18.50,0,66.7%,12.33,0,0,,0
18,2017,2017-10-15,6,26.302,DET,@,NOR,L 38-52,,4,1,7,7.00,0,25.0%,1.75,0,0,,0
19,2017,2017-10-29,7,26.316,DET,,PIT,L 15-20,,0,0,0,,0,0.0%,,0,0,,0
20,2017,2017-11-06,8,26.324,DET,@,GNB,W 30-17,,0,0,0,,0,0.0%,,0,0,,0
21,2017,2017-11-12,9,26.330,DET,,CLE,W 38-24,,0,0,0,,0,0.0%,,0,0,,0
