ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,sacks
1,1993,1993-09-05,1,24.245,SFO,@,PIT,W 24-13,,
2,1993,1993-09-13,2,24.253,SFO,@,CLE,L 13-23,,
3,1993,1993-09-19,3,24.259,SFO,,ATL,W 37-30,,
4,1993,1993-09-26,4,24.266,SFO,@,NOR,L 13-16,,
5,1993,1993-10-03,5,24.273,SFO,,MIN,W 38-19,,
6,1993,1993-12-05,12,24.336,SFO,,CIN,W 21-8,,
7,1995,1995-09-17,3,26.257,GNB,,NYG,W 14-6,,
8,1995,1995-09-24,4,26.264,GNB,@,JAX,W 24-14,,
9,1995,1995-10-08,5,26.278,GNB,@,DAL,L 24-34,,
10,1995,1995-10-15,6,26.285,GNB,,DET,W 30-21,,
11,1995,1995-10-22,7,26.292,GNB,,MIN,W 38-21,,
12,1995,1995-10-29,8,26.299,GNB,@,DET,L 16-24,,
13,1995,1995-11-05,9,26.306,GNB,@,MIN,L 24-27,,
14,1995,1995-11-12,10,26.313,GNB,,CHI,W 35-28,,
15,1995,1995-11-19,11,26.320,GNB,@,CLE,W 31-20,,1.0
16,1995,1995-11-26,12,26.327,GNB,,TAM,W 35-13,,1.0
17,1995,1995-12-03,13,26.334,GNB,,CIN,W 24-10,,
18,1995,1995-12-10,14,26.341,GNB,@,TAM,L 10-13,,1.0
19,1995,1995-12-16,15,26.347,GNB,@,NOR,W 34-23,,
20,1995,1995-12-24,16,26.355,GNB,,PIT,W 24-19,,
21,1996,1996-09-22,4,27.263,SEA,@,TAM,W 17-13,,
22,1996,1996-09-29,5,27.270,SEA,,GNB,L 10-31,,
23,1996,1996-12-15,15,27.347,SEA,@,JAX,L 13-20,,
24,1997,1997-08-31,1,28.240,SEA,,NYJ,L 3-41,,
25,1997,1997-09-07,2,28.247,SEA,,DEN,L 14-35,,
26,1997,1997-09-14,3,28.254,SEA,@,IND,W 31-3,,
27,1997,1997-09-21,4,28.261,SEA,,SDG,W 26-22,,1.0
28,1997,1997-09-28,5,28.268,SEA,@,KAN,L 17-20,,
29,1997,1997-10-05,6,28.275,SEA,,TEN,W 16-13,,
30,1997,1997-10-19,7,28.289,SEA,@,STL,W 17-9,,
31,1997,1997-10-26,8,28.296,SEA,,OAK,W 45-34,,
32,1997,1997-11-02,9,28.303,SEA,@,DEN,L 27-30,,
33,1997,1997-11-09,10,28.310,SEA,@,SDG,W 37-31,,
34,1997,1997-11-16,11,28.317,SEA,@,NOR,L 17-20,,
35,1997,1997-11-23,12,28.324,SEA,,KAN,L 14-19,,
36,1997,1997-11-30,13,28.331,SEA,,ATL,L 17-24,,
37,1997,1997-12-07,14,28.338,SEA,@,BAL,L 24-31,,1.0
38,1997,1997-12-07,14,28.338,NYJ,,IND,L 14-22,,
39,1997,1997-12-14,15,28.345,SEA,@,OAK,W 22-21,,1.0
40,1997,1997-12-21,16,28.352,SEA,,SFO,W 38-9,,
41,1998,1998-09-06,1,29.246,SEA,@,PHI,W 38-0,,
42,1998,1998-09-13,2,29.253,SEA,,ARI,W 33-14,,1.0
43,1998,1998-09-20,3,29.260,SEA,,WAS,W 24-14,,
44,1998,1998-09-27,4,29.267,SEA,@,PIT,L 10-13,,
45,1998,1998-10-04,5,29.274,SEA,@,KAN,L 6-17,,
46,1998,1998-10-11,6,29.281,SEA,,DEN,L 16-21,,1.0
47,1998,1998-10-25,7,29.295,SEA,@,SDG,W 27-20,,
48,1998,1998-11-01,8,29.302,SEA,,OAK,L 18-31,,1.0
49,1998,1998-11-08,9,29.309,SEA,,KAN,W 24-12,,
50,1998,1998-11-15,10,29.316,SEA,@,OAK,L 17-20,,1.0
51,1998,1998-11-22,11,29.323,SEA,@,DAL,L 22-30,,
52,1998,1998-11-29,12,29.330,SEA,,TEN,W 20-18,,
53,1998,1998-12-06,13,29.337,SEA,@,NYJ,L 31-32,,
54,1998,1998-12-13,14,29.344,SEA,,SDG,W 38-17,,2.0
55,1998,1998-12-20,15,29.351,SEA,,IND,W 27-23,,
56,1998,1998-12-27,16,29.358,SEA,@,DEN,L 21-28,,
57,1999,1999-09-12,1,30.252,SEA,,DET,L 20-28,,
58,1999,1999-09-19,2,30.259,SEA,@,CHI,W 14-13,,
59,1999,1999-09-26,3,30.266,SEA,@,PIT,W 29-10,,
60,1999,1999-10-03,4,30.273,SEA,,OAK,W 22-21,,
61,1999,1999-10-17,5,30.287,SEA,@,SDG,L 10-13,,1.0
62,1999,1999-10-24,6,30.294,SEA,,BUF,W 26-16,,
63,1999,1999-11-01,7,30.302,SEA,@,GNB,W 27-7,,
64,1999,1999-11-07,8,30.308,SEA,,CIN,W 37-20,,
