ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1957,1957-09-29,1,22.138,PHI,@,RAM,L 13-17,15,54,3.60,1,1,6,6.00,0,0,0,,0,0,,,,,,,,,,,,,,,1,
2,1957,1957-10-05,2,22.144,PHI,,NYG,L 20-24,8,10,1.25,0,3,9,3.00,0,0,0,,0,0,,,,,,,,,,,,,,,0,
3,1957,1957-10-13,3,22.152,PHI,@,CLE,L 7-24,1,1,1.00,0,0,0,,0,0,0,,0,0,,,,,,,,,,,,,,,0,
4,1957,1957-10-20,4,22.159,PHI,,CLE,W 17-7,22,87,3.95,0,4,18,4.50,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,,,,,,,,,0,
5,1957,1957-10-27,5,22.166,PHI,@,PIT,L 0-6,17,70,4.12,0,0,0,,0,0,0,,0,0,,,,,,,,,,,,,,,0,
6,1957,1957-11-03,6,22.173,PHI,@,CRD,W 38-21,14,35,2.50,0,1,8,8.00,0,0,0,,0,0,,,,,,,,,,,,,,,0,
7,1957,1957-11-10,7,22.180,PHI,,DET,L 16-27,12,21,1.75,0,0,0,,0,0,0,,0,0,,,,,,,,,,,,,,,0,
8,1957,1957-11-17,8,22.187,PHI,@,NYG,L 0-13,12,66,5.50,0,0,0,,0,0,0,,0,0,,,,,,,,,,,,,,,0,
9,1957,1957-11-24,9,22.194,PHI,,WAS,W 21-12,7,13,1.86,0,2,25,12.50,0,0,0,,0,0,,,,,,,,,,,,,,,0,
10,1957,1957-12-01,10,22.201,PHI,,PIT,W 7-6,12,48,4.00,0,1,31,31.00,0,0,0,,0,0,,,,,,,,,,,,,,,0,
11,1957,1957-12-08,11,22.208,PHI,@,WAS,L 7-42,8,48,6.00,0,3,18,6.00,0,0,0,,0,0,,,,,,,,,,,,,,,0,
