ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1967,1967-09-17,1,22.132,MIN,,SFO,L 21-27,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,1,23,23.00,0,1,-2,-2.00,0,0,0
2,1967,1967-09-22,2,22.137,MIN,@,RAM,L 3-39,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,2,44,22.00,0,1,0,0.00,0,0,0
3,1967,1967-10-01,3,22.146,MIN,,CHI,L 7-17,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,1,7,7.00,0,3,11,3.67,0,0,0
4,1967,1967-10-08,4,22.153,MIN,,STL,L 24-34,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,6,177,29.50,0,2,1,0.50,0,0,0
5,1967,1967-10-15,5,22.160,MIN,@,GNB,W 10-7,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,1,11,11.00,0,0,0,,0,0,0
6,1967,1967-10-22,6,22.167,MIN,,BAL,T 20-20,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,1,18,18.00,0,0,0,,0,0,0
7,1967,1967-10-29,7,22.174,MIN,@,ATL,L 20-21,2,31,15.50,1,0,0,,0,0,0,,0,0,0,,0,0,,,2,26,13.00,0,3,-1,-0.33,0,1,6
8,1967,1967-11-05,8,22.181,MIN,,NYG,W 27-24,0,0,,0,1,20,20.00,0,0,0,,0,0,0,,0,0,,,1,22,22.00,0,3,77,25.67,0,0,0
9,1967,1967-11-19,10,22.195,MIN,@,CLE,L 10-14,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,2,41,20.50,0,4,1,0.25,0,0,0
10,1967,1967-11-26,11,22.202,MIN,@,PIT,W 41-27,3,51,17.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,1,24,24.00,0,3,5,1.67,0,0,0
11,1967,1967-12-03,12,22.209,MIN,,GNB,L 27-30,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,2,34,17.00,0,1,-13,-13.00,0,0,0
12,1967,1967-12-10,13,22.216,MIN,@,CHI,T 10-10,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,1,20,20.00,0,2,12,6.00,0,0,0
13,1967,1967-12-17,14,22.223,MIN,@,DET,L 3-14,1,26,26.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,1,46,46.00,0,2,10,5.00,0,0,0
14,1969,1969-09-28,2,24.143,MIN,,BAL,W 52-14,1,21,21.00,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6
15,1969,1969-10-12,4,24.157,MIN,@,CHI,W 31-0,1,13,13.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
16,1969,1969-10-19,5,24.164,MIN,@,STL,W 27-10,2,23,11.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
17,1969,1969-10-26,6,24.171,MIN,,DET,W 24-10,1,44,44.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
18,1969,1969-11-09,8,24.185,MIN,,CLE,W 51-3,3,43,14.33,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
19,1969,1969-11-23,10,24.199,MIN,,PIT,W 52-14,2,11,5.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,0,0.00,0,0,0
20,1969,1969-11-27,11,24.203,MIN,@,DET,W 27-0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,8,4.00,0,0,0
21,1969,1969-12-21,14,24.227,MIN,@,ATL,L 3-10,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,4,4.00,0,0,0
22,1970,1970-09-20,1,25.135,MIN,,KAN,W 27-10,3,19,6.33,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,19,19.00,0,0,0
23,1970,1970-09-27,2,25.142,MIN,,NOR,W 26-0,3,66,22.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,2,2.00,0,0,0
24,1970,1970-10-04,3,25.149,MIN,@,GNB,L 10-13,5,64,12.80,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,31,15.50,0,0,0
25,1970,1970-10-11,4,25.156,MIN,@,CHI,W 24-0,4,34,8.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,-6,-6.00,0,0,0
26,1970,1970-10-18,5,25.163,MIN,,DAL,W 54-13,2,29,14.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
27,1970,1970-10-26,6,25.171,MIN,,RAM,W 13-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,1970,1970-11-01,7,25.177,MIN,@,DET,W 30-17,2,21,10.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
29,1970,1970-11-08,8,25.184,MIN,@,WAS,W 19-10,1,15,15.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
30,1970,1970-11-15,9,25.191,MIN,,DET,W 24-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,1970,1970-11-22,10,25.198,MIN,,GNB,W 10-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,1970,1970-11-29,11,25.205,MIN,@,NYJ,L 10-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,1970,1970-12-05,12,25.211,MIN,,CHI,W 16-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,1970,1970-12-13,13,25.219,MIN,@,BOS,W 35-14,1,8,8.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
35,1970,1970-12-20,14,25.226,MIN,@,ATL,W 37-7,2,31,15.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
36,1971,1971-09-20,1,26.135,MIN,@,DET,W 16-13,7,126,18.00,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6
37,1971,1971-09-26,2,26.141,MIN,,CHI,L 17-20,5,91,18.20,2,0,0,,0,0,0,,0,0,0,,0,0,,,2,52,26.00,0,1,4,4.00,0,2,12
38,1971,1971-10-03,3,26.148,MIN,,BUF,W 19-0,1,16,16.00,0,1,25,25.00,0,0,0,,0,0,0,,0,0,,,1,0,0.00,0,1,0,0.00,0,0,0
39,1971,1971-10-10,4,26.155,MIN,@,PHI,W 13-0,2,18,9.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,4,40,10.00,0,0,0
40,1971,1971-10-17,5,26.162,MIN,@,GNB,W 24-13,7,101,14.43,1,0,0,,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0,,0,1,6
41,1971,1971-10-25,6,26.170,MIN,,BAL,W 10-3,0,0,,0,1,0,0.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
42,1971,1971-10-31,7,26.176,MIN,@,NYG,W 17-10,4,90,22.50,1,2,62,31.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6
43,1971,1971-11-07,8,26.183,MIN,,SFO,L 9-13,2,39,19.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
44,1971,1971-11-14,9,26.190,MIN,,GNB,W 3-0,2,25,12.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,0,0.00,0,0,0
45,1971,1971-11-21,10,26.197,MIN,@,NOR,W 23-10,3,36,12.00,0,1,28,28.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
46,1971,1971-11-28,11,26.204,MIN,,ATL,W 24-7,4,31,7.75,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
47,1971,1971-12-05,12,26.211,MIN,@,SDG,L 14-30,4,49,12.25,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
48,1971,1971-12-11,13,26.217,MIN,,DET,W 29-10,0,0,,0,1,12,12.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
49,1971,1971-12-19,14,26.225,MIN,@,CHI,W 27-10,4,69,17.25,2,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,2,12
50,1972,1972-09-17,1,27.132,NYG,@,DET,L 16-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,1972,1972-09-24,2,27.139,NYG,,DAL,L 14-23,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,-1,-1.00,0,0,0
52,1972,1972-10-02,3,27.147,NYG,@,PHI,W 27-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,1972,1972-10-08,4,27.153,NYG,,NOR,W 45-21,2,28,14.00,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,-3,-3.00,0,1,6
54,1972,1972-10-22,6,27.167,NYG,,STL,W 27-21,1,15,15.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
55,1972,1972-10-29,7,27.174,NYG,,WAS,L 16-23,2,24,12.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
56,1972,1972-11-05,8,27.181,NYG,,DEN,W 29-17,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,10,10.00,0,0,0
57,1972,1972-11-12,9,27.188,NYG,@,WAS,L 13-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,1972,1972-11-19,10,27.195,NYG,@,STL,W 13-7,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,0,0.00,0,0,0
59,1972,1972-11-26,11,27.202,NYG,,PHI,W 62-10,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,4,4.00,0,0,0
60,1972,1972-12-03,12,27.209,NYG,@,CIN,L 10-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,1972,1972-12-10,13,27.216,NYG,,MIA,L 13-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,1972,1972-12-17,14,27.223,NYG,@,DAL,W 23-3,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,0,0.00,0,0,0
63,1973,1973-09-16,1,28.131,NYG,,HOU,W 34-14,2,27,13.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
64,1973,1973-09-23,2,28.138,NYG,,PHI,T 23-23,2,22,11.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
65,1973,1973-09-30,3,28.145,NYG,@,CLE,L 10-12,3,24,8.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
66,1973,1973-10-07,4,28.152,NYG,,GNB,L 14-16,2,15,7.50,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6
67,1973,1973-10-14,5,28.159,NYG,,WAS,L 3-21,3,34,11.33,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
68,1973,1973-10-21,6,28.166,NYG,@,DAL,L 28-45,1,23,23.00,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6
