ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,def_int,def_int_yds,def_int_td
1,1988,1988-09-05,1,23.188,NYG,,WAS,W 27-20,0,0,,0,,,,,
2,1988,1988-09-11,2,23.194,NYG,,SFO,L 17-20,0,0,,0,,,,,
3,1988,1988-09-18,3,23.201,NYG,@,DAL,W 12-10,0,0,,0,,,,,
4,1988,1988-09-25,4,23.208,NYG,,RAM,L 31-45,2,36,18.00,0,0,0,0,0,0
5,1988,1988-10-02,5,23.215,NYG,@,WAS,W 24-23,1,26,26.00,0,0,0,0,0,0
6,1988,1988-10-10,6,23.223,NYG,@,PHI,L 13-24,0,0,,0,,,,,
7,1988,1988-10-16,7,23.229,NYG,,DET,W 30-10,0,0,,0,,,,,
8,1988,1988-10-23,8,23.236,NYG,@,ATL,W 23-16,0,0,,0,,,,,
9,1988,1988-10-30,9,23.243,NYG,@,DET,W 13-10,0,0,,0,0,0,1,13,0
10,1988,1988-11-06,10,23.250,NYG,,DAL,W 29-21,0,0,,0,,,,,
11,1988,1988-11-13,11,23.257,NYG,@,PHO,L 17-24,0,0,,0,0,0,1,39,0
12,1988,1988-11-20,12,23.264,NYG,,PHI,L 17-23,0,0,,0,,,,,
13,1988,1988-11-27,13,23.271,NYG,@,NOR,W 13-12,0,0,,0,0,0,1,0,0
14,1988,1988-12-04,14,23.278,NYG,,PHO,W 44-7,0,0,,0,0,0,1,18,0
15,1988,1988-12-11,15,23.285,NYG,,KAN,W 28-12,0,0,,0,,,,,
16,1988,1988-12-18,16,23.292,NYG,@,NYJ,L 21-27,0,0,,0,,,,,
17,1989,1989-09-11,1,24.194,NYG,@,WAS,W 27-24,0,0,,0,0,0,1,18,0
18,1989,1989-09-17,2,24.200,NYG,,DET,W 24-14,,,,,,,,,
19,1989,1989-09-24,3,24.207,NYG,,PHO,W 35-7,,,,,,,,,
20,1989,1989-10-01,4,24.214,NYG,@,DAL,W 30-13,,,,,,,,,
21,1989,1989-10-08,5,24.221,NYG,@,PHI,L 19-21,,,,,,,,,
22,1989,1989-10-15,6,24.228,NYG,,WAS,W 20-17,,,,,,,,,
23,1989,1989-10-22,7,24.235,NYG,@,SDG,W 20-13,0,0,,0,0,0,1,0,0
24,1989,1989-10-30,8,24.243,NYG,,MIN,W 24-14,,,,,,,,,
25,1989,1989-11-05,9,24.249,NYG,@,PHO,W 20-13,,,,,,,,,
26,1989,1989-11-12,10,24.256,NYG,@,RAM,L 10-31,,,,,,,,,
27,1989,1989-11-19,11,24.263,NYG,,SEA,W 15-3,,,,,,,,,
28,1989,1989-11-27,12,24.271,NYG,@,SFO,L 24-34,,,,,,,,,
29,1989,1989-12-03,13,24.277,NYG,,PHI,L 17-24,,,,,,,,,
30,1989,1989-12-10,14,24.284,NYG,@,DEN,W 14-7,,,,,,,,,
31,1989,1989-12-16,15,24.290,NYG,,DAL,W 15-0,,,,,,,,,
32,1989,1989-12-24,16,24.298,NYG,,RAI,W 34-17,,,,,,,,,
33,1990,1990-12-16,14,25.290,DET,,CHI,W 38-21,,,,,,,,,
34,1990,1990-12-22,15,25.296,DET,@,GNB,W 24-17,,,,,,,,,
35,1990,1990-12-30,16,25.304,DET,@,SEA,L 10-30,,,,,,,,,
36,1991,1991-09-01,1,26.184,DET,@,WAS,L 0-45,,,,,,,,,
37,1991,1991-09-08,2,26.191,DET,,GNB,W 23-14,,,,,,,,,
38,1991,1991-09-15,3,26.198,DET,,MIA,W 17-13,,,,,,,,,
39,1991,1991-09-22,4,26.205,DET,@,IND,W 33-24,,,,,,,,,
40,1991,1991-09-29,5,26.212,DET,,TAM,W 31-3,,,,,,,,,
41,1991,1991-10-06,6,26.219,DET,,MIN,W 24-20,,,,,,,,,
42,1991,1991-10-20,7,26.233,DET,@,SFO,L 3-35,,,,,,,,,
43,1991,1991-10-27,8,26.240,DET,,DAL,W 34-10,,,,,,,,,
44,1991,1991-11-03,9,26.247,DET,@,CHI,L 10-20,,,,,,,,,
45,1991,1991-11-10,10,26.254,DET,@,TAM,L 21-30,,,,,,,,,
46,1991,1991-11-17,11,26.261,DET,,RAM,W 21-10,,,,,,,,,
47,1991,1991-11-24,12,26.268,DET,@,MIN,W 34-14,,,,,,,,,
48,1991,1991-11-28,13,26.272,DET,,CHI,W 16-6,,,,,,,,,
49,1991,1991-12-08,14,26.282,DET,,NYJ,W 34-20,,,,,,,,,
50,1991,1991-12-15,15,26.289,DET,@,GNB,W 21-17,,,,,,,,,
51,1991,1991-12-22,16,26.296,DET,@,BUF,W 17-14,0,0,,0,1,6,1,18,1
