ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,2010,2010-10-10,5,23.195,OAK,,SDG,W 35-27,,0,0,0,,0,0.0%,,0,0,,0,1,46,46.00,0,0,0
2,2010,2010-10-17,6,23.202,OAK,@,SFO,L 9-17,,0,0,0,,0,0.0%,,0,0,,0,4,25,6.25,0,0,0
3,2010,2010-10-24,7,23.209,OAK,@,DEN,W 59-14,,1,1,32,32.00,0,100.0%,32.00,0,0,,0,6,47,7.83,0,0,0
4,2010,2010-10-31,8,23.216,OAK,,SEA,W 33-3,,1,0,0,,0,0.0%,0.00,0,0,,0,6,29,4.83,0,0,0
5,2010,2010-11-07,9,23.223,OAK,,KAN,W 23-20,,0,0,0,,0,0.0%,,0,0,,0,6,30,5.00,0,0,0
6,2010,2010-11-21,10,23.237,OAK,@,PIT,L 3-35,,2,2,8,4.00,0,100.0%,4.00,1,10,10.00,0,4,17,4.25,0,0,0
7,2010,2010-12-19,14,23.265,OAK,,DEN,W 39-23,,0,0,0,,0,0.0%,,1,27,27.00,0,5,47,9.40,0,0,0
8,2010,2010-12-26,15,23.272,OAK,,IND,L 26-31,,0,0,0,,0,0.0%,,0,0,,0,1,12,12.00,0,0,0
9,2010,2011-01-02,16,23.279,OAK,@,KAN,W 31-10,,0,0,0,,0,0.0%,,0,0,,0,2,4,2.00,0,0,0
10,2011,2011-09-12,1,24.167,OAK,@,DEN,W 23-20,,,,,,,0.0%,,,,,,,,,,,
11,2011,2011-09-18,2,24.173,OAK,@,BUF,L 35-38,,0,0,0,,0,0.0%,,4,61,15.25,0,2,19,9.50,0,0,0
12,2011,2011-11-27,11,24.243,STL,,ARI,L 20-23,,0,0,0,,0,0.0%,,0,0,,0,2,89,44.50,1,0,6
13,2011,2011-12-04,12,24.250,STL,@,SFO,L 0-26,,1,1,8,8.00,0,100.0%,8.00,2,43,21.50,0,0,0,,0,0,0
14,2011,2011-12-12,13,24.258,STL,@,SEA,L 13-30,,0,0,0,,0,0.0%,,0,0,,0,1,1,1.00,0,0,0
15,2011,2011-12-18,14,24.264,STL,,CIN,L 13-20,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
16,2011,2011-12-24,15,24.270,STL,@,PIT,L 0-27,,0,0,0,,0,0.0%,,0,0,,0,3,31,10.33,0,0,0
17,2011,2012-01-01,16,24.278,STL,,SFO,L 27-34,,0,0,0,,0,0.0%,,0,0,,0,2,7,3.50,0,0,0
