ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,sacks,def_int,def_int_yds,def_int_td
1,1976,1976-09-12,1,22.108,RAM,@,ATL,W 30-14,,,,,,,,,,
2,1976,1976-09-19,2,22.115,RAM,@,MIN,T 10-10,,,,,,,,,,
3,1976,1976-09-26,3,22.122,RAM,,NYG,W 24-10,,,,,,,,,,
4,1976,1976-10-03,4,22.129,RAM,@,MIA,W 31-28,,,,,,,,,,
5,1976,1976-10-11,5,22.137,RAM,,SFO,L 0-16,,,,,,,,,,
6,1976,1976-10-17,6,22.143,RAM,,CHI,W 20-12,,,,,,,,,,
7,1976,1976-10-24,7,22.150,RAM,@,NOR,W 16-10,,,,,,,,,,
8,1976,1976-10-31,8,22.157,RAM,,SEA,W 45-6,,,,,,,,,,
9,1976,1976-11-08,9,22.165,RAM,@,CIN,L 12-20,,,,,,,,,,
10,1976,1976-11-14,10,22.171,RAM,,STL,L 28-30,,,,,,,,,,
11,1976,1976-11-21,11,22.178,RAM,@,SFO,W 23-3,,,,,,,,,,
12,1976,1976-11-28,12,22.185,RAM,,NOR,W 33-14,,,,,,,,,,
13,1976,1976-12-04,13,22.191,RAM,,ATL,W 59-0,,,,,,,,,,
14,1976,1976-12-11,14,22.198,RAM,@,DET,W 20-17,,,,,,,,,,
15,1977,1977-09-18,1,23.114,RAM,@,ATL,L 6-17,,,,,,,,,,
16,1977,1977-09-25,2,23.121,RAM,,PHI,W 20-0,,,,,,,,,,
17,1977,1977-10-02,3,23.128,RAM,,SFO,W 34-14,,,,,,,,,,
18,1977,1977-10-10,4,23.136,RAM,@,CHI,L 23-24,,,,,,,,,,
19,1977,1977-10-16,5,23.142,RAM,,NOR,W 14-7,,,,,,,,,,
20,1977,1977-10-24,6,23.150,RAM,,MIN,W 35-3,,,,,,,,,,
21,1977,1977-10-30,7,23.156,RAM,@,NOR,L 26-27,,,,,,,,,,
22,1977,1977-11-06,8,23.163,RAM,,TAM,W 31-0,,,,,,,,,,
23,1977,1977-11-13,9,23.170,RAM,@,GNB,W 24-6,,,,,,,,,,
24,1977,1977-11-20,10,23.177,RAM,@,SFO,W 23-10,,,,,,,,,,
25,1977,1977-11-27,11,23.184,RAM,@,CLE,W 9-0,,,,,,,,,,
26,1977,1977-12-04,12,23.191,RAM,,OAK,W 20-14,1,8,8.00,0,0,0,0.0,0,0,0
27,1977,1977-12-11,13,23.198,RAM,,ATL,W 23-7,,,,,,,,,,
28,1977,1977-12-17,14,23.204,RAM,@,WAS,L 14-17,,,,,,,,,,
29,1978,1978-09-03,1,24.099,RAM,@,PHI,W 16-14,,,,,,,,,,
30,1978,1978-09-10,2,24.106,RAM,,ATL,W 10-0,,,,,,,,,,
31,1978,1978-09-17,3,24.113,RAM,,DAL,W 27-14,,,,,,,,,,
32,1978,1978-09-24,4,24.120,RAM,@,HOU,W 10-6,,,,,,,,,,
33,1978,1978-10-01,5,24.127,RAM,@,NOR,W 26-20,,,,,,,,,,
34,1978,1978-10-08,6,24.134,RAM,,SFO,W 27-10,,,,,,,,,,
35,1978,1978-10-15,7,24.141,RAM,@,MIN,W 34-17,,,,,,,,,,
36,1978,1978-10-22,8,24.148,RAM,,NOR,L 3-10,,,,,,,,,,
37,1978,1978-10-30,9,24.156,RAM,@,ATL,L 7-15,,,,,,,,,,
38,1978,1978-11-05,10,24.162,RAM,,TAM,W 26-23,,,,,,,,,,
39,1978,1978-11-12,11,24.169,RAM,,PIT,W 10-7,,,,,,,,,,
40,1978,1978-11-19,12,24.176,RAM,@,SFO,W 31-28,,,,,,,,,,
41,1978,1978-11-26,13,24.183,RAM,@,CLE,L 19-30,,,,,,,,,,
42,1978,1978-12-03,14,24.190,RAM,@,NYG,W 20-17,,,,,,,,,,
43,1978,1978-12-11,15,24.198,RAM,,CIN,L 19-20,,,,,,,,,,
44,1978,1978-12-17,16,24.204,RAM,,GNB,W 31-14,,,,,,,,,,
45,1980,1980-09-07,1,26.103,RAM,,DET,L 20-41,,,,,,,,,,
46,1980,1980-09-11,2,26.107,RAM,@,TAM,L 9-10,,,,,,,,,,
47,1980,1980-09-21,3,26.117,RAM,,GNB,W 51-21,,,,,,,,,,
48,1980,1980-09-28,4,26.124,RAM,@,NYG,W 28-7,,,,,,,,,,
49,1980,1980-10-05,5,26.131,RAM,,SFO,W 48-26,,,,,,,,,,
50,1980,1980-10-12,6,26.138,RAM,@,STL,W 21-13,,,,,,,,,,
51,1980,1980-10-19,7,26.145,RAM,@,SFO,W 31-17,,,,,,,,,,
52,1980,1980-10-26,8,26.152,RAM,@,ATL,L 10-13,,,,,,,,,,
53,1980,1980-11-02,9,26.159,RAM,,NOR,W 45-31,,,,,,,,,,
54,1980,1980-11-09,10,26.166,RAM,,MIA,L 14-35,,,,,,,,,,
55,1980,1980-11-16,11,26.173,RAM,@,NWE,W 17-14,,,,,,,,,,
56,1980,1980-11-24,12,26.181,RAM,@,NOR,W 27-7,,,,,,,,,,
57,1980,1980-11-30,13,26.187,RAM,,NYJ,W 38-13,,,,,,,,,,
58,1980,1980-12-07,14,26.194,RAM,@,BUF,L 7-10,,,,,,,,,,
59,1980,1980-12-15,15,26.202,RAM,,DAL,W 38-14,,,,,,,,,,
60,1981,1981-09-06,1,27.102,RAM,,HOU,L 20-27,,,,,,,,,,
61,1981,1981-09-13,2,27.109,RAM,@,NOR,L 17-23,,,,,,,,,,
62,1981,1981-09-20,3,27.116,RAM,,GNB,W 35-23,,,,,,,,,,
63,1981,1981-09-28,4,27.124,RAM,@,CHI,W 24-7,,,,,,,,,,
64,1981,1981-10-04,5,27.130,RAM,,CLE,W 27-16,,,,,,,,,,
65,1981,1981-10-11,6,27.137,RAM,@,ATL,W 37-35,,,,,,,,,,
66,1981,1981-10-18,7,27.144,RAM,@,DAL,L 17-29,,,,,,,,,,
67,1981,1981-10-25,8,27.151,RAM,@,SFO,L 17-20,,,,,,,,,,
68,1981,1981-11-01,9,27.158,RAM,,DET,W 20-13,,,,,,,,,,
69,1981,1981-11-08,10,27.165,RAM,,NOR,L 13-21,,,,,,,,,,
70,1981,1981-11-15,11,27.172,RAM,@,CIN,L 10-24,,,,,,,,,,
71,1981,1981-11-22,12,27.179,RAM,,SFO,L 31-33,,,,,,,,,,
72,1981,1981-11-29,13,27.186,RAM,@,PIT,L 0-24,,,,,,,,,,
73,1981,1981-12-06,14,27.193,RAM,@,NYG,L 7-10,,,,,,,,,,
74,1981,1981-12-14,15,27.201,RAM,,ATL,W 21-16,,,,,,,,,,
75,1981,1981-12-20,16,27.207,RAM,,WAS,L 7-30,,,,,,,,,,
76,1982,1982-09-12,1,28.108,RAM,@,GNB,L 23-35,0,0,,0,0,0,0.0,1,9,0
77,1982,1982-09-19,2,28.115,RAM,,DET,L 14-19,,,,,,,,,,
78,1982,1982-11-21,3,28.178,RAM,@,ATL,L 17-34,,,,,,,,,,
79,1983,1983-09-04,1,29.100,RAM,@,NYG,W 16-6,,,,,,,,,,
80,1983,1983-09-11,2,29.107,RAM,,NOR,W 30-27,,,,,,,,,,
81,1983,1983-09-18,3,29.114,RAM,@,GNB,L 24-27,,,,,,,,,,
82,1983,1983-09-25,4,29.121,RAM,@,NYJ,L 24-27,,,,,,,,,,
83,1983,1983-10-02,5,29.128,RAM,,DET,W 21-10,,,,,,,,,,
84,1983,1983-10-09,6,29.135,RAM,@,SFO,W 10-7,,,,,,,,,,
85,1983,1983-10-16,7,29.142,RAM,,ATL,W 27-21,,,,,,,,,,
86,1983,1983-10-23,8,29.149,RAM,,SFO,L 35-45,,,,,,,,,,
87,1983,1983-10-30,9,29.156,RAM,@,MIA,L 14-30,,,,,,,,,,
88,1983,1983-11-06,10,29.163,RAM,,CHI,W 21-14,,,,,,,,,,
89,1983,1983-11-14,11,29.171,RAM,@,ATL,W 36-13,,,,,,,,,,
90,1983,1983-11-20,12,29.177,RAM,,WAS,L 20-42,,,,,,,,,,
91,1983,1983-11-27,13,29.184,RAM,,BUF,W 41-17,0,0,,0,0,0,0.0,1,1,0
92,1983,1983-12-04,14,29.191,RAM,@,PHI,L 9-13,,,,,,,,,,
93,1983,1983-12-11,15,29.198,RAM,,NWE,L 7-21,,,,,,,,,,
94,1983,1983-12-18,16,29.205,RAM,@,NOR,W 26-24,,,,,,,,,,
95,1984,1984-09-03,1,30.099,RAM,,DAL,L 13-20,,,,,,,,,,
96,1984,1984-09-09,2,30.105,RAM,,CLE,W 20-17,,,,,,,,,,
97,1984,1984-09-16,3,30.112,RAM,@,PIT,L 14-24,,,,,,,,,,
98,1984,1984-09-23,4,30.119,RAM,@,CIN,W 24-14,,,,,,,,,,
99,1984,1984-09-30,5,30.126,RAM,,NYG,W 33-12,0,0,,0,0,0,1.0,0,0,0
100,1984,1984-10-07,6,30.133,RAM,,ATL,L 28-30,,,,,,,,,,
101,1984,1984-10-14,7,30.140,RAM,@,NOR,W 28-10,,,,,,,,,,
102,1984,1984-10-22,8,30.148,RAM,@,ATL,W 24-10,,,,,,,,,,
103,1984,1984-10-28,9,30.154,RAM,,SFO,L 0-33,,,,,,,,,,
104,1984,1984-11-04,10,30.161,RAM,@,STL,W 16-13,,,,,,,,,,
105,1984,1984-11-11,11,30.168,RAM,,CHI,W 29-13,,,,,,,,,,
106,1984,1984-11-18,12,30.175,RAM,@,GNB,L 6-31,,,,,,,,,,
107,1984,1984-11-25,13,30.182,RAM,@,TAM,W 34-33,,,,,,,,,,
108,1984,1984-12-02,14,30.189,RAM,,NOR,W 34-21,,,,,,,,,,
109,1984,1984-12-09,15,30.196,RAM,,HOU,W 27-16,,,,,,,,,,
110,1984,1984-12-14,16,30.201,RAM,@,SFO,L 16-19,,,,,,,,,,
111,1985,1985-09-08,1,31.104,RAM,,DEN,W 20-16,,,,,,,,,,
112,1985,1985-09-15,2,31.111,RAM,@,PHI,W 17-6,0,0,,0,0,0,0.0,1,22,0
113,1985,1985-09-23,3,31.119,RAM,@,SEA,W 35-24,,,,,,,,,,
114,1985,1985-09-29,4,31.125,RAM,,ATL,W 17-6,,,,,,,,,,
115,1985,1985-10-06,5,31.132,RAM,,MIN,W 13-10,,,,,,,,,,
116,1985,1985-10-13,6,31.139,RAM,@,TAM,W 31-27,0,0,,0,1,6,0.0,1,33,1
117,1985,1985-10-20,7,31.146,RAM,@,KAN,W 16-0,,,,,,,,,,
118,1985,1985-10-27,8,31.153,RAM,,SFO,L 14-28,,,,,,,,,,
119,1985,1985-11-03,9,31.160,RAM,,NOR,W 28-10,,,,,,,,,,
120,1985,1985-11-10,10,31.167,RAM,@,NYG,L 19-24,,,,,,,,,,
121,1985,1985-11-17,11,31.174,RAM,@,ATL,L 14-30,,,,,,,,,,
122,1985,1985-11-24,12,31.181,RAM,,GNB,W 34-17,,,,,,,,,,
123,1985,1985-12-01,13,31.188,RAM,@,NOR,L 3-29,,,,,,,,,,
124,1985,1985-12-09,14,31.196,RAM,@,SFO,W 27-20,,,,,,,,,,
125,1985,1985-12-15,15,31.202,RAM,,STL,W 46-14,,,,,,,,,,
126,1985,1985-12-23,16,31.210,RAM,,RAI,L 6-16,,,,,,,,,,
127,1986,1986-09-07,1,32.103,RAM,@,STL,W 16-10,,,,,,,,,,
128,1986,1986-09-14,2,32.110,RAM,,SFO,W 16-13,,,,,,,,,,
129,1986,1986-09-21,3,32.117,RAM,@,IND,W 24-7,,,,,,,,,,
130,1986,1986-10-19,7,32.145,RAM,,DET,W 14-10,,,,,,,,,,
131,1986,1986-10-26,8,32.152,RAM,,ATL,W 14-7,0,0,,0,0,0,1.0,0,0,0
