ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring,sacks,tackles_solo,tackles_assists,punt,punt_yds,punt_yds_per_punt,punt_blocked
36,2011,2011-10-02,4,25.013,KAN,,MIN,W 22-17,,1,1,100.0,5,5,100.0,0,16,0.0,0,0,0,0,,0
37,2011,2011-10-09,5,25.020,KAN,@,IND,W 28-24,,4,4,100.0,,,,0,4,0.0,0,0,0,0,,0
38,2011,2011-10-23,6,25.034,KAN,@,OAK,W 28-0,,4,4,100.0,,,,0,4,0.0,0,0,0,0,,0
39,2011,2011-10-31,7,25.042,KAN,,SDG,W 23-20,,2,2,100.0,3,3,100.0,0,11,0.0,0,0,0,0,,0
40,2011,2011-11-06,8,25.048,KAN,,MIA,L 3-31,,,,,1,1,100.0,0,3,0.0,0,0,0,0,,0
41,2011,2011-11-13,9,25.055,KAN,,DEN,L 10-17,,1,1,100.0,1,1,100.0,0,4,0.0,0,0,0,0,,0
42,2011,2011-11-21,10,25.063,KAN,@,NWE,L 3-34,,,,,1,1,100.0,0,3,0.0,0,0,0,0,,0
43,2011,2011-11-27,11,25.069,KAN,,PIT,L 9-13,,,,,3,3,100.0,0,9,0.0,0,0,0,0,,0
44,2011,2011-12-04,12,25.076,KAN,@,CHI,W 10-3,,1,1,100.0,1,1,100.0,0,4,0.0,0,0,0,0,,0
45,2011,2011-12-11,13,25.083,KAN,@,NYJ,L 10-37,,1,1,100.0,1,1,100.0,0,4,0.0,0,0,0,0,,0
46,2011,2011-12-18,14,25.090,KAN,,GNB,W 19-14,,1,1,100.0,4,4,100.0,0,13,0.0,0,0,0,0,,0
47,2011,2011-12-24,15,25.096,KAN,,OAK,L 13-16,,1,1,100.0,2,4,50.0,0,7,0.0,0,0,0,0,,0
48,2011,2012-01-01,16,25.104,KAN,@,DEN,W 7-3,,1,1,100.0,,1,0.0,0,1,0.0,0,0,0,0,,0
49,2012,2012-09-09,1,25.356,KAN,,ATL,L 24-40,,3,3,100.0,1,2,50.0,0,6,0.0,0,0,0,0,,0
50,2012,2012-09-16,2,25.363,KAN,@,BUF,L 17-35,,2,2,100.0,1,1,100.0,0,5,0.0,0,0,0,0,,0
51,2012,2012-09-23,3,26.004,KAN,@,NOR,W 27-24,,1,1,100.0,6,6,100.0,0,19,0.0,0,0,0,0,,0
52,2012,2012-09-30,4,26.011,KAN,,SDG,L 20-37,,2,2,100.0,,,,0,2,0.0,0,0,0,0,,0
53,2012,2012-10-07,5,26.018,KAN,,BAL,L 6-9,,,,,2,2,100.0,0,6,0.0,0,0,0,0,,0
54,2012,2012-10-14,6,26.025,KAN,@,TAM,L 10-38,,1,1,100.0,1,1,100.0,0,4,0.0,0,0,0,0,,0
55,2012,2012-10-28,7,26.039,KAN,,OAK,L 16-26,,1,1,100.0,3,3,100.0,0,10,0.0,0,0,0,0,,0
56,2012,2012-11-01,8,26.043,KAN,@,SDG,L 13-31,,1,1,100.0,2,3,66.7,0,7,0.0,0,0,0,0,,0
57,2012,2012-11-12,9,26.054,KAN,@,PIT,L 13-16,,1,1,100.0,2,3,66.7,0,7,0.0,0,0,0,0,,0
58,2012,2012-11-18,10,26.060,KAN,,CIN,L 6-28,,,,,2,2,100.0,0,6,0.0,0,0,0,0,,0
59,2012,2012-11-25,11,26.067,KAN,,DEN,L 9-17,,,,,3,3,100.0,0,9,0.0,0,0,0,0,,0
60,2012,2012-12-02,12,26.074,KAN,,CAR,W 27-21,,3,3,100.0,2,2,100.0,0,9,0.0,0,0,0,0,,0
61,2012,2012-12-09,13,26.081,KAN,@,CLE,L 7-30,,1,1,100.0,,1,0.0,0,1,0.0,0,0,0,0,,0
62,2012,2012-12-16,14,26.088,KAN,@,OAK,L 0-15,,,,,,,,,,,,,,,,
63,2012,2012-12-23,15,26.095,KAN,,IND,L 13-20,,1,1,100.0,2,3,66.7,0,7,0.0,0,0,0,0,,0
64,2012,2012-12-30,16,26.102,KAN,@,DEN,L 3-38,,,,,1,2,50.0,0,3,0.0,0,0,0,0,,0
65,2013,2013-09-08,1,26.354,KAN,@,JAX,W 28-2,,4,4,100.0,,,,0,4,0.0,0,0,0,0,,0
66,2013,2013-09-15,2,26.361,KAN,,DAL,W 17-16,,2,2,100.0,1,2,50.0,0,5,0.0,0,0,0,0,,0
67,2013,2013-09-19,3,27.000,KAN,@,PHI,W 26-16,,2,2,100.0,4,5,80.0,0,14,0.0,0,0,0,0,,0
68,2013,2013-09-29,4,27.010,KAN,,NYG,W 31-7,,4,4,100.0,1,1,100.0,0,7,0.0,0,0,0,0,,0
69,2013,2013-10-06,5,27.017,KAN,@,TEN,W 26-17,,2,2,100.0,4,4,100.0,0,14,0.0,0,0,0,0,,0
70,2013,2013-10-13,6,27.024,KAN,,OAK,W 24-7,,3,3,100.0,1,1,100.0,0,6,0.0,0,0,0,0,,0
71,2013,2013-10-20,7,27.031,KAN,,HOU,W 17-16,,2,2,100.0,1,1,100.0,0,5,0.0,0,0,0,0,,0
72,2013,2013-10-27,8,27.038,KAN,,CLE,W 23-17,,2,2,100.0,3,4,75.0,0,11,0.0,1,0,0,0,,0
73,2013,2013-11-03,9,27.045,KAN,@,BUF,W 23-13,,2,2,100.0,3,3,100.0,0,11,0.0,0,0,0,0,,0
74,2013,2013-11-17,10,27.059,KAN,@,DEN,L 17-27,,2,2,100.0,1,1,100.0,0,5,0.0,0,0,0,0,,0
75,2013,2013-11-24,11,27.066,KAN,,SDG,L 38-41,,5,5,100.0,1,1,100.0,0,8,0.0,0,0,0,0,,0
76,2013,2013-12-01,12,27.073,KAN,,DEN,L 28-35,,4,4,100.0,,,,0,4,0.0,0,0,0,0,,0
77,2013,2013-12-08,13,27.080,KAN,@,WAS,W 45-10,,6,6,100.0,1,2,50.0,0,9,0.0,0,0,1,29,29.00,0
78,2013,2013-12-15,14,27.087,KAN,@,OAK,W 56-31,,8,8,100.0,,,,0,8,0.0,0,0,0,0,,0
79,2013,2013-12-22,15,27.094,KAN,,IND,L 7-23,,1,1,100.0,,1,0.0,0,1,0.0,0,0,0,0,,0
80,2013,2013-12-29,16,27.101,KAN,@,SDG,L 24-27,,3,3,100.0,1,2,50.0,0,6,0.0,0,0,0,0,,0
81,2014,2014-09-07,1,27.353,TEN,@,KAN,W 26-10,,2,2,100.0,4,4,100.0,0,14,0.0,0,0,0,0,,0
82,2014,2014-09-14,2,27.360,TEN,,DAL,L 10-26,,1,1,100.0,1,1,100.0,0,4,0.0,0,0,0,0,,0
83,2014,2014-09-21,3,28.002,TEN,@,CIN,L 7-33,,1,1,100.0,,2,0.0,0,1,0.0,0,0,0,0,,0
84,2014,2014-09-28,4,28.009,TEN,@,IND,L 17-41,,2,2,100.0,1,1,100.0,0,5,0.0,0,0,0,0,,0
85,2014,2014-10-05,5,28.016,TEN,,CLE,L 28-29,,4,4,100.0,,,,0,4,0.0,0,0,0,0,,0
86,2014,2014-10-12,6,28.023,TEN,,JAX,W 16-14,,1,1,100.0,3,3,100.0,0,10,0.0,0,0,0,0,,0
87,2014,2014-10-19,7,28.030,TEN,@,WAS,L 17-19,,2,2,100.0,1,1,100.0,0,5,0.0,0,0,0,0,,0
88,2014,2014-10-26,8,28.037,TEN,,HOU,L 16-30,,1,1,100.0,1,1,100.0,0,4,0.0,0,0,0,0,,0
89,2014,2014-11-09,9,28.051,TEN,@,BAL,L 7-21,,1,1,100.0,,,,0,1,0.0,0,0,0,0,,0
90,2014,2014-11-17,10,28.059,TEN,,PIT,L 24-27,,3,3,100.0,1,1,100.0,0,6,0.0,1,0,0,0,,0
91,2014,2014-11-23,11,28.065,TEN,@,PHI,L 24-43,,3,3,100.0,1,1,100.0,0,6,0.0,0,0,0,0,,0
92,2014,2014-11-30,12,28.072,TEN,@,HOU,L 21-45,,3,3,100.0,,,,0,3,0.0,0,0,0,0,,0
93,2014,2014-12-07,13,28.079,TEN,,NYG,L 7-36,,1,1,100.0,,1,0.0,0,1,0.0,0,0,0,0,,0
94,2014,2014-12-14,14,28.086,TEN,,NYJ,L 11-16,,,,,3,3,100.0,0,9,0.0,0,0,0,0,,0
95,2014,2014-12-18,15,28.090,TEN,@,JAX,L 13-21,,1,1,100.0,2,2,100.0,0,7,0.0,0,0,0,0,,0
96,2014,2014-12-28,16,28.100,TEN,,IND,L 10-27,,1,1,100.0,1,1,100.0,0,4,0.0,0,0,0,0,,0
97,2015,2015-09-13,1,28.359,TEN,@,TAM,W 42-14,,6,6,100.0,,,,0,6,0.0,0,0,0,0,,0
98,2015,2015-09-20,2,29.001,TEN,@,CLE,L 14-28,,2,2,100.0,,,,0,2,0.0,0,0,0,0,,0
99,2015,2015-09-27,3,29.008,TEN,,IND,L 33-35,,3,3,100.0,2,2,100.0,0,9,0.0,0,0,0,0,,0
100,2015,2015-10-11,4,29.022,TEN,,BUF,L 13-14,,1,1,100.0,2,2,100.0,0,7,0.0,0,0,0,0,,0
101,2015,2015-10-18,5,29.029,TEN,,MIA,L 10-38,,1,1,100.0,1,1,100.0,0,4,0.0,0,0,0,0,,0
102,2015,2015-10-25,6,29.036,TEN,,ATL,L 7-10,,1,1,100.0,,,,0,1,0.0,0,0,0,0,,0
103,2015,2015-11-01,7,29.043,TEN,@,HOU,L 6-20,,,,,2,2,100.0,0,6,0.0,0,0,0,0,,0
104,2015,2015-11-08,8,29.050,TEN,@,NOR,W 34-28,,2,2,100.0,2,3,66.7,0,8,0.0,0,0,0,0,,0
105,2015,2015-11-15,9,29.057,TEN,,CAR,L 10-27,,1,1,100.0,1,1,100.0,0,4,0.0,0,0,0,0,,0
106,2015,2015-11-19,10,29.061,TEN,@,JAX,L 13-19,,1,1,100.0,2,3,66.7,0,7,0.0,0,0,0,0,,0
107,2015,2015-11-29,11,29.071,TEN,,OAK,L 21-24,,1,2,50.0,,,,0,1,0.0,0,0,0,0,,0
108,2015,2015-12-06,12,29.078,TEN,,JAX,W 42-39,,6,6,100.0,,,,0,6,0.0,0,0,0,0,,0
109,2015,2015-12-13,13,29.085,TEN,@,NYJ,L 8-30,,,,,,,,0,0,0.0,0,0,0,0,,0
110,2015,2015-12-20,14,29.092,TEN,@,NWE,L 16-33,,1,2,50.0,1,1,100.0,0,4,0.0,0,0,0,0,,0
111,2015,2015-12-27,15,29.099,TEN,,HOU,L 6-34,,,,,,,,0,0,0.0,0,0,0,0,,0
112,2015,2016-01-03,16,29.106,TEN,@,IND,L 24-30,,3,3,100.0,1,1,100.0,0,6,0.0,0,0,0,0,,0
113,2016,2016-09-11,1,29.358,TEN,,MIN,L 16-25,,1,1,100.0,1,1,100.0,0,4,0.0,0,0,0,0,,0
114,2016,2016-09-18,2,29.365,TEN,@,DET,W 16-15,,1,1,100.0,1,2,50.0,0,4,0.0,0,0,0,0,,0
115,2016,2016-09-25,3,30.006,TEN,,OAK,L 10-17,,1,1,100.0,1,1,100.0,0,4,0.0,0,0,0,0,,0
116,2016,2016-10-02,4,30.013,TEN,@,HOU,L 20-27,,2,2,100.0,2,2,100.0,0,8,0.0,0,0,0,0,,0
117,2016,2016-10-09,5,30.020,TEN,@,MIA,W 30-17,,3,4,75.0,1,1,100.0,0,6,0.0,0,0,0,0,,0
118,2016,2016-10-16,6,30.027,TEN,,CLE,W 28-26,,4,4,100.0,,1,0.0,0,4,0.0,0,0,0,0,,0
119,2016,2016-10-23,7,30.034,TEN,,IND,L 26-34,,2,2,100.0,2,2,100.0,0,8,0.0,0,0,0,0,,0
120,2016,2016-10-27,8,30.038,TEN,,JAX,W 36-22,,3,4,75.0,3,3,100.0,0,12,0.0,0,0,0,0,,0
121,2016,2016-11-06,9,30.048,TEN,@,SDG,L 35-43,,5,5,100.0,,,,0,5,0.0,0,0,0,0,,0
122,2016,2016-11-13,10,30.055,TEN,,GNB,W 47-25,,5,5,100.0,2,2,100.0,0,11,0.0,0,0,0,0,,0
123,2016,2016-11-20,11,30.062,TEN,@,IND,L 17-24,,2,2,100.0,1,1,100.0,0,5,0.0,0,0,0,0,,0
124,2016,2016-11-27,12,30.069,TEN,@,CHI,W 27-21,,3,3,100.0,2,2,100.0,0,9,0.0,0,0,0,0,,0
125,2016,2016-12-11,13,30.083,TEN,,DEN,W 13-10,,1,1,100.0,2,2,100.0,0,7,0.0,0,0,0,0,,0
126,2016,2016-12-18,14,30.090,TEN,@,KAN,W 19-17,,1,1,100.0,2,2,100.0,0,7,0.0,0,0,0,0,,0
127,2016,2016-12-24,15,30.096,TEN,@,JAX,L 17-38,,2,2,100.0,1,1,100.0,0,5,0.0,0,0,0,0,,0
128,2016,2017-01-01,16,30.104,TEN,,HOU,W 24-17,,3,3,100.0,1,1,100.0,0,6,0.0,0,0,0,0,,0
129,2017,2017-09-10,1,30.356,TEN,,OAK,L 16-26,,1,1,100.0,3,4,75.0,0,10,0.0,0,0,0,0,,0
130,2017,2017-09-17,2,30.363,TEN,@,JAX,W 37-16,,4,4,100.0,3,3,100.0,0,13,0.0,0,0,0,0,,0
131,2017,2017-09-24,3,31.005,TEN,,SEA,W 33-27,,3,3,100.0,4,4,100.0,0,15,0.0,0,0,0,0,,0
132,2017,2017-10-01,4,31.012,TEN,@,HOU,L 14-57,,2,2,100.0,,,,0,2,0.0,0,0,0,0,,0
133,2017,2017-10-08,5,31.019,TEN,@,MIA,L 10-16,,1,1,100.0,1,1,100.0,0,4,0.0,0,0,0,0,,0
134,2017,2017-10-16,6,31.027,TEN,,IND,W 36-22,,3,3,100.0,5,5,100.0,0,18,0.0,0,0,0,0,,0
135,2017,2017-10-22,7,31.033,TEN,@,CLE,W 12-9,,,,,4,5,80.0,0,12,0.0,0,0,0,0,,0
136,2017,2017-11-05,8,31.047,TEN,,BAL,W 23-20,,2,3,66.7,1,1,100.0,0,5,0.0,0,0,0,0,,0
137,2017,2017-11-12,9,31.054,TEN,,CIN,W 24-20,,3,3,100.0,1,2,50.0,0,6,0.0,0,0,0,0,,0
138,2017,2017-11-16,10,31.058,TEN,@,PIT,L 17-40,,2,2,100.0,1,2,50.0,0,5,0.0,0,0,0,0,,0
139,2017,2017-11-26,11,31.068,TEN,@,IND,W 20-16,,2,2,100.0,2,2,100.0,0,8,0.0,0,0,0,0,,0
140,2017,2017-12-03,12,31.075,TEN,,HOU,W 24-13,,3,3,100.0,1,2,50.0,0,6,0.0,0,0,0,0,,0
141,2017,2017-12-10,13,31.082,TEN,@,ARI,L 7-12,,1,1,100.0,,1,0.0,0,1,0.0,0,0,0,0,,0
142,2017,2017-12-17,14,31.089,TEN,@,SFO,L 23-25,,2,2,100.0,3,3,100.0,0,11,0.0,0,0,0,0,,0
143,2017,2017-12-24,15,31.096,TEN,,LAR,L 23-27,,2,2,100.0,3,4,75.0,0,11,0.0,0,0,0,0,,0
144,2017,2017-12-31,16,31.103,TEN,,JAX,W 15-10,,,1,0.0,3,3,100.0,0,9,0.0,0,0,0,0,,0
145,2018,2018-09-09,1,31.355,TEN,@,MIA,L 20-27,,2,2,100.0,2,2,100.0,0,8,0.0,0,0,0,0,,0
146,2018,2018-09-16,2,31.362,TEN,,HOU,W 20-17,,2,2,100.0,2,2,100.0,0,8,0.0,0,0,0,0,,0
147,2018,2018-09-23,3,32.004,TEN,@,JAX,W 9-6,,,,,3,4,75.0,0,9,0.0,0,0,0,0,,0
