ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt
1,1990,1990-10-28,7,25.361,NOR,,DET,L 10-27,,,,,,,
2,1990,1990-12-09,13,26.038,NOR,@,RAM,W 24-20,,,,,,,
3,1991,1991-09-01,1,26.304,NOR,,SEA,W 27-24,,,,,,,
4,1991,1991-09-08,2,26.311,NOR,@,KAN,W 17-10,,,,,,,
5,1991,1991-09-15,3,26.318,NOR,,RAM,W 24-7,,,,,,,
6,1991,1991-09-22,4,26.325,NOR,,MIN,W 26-0,,,,,,,
7,1991,1991-09-29,5,26.332,NOR,@,ATL,W 27-6,,,,,,,
8,1991,1991-10-13,6,26.346,NOR,@,PHI,W 13-6,,,,,,,
9,1991,1991-10-20,7,26.353,NOR,,TAM,W 23-7,,,,,,,
10,1991,1991-10-27,8,26.360,NOR,,CHI,L 17-20,,,,,,,
11,1991,1991-11-03,9,27.002,NOR,@,RAM,W 24-17,,,,,,,
12,1991,1991-11-10,10,27.009,NOR,,SFO,W 10-3,,,,,,,
13,1991,1991-11-17,11,27.016,NOR,@,SDG,L 21-24,,,,,,,
14,1991,1991-11-24,12,27.023,NOR,,ATL,L 20-23,,,,,,,
15,1991,1991-12-08,14,27.037,NOR,@,DAL,L 14-23,,,,,,,
16,1991,1991-12-16,15,27.045,NOR,,RAI,W 27-0,,,,,,,
17,1991,1991-12-22,16,27.051,NOR,@,PHO,W 27-3,,,,,,,
18,1992,1992-09-06,1,27.310,NOR,@,PHI,L 13-15,,0,0,,0,0.0%,
19,1992,1992-09-13,2,27.317,NOR,,CHI,W 28-6,,0,0,,0,0.0%,
20,1992,1992-09-20,3,27.324,NOR,@,ATL,W 10-7,,0,0,,0,0.0%,
21,1992,1992-09-27,4,27.331,NOR,,SFO,L 10-16,,0,0,,0,0.0%,
22,1992,1992-10-04,5,27.338,NOR,@,DET,W 13-7,,0,0,,0,0.0%,
23,1992,1992-10-11,6,27.345,NOR,,RAM,W 13-10,,0,0,,0,0.0%,
24,1992,1992-10-18,7,27.352,NOR,@,PHO,W 30-21,,0,0,,0,0.0%,
25,1992,1992-11-01,8,28.000,NOR,,TAM,W 23-21,,0,0,,0,0.0%,
26,1992,1992-11-08,9,28.007,NOR,@,NWE,W 31-14,,0,0,,0,0.0%,
27,1992,1992-11-15,10,28.014,NOR,@,SFO,L 20-21,,0,20,,0,0.0%,
