ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,safety_md,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2014,2014-10-26,7,24.103,OAK,@,CLE,L 13-23,,,0,0,0.0,1,1
2,2014,2014-11-02,8,24.110,OAK,@,SEA,L 24-30,,,0,0,0.0,1,0
3,2014,2014-11-09,9,24.117,OAK,,DEN,L 17-41,,,0,0,0.0,1,0
4,2014,2014-11-16,10,24.124,OAK,@,SDG,L 6-13,,,0,0,0.0,1,1
5,2014,2014-11-20,11,24.128,OAK,,KAN,W 24-20,,,0,0,0.0,0,1
6,2014,2014-11-30,12,24.138,OAK,@,STL,L 0-52,,,0,0,0.0,1,0
7,2014,2014-12-07,13,24.145,OAK,,SFO,W 24-13,,,0,0,0.0,1,0
8,2014,2014-12-14,14,24.152,OAK,@,KAN,L 13-31,,,,,,,
9,2014,2014-12-21,15,24.159,OAK,,BUF,W 26-24,,,0,0,0.0,1,0
10,2014,2014-12-28,16,24.166,OAK,@,DEN,L 14-47,,,0,0,0.0,2,1
11,2015,2015-09-13,1,25.060,OAK,,CIN,L 13-33,,,0,0,0.0,0,0
12,2015,2015-09-20,2,25.067,OAK,,BAL,W 37-33,,,0,0,0.0,2,0
13,2015,2015-09-27,3,25.074,OAK,@,CLE,W 27-20,,,0,0,0.0,1,0
14,2015,2015-10-04,4,25.081,OAK,@,CHI,L 20-22,,,0,0,0.0,1,0
15,2015,2015-11-01,7,25.109,OAK,,NYJ,W 34-20,,,0,0,1.0,5,0
16,2015,2015-11-08,8,25.116,OAK,@,PIT,L 35-38,*,,0,0,0.0,0,0
17,2015,2015-11-15,9,25.123,OAK,,MIN,L 14-30,,,0,0,0.0,1,1
18,2015,2015-11-22,10,25.130,OAK,@,DET,L 13-18,*,,0,0,1.0,1,0
19,2015,2015-11-29,11,25.137,OAK,@,TEN,W 24-21,*,,0,0,0.0,0,1
20,2015,2015-12-06,12,25.144,OAK,,KAN,L 20-34,*,,0,0,0.0,0,0
21,2015,2015-12-13,13,25.151,OAK,@,DEN,W 15-12,*,,0,0,0.0,3,0
22,2015,2015-12-20,14,25.158,OAK,,GNB,L 20-30,*,,0,0,0.0,3,0
23,2015,2015-12-24,15,25.162,OAK,,SDG,W 23-20,*,1,0,2,1.0,2,0
24,2015,2016-01-03,16,25.172,OAK,@,KAN,L 17-23,*,,0,0,0.0,1,0
25,2016,2016-09-11,1,26.058,OAK,@,NOR,W 35-34,,,0,0,0.0,1,2
26,2016,2016-09-18,2,26.065,OAK,,ATL,L 28-35,,,0,0,0.0,0,1
27,2016,2016-09-25,3,26.072,OAK,@,TEN,W 17-10,,,0,0,0.5,1,0
28,2016,2016-10-02,4,26.079,OAK,@,BAL,W 28-27,,,0,0,0.0,0,0
29,2016,2016-10-09,5,26.086,OAK,,SDG,W 34-31,,,0,0,0.0,0,0
30,2016,2016-10-16,6,26.093,OAK,,KAN,L 10-26,,,0,0,0.0,4,0
31,2016,2016-10-23,7,26.100,OAK,@,JAX,W 33-16,,,0,0,0.0,0,0
32,2016,2016-10-30,8,26.107,OAK,@,TAM,W 30-24,*,,0,0,0.0,2,0
33,2016,2016-11-06,9,26.114,OAK,,DEN,W 30-20,*,,0,0,0.0,3,0
34,2016,2016-11-21,10,26.129,OAK,,HOU,W 27-20,,,0,0,0.0,2,0
35,2016,2016-11-27,11,26.135,OAK,,CAR,W 35-32,,,0,0,0.0,0,1
36,2016,2016-12-04,12,26.142,OAK,,BUF,W 38-24,*,,0,0,1.0,2,1
37,2016,2016-12-08,13,26.146,OAK,@,KAN,L 13-21,*,,0,0,0.0,1,1
38,2016,2016-12-18,14,26.156,OAK,@,SDG,W 19-16,*,,0,0,1.0,3,0
39,2016,2016-12-24,15,26.162,OAK,,IND,W 33-25,*,,0,0,0.0,0,0
40,2016,2017-01-01,16,26.170,OAK,@,DEN,L 6-24,*,,0,0,0.0,3,1
41,2017,2017-09-10,1,27.057,OAK,@,TEN,W 26-16,,,0,0,0.0,0,1
42,2017,2017-09-17,2,27.064,OAK,,NYJ,W 45-20,,,0,0,0.5,1,2
43,2017,2017-09-24,3,27.071,OAK,@,WAS,L 10-27,,,0,0,0.0,1,3
44,2017,2017-10-01,4,27.078,OAK,@,DEN,L 10-16,,,0,0,0.0,2,0
45,2017,2017-10-08,5,27.085,OAK,,BAL,L 17-30,,,0,0,0.0,2,2
46,2017,2017-10-15,6,27.092,OAK,,LAC,L 16-17,,,0,0,0.0,3,0
47,2017,2017-10-19,7,27.096,OAK,,KAN,W 31-30,,,0,0,0.5,2,1
48,2017,2017-10-29,8,27.106,OAK,@,BUF,L 14-34,,,0,0,0.0,0,0
49,2017,2017-11-05,9,27.113,OAK,@,MIA,W 27-24,,,0,0,0.0,1,0
50,2017,2017-11-19,10,27.127,OAK,,NWE,L 8-33,,,0,0,0.0,1,0
51,2017,2017-11-26,11,27.134,OAK,,DEN,W 21-14,,,0,0,2.0,2,1
52,2017,2017-12-03,12,27.141,OAK,,NYG,W 24-17,,,0,0,1.0,3,0
53,2017,2017-12-10,13,27.148,OAK,@,KAN,L 15-26,*,,0,0,0.0,2,0
54,2017,2017-12-17,14,27.155,OAK,,DAL,L 17-20,,,0,0,0.0,0,2
55,2017,2017-12-25,15,27.163,OAK,@,PHI,L 10-19,*,,0,0,1.0,1,0
56,2017,2017-12-31,16,27.169,OAK,@,LAC,L 10-30,*,,0,0,0.0,2,1
57,2018,2018-09-09,1,28.056,IND,,CIN,L 23-34,*,,0,0,0.0,1,0
