ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
32,1988,1988-11-06,10,29.130,WAS,,NOR,W 27-24,0,0,,0,0,0,,0,1,0,0.00,0,0,0
33,1988,1988-11-13,11,29.137,WAS,,CHI,L 14-34,0,0,,0,,,,,0,0,,0,,
34,1988,1988-11-21,12,29.145,WAS,@,SFO,L 21-37,0,0,,0,,,,,0,0,,0,,
35,1988,1988-11-27,13,29.151,WAS,,CLE,L 13-17,0,0,,0,,,,,0,0,,0,,
36,1988,1988-12-04,14,29.158,WAS,@,PHI,W 20-19,0,0,,0,0,0,,0,2,19,9.50,0,0,0
37,1988,1988-12-11,15,29.165,WAS,,DAL,L 17-24,0,0,,0,0,0,,0,3,15,5.00,0,0,0
38,1988,1988-12-17,16,29.171,WAS,@,CIN,L 17-20,0,0,,0,,,,,0,0,,0,,
39,1989,1989-10-29,8,30.122,SDG,@,SEA,L 7-10,0,0,,0,,,,,0,0,,0,,
40,1989,1989-11-05,9,30.129,SDG,,PHI,W 20-17,0,0,,0,,,,,0,0,,0,,
41,1989,1989-11-12,10,30.136,SDG,,RAI,W 14-12,1,11,11.00,0,0,0,,0,0,0,,0,0,0
42,1989,1989-11-19,11,30.143,SDG,@,PIT,L 17-20,1,8,8.00,0,0,0,,0,2,3,1.50,0,0,0
43,1989,1989-11-26,12,30.150,SDG,@,IND,L 6-10,0,0,,0,,,,,0,0,,0,,
44,1989,1989-12-03,13,30.157,SDG,,NYJ,L 17-20,0,0,,0,,,,,0,0,,0,,
45,1989,1989-12-10,14,30.164,SDG,@,WAS,L 21-26,0,0,,0,,,,,0,0,,0,,
