ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,1970,1970-09-27,2,23.059,ATL,@,GNB,L 24-27,,,,,,,,
2,1970,1970-10-04,3,23.066,ATL,,SFO,W 21-20,0,0,,0,1,0,0.00,0
3,1970,1970-11-01,7,23.094,ATL,,CHI,L 14-23,1,9,9.00,0,0,0,,0
4,1970,1970-11-22,10,23.115,ATL,,RAM,L 7-17,,,,,,,,
5,1970,1970-11-30,11,23.123,ATL,,MIA,L 7-20,0,0,,0,2,28,14.00,0
6,1970,1970-12-06,12,23.129,ATL,@,SFO,L 20-24,0,0,,0,1,26,26.00,0
7,1970,1970-12-13,13,23.136,ATL,,PIT,W 27-16,,,,,,,,
8,1970,1970-12-20,14,23.143,ATL,,MIN,L 7-37,,,,,,,,
