ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,2000,2000-09-03,1,23.273,CLE,,JAX,L 7-27,,2,1,24,24.00,0,50.0%,12.00,0,0,,0,0,0
2,2000,2000-09-10,2,23.280,CLE,@,CIN,W 24-7,*,1,1,30,30.00,0,100.0%,30.00,0,0,,0,0,0
3,2000,2000-09-17,3,23.287,CLE,,PIT,W 23-20,*,5,4,43,10.75,1,80.0%,8.60,0,0,,0,1,6
4,2000,2000-09-24,4,23.294,CLE,@,OAK,L 10-36,,4,2,7,3.50,0,50.0%,1.75,0,0,,0,0,0
5,2000,2000-10-01,5,23.301,CLE,,BAL,L 0-12,,1,,,,,0.0%,,,,,,,
6,2000,2000-10-08,6,23.308,CLE,@,ARI,L 21-29,*,4,3,12,4.00,0,75.0%,3.00,0,0,,0,0,0
7,2000,2000-10-15,7,23.315,CLE,@,DEN,L 10-44,*,6,6,76,12.67,0,100.0%,12.67,0,0,,0,0,0
8,2000,2000-10-22,8,23.322,CLE,@,PIT,L 0-22,,2,1,21,21.00,0,50.0%,10.50,0,0,,0,0,0
9,2000,2000-10-29,9,23.329,CLE,,CIN,L 3-12,,1,1,3,3.00,0,100.0%,3.00,0,0,,0,0,0
10,2000,2000-11-05,10,23.336,CLE,,NYG,L 3-24,,8,4,27,6.75,0,50.0%,3.38,0,0,,0,0,0
11,2000,2000-11-12,11,23.343,CLE,,NWE,W 19-11,*,4,1,9,9.00,1,25.0%,2.25,0,0,,0,1,6
12,2000,2000-11-19,12,23.350,CLE,@,TEN,L 10-24,*,2,1,9,9.00,0,50.0%,4.50,0,0,,0,0,0
13,2000,2000-11-26,13,23.357,CLE,@,BAL,L 7-44,,1,,,,,0.0%,,,,,,,
14,2000,2000-12-03,14,23.364,CLE,@,JAX,L 0-48,,,,,,,0.0%,,,,,,,
15,2000,2000-12-10,15,24.005,CLE,,PHI,L 24-35,*,4,3,33,11.00,0,75.0%,8.25,0,0,,0,0,0
16,2000,2000-12-17,16,24.012,CLE,,TEN,L 0-24,,6,2,8,4.00,0,33.3%,1.33,0,0,,0,0,0
17,2001,2001-09-09,1,24.278,CLE,,SEA,L 6-9,,0,,,,,0.0%,,,,,,,
18,2001,2001-09-23,2,24.292,CLE,,DET,W 24-14,*,1,,,,,0.0%,,,,,,,
19,2001,2001-09-30,3,24.299,CLE,@,JAX,W 23-14,,,,,,,0.0%,,,,,,,
20,2001,2001-10-07,4,24.306,CLE,,SDG,W 20-16,,2,1,10,10.00,0,50.0%,5.00,0,0,,0,0,0
21,2001,2001-10-14,5,24.313,CLE,@,CIN,L 14-24,,0,,,,,0.0%,,,,,,,
22,2001,2001-10-21,6,24.320,CLE,,BAL,W 24-14,,1,1,2,2.00,0,100.0%,2.00,0,0,,0,0,0
23,2001,2001-11-04,7,24.334,CLE,@,CHI,L 21-27,,1,1,4,4.00,0,100.0%,4.00,0,0,,0,0,0
