ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,def_int,def_int_yds,def_int_td
1,1967,1967-10-29,7,22.147,PIT,@,NOR,W 14-10,1,0,0.00,0,0,0,0,0,0
2,1968,1968-09-29,3,23.117,PIT,,BAL,L 7-41,0,0,,0,0,0,1,0,0
3,1968,1968-11-17,10,23.166,PIT,,CLE,L 24-45,0,0,,0,1,6,2,31,1
4,1969,1969-09-28,2,24.116,PIT,@,PHI,L 27-41,0,0,,0,0,0,1,4,0
5,1969,1969-10-18,5,24.136,PIT,@,CLE,L 31-42,0,0,,0,0,0,1,0,0
6,1970,1970-09-20,1,25.108,BAL,@,SDG,W 16-14,,,,,,,,,
7,1970,1970-09-28,2,25.116,BAL,,KAN,L 24-44,,,,,,,,,
8,1970,1970-10-04,3,25.122,BAL,@,BOS,W 14-6,,,,,,,,,
9,1970,1970-10-11,4,25.129,BAL,@,HOU,W 24-20,,,,,,,,,
10,1970,1970-10-18,5,25.136,BAL,@,NYJ,W 29-22,,,,,,,,,
11,1970,1970-10-25,6,25.143,BAL,,BOS,W 27-3,0,0,,0,0,0,1,18,0
12,1970,1970-11-01,7,25.150,BAL,,MIA,W 35-0,,,,,,,,,
13,1970,1970-11-09,8,25.158,BAL,@,GNB,W 13-10,,,,,,,,,
14,1970,1970-11-15,9,25.164,BAL,,BUF,T 17-17,,,,,,,,,
15,1970,1970-11-22,10,25.171,BAL,@,MIA,L 17-34,,,,,,,,,
16,1970,1970-11-29,11,25.178,BAL,,CHI,W 21-20,,,,,,,,,
17,1970,1970-12-06,12,25.185,BAL,,PHI,W 29-10,,,,,,,,,
18,1970,1970-12-13,13,25.192,BAL,@,BUF,W 20-14,,,,,,,,,
19,1970,1970-12-19,14,25.198,BAL,,NYJ,W 35-20,,,,,,,,,
20,1971,1971-09-19,1,26.107,BAL,,NYJ,W 22-0,,,,,,,,,
21,1971,1971-09-26,2,26.114,BAL,,CLE,L 13-14,,,,,,,,,
22,1971,1971-10-03,3,26.121,BAL,@,NWE,W 23-3,,,,,,,,,
23,1971,1971-10-10,4,26.128,BAL,@,BUF,W 43-0,,,,,,,,,
24,1971,1971-10-17,5,26.135,BAL,@,NYG,W 31-7,,,,,,,,,
25,1971,1971-10-25,6,26.143,BAL,@,MIN,L 3-10,,,,,,,,,
26,1971,1971-10-31,7,26.149,BAL,,PIT,W 34-21,,,,,,,,,
27,1971,1971-11-08,8,26.157,BAL,,RAM,W 24-17,,,,,,,,,
28,1971,1971-11-14,9,26.163,BAL,@,NYJ,W 14-13,,,,,,,,,
29,1971,1971-11-21,10,26.170,BAL,@,MIA,L 14-17,,,,,,,,,
30,1971,1971-11-28,11,26.177,BAL,@,OAK,W 37-14,,,,,,,,,
31,1971,1971-12-05,12,26.184,BAL,,BUF,W 24-0,,,,,,,,,
32,1971,1971-12-11,13,26.190,BAL,,MIA,W 14-3,0,0,,0,0,0,1,46,0
33,1971,1971-12-19,14,26.198,BAL,,NWE,L 17-21,,,,,,,,,
34,1972,1972-09-17,1,27.105,BAL,,STL,L 3-10,,,,,,,,,
35,1972,1972-09-24,2,27.112,BAL,,NYJ,L 34-44,,,,,,,,,
36,1972,1972-10-01,3,27.119,BAL,@,BUF,W 17-0,,,,,,,,,
37,1972,1972-10-08,4,27.126,BAL,,SDG,L 20-23,,,,,,,,,
38,1972,1972-10-15,5,27.133,BAL,,DAL,L 0-21,,,,,,,,,
39,1972,1972-10-22,6,27.140,BAL,@,NYJ,L 20-24,,,,,,,,,
40,1972,1972-10-29,7,27.147,BAL,,MIA,L 0-23,0,0,,0,0,0,1,37,0
41,1972,1972-11-06,8,27.155,BAL,@,NWE,W 24-17,,,,,,,,,
42,1972,1972-11-12,9,27.161,BAL,@,SFO,L 21-24,,,,,,,,,
43,1972,1972-11-19,10,27.168,BAL,@,CIN,W 20-19,,,,,,,,,
44,1972,1972-11-26,11,27.175,BAL,,NWE,W 31-0,0,0,,0,0,0,1,6,0
45,1972,1972-12-03,12,27.182,BAL,,BUF,W 35-7,,,,,,,,,
46,1972,1972-12-10,13,27.189,BAL,@,KAN,L 10-24,,,,,,,,,
47,1972,1972-12-16,14,27.195,BAL,@,MIA,L 0-16,,,,,,,,,
48,1973,1973-09-16,1,28.104,BAL,@,CLE,L 14-24,,,,,,,,,
49,1973,1973-09-23,2,28.111,BAL,,NYJ,L 10-34,,,,,,,,,
50,1973,1973-09-30,3,28.118,BAL,,NOR,W 14-10,,,,,,,,,
51,1973,1973-10-07,4,28.125,DEN,@,KAN,L 14-16,,,,,,,,,
52,1973,1973-10-14,5,28.132,DEN,@,HOU,W 48-20,,,,,,,,,
53,1973,1973-10-22,6,28.140,DEN,,OAK,T 23-23,,,,,,,,,
54,1973,1973-10-28,7,28.146,DEN,@,NYJ,W 40-28,0,0,,0,0,0,1,1,0
55,1973,1973-11-04,8,28.153,DEN,@,STL,T 17-17,,,,,,,,,
56,1973,1973-11-11,9,28.160,DEN,,SDG,W 30-19,,,,,,,,,
57,1973,1973-11-18,10,28.167,DEN,@,PIT,W 23-13,,,,,,,,,
58,1973,1973-11-25,11,28.174,DEN,,KAN,W 14-10,,,,,,,,,
59,1973,1973-12-02,12,28.181,DEN,,DAL,L 10-22,,,,,,,,,
60,1973,1973-12-09,13,28.188,DEN,@,SDG,W 42-28,,,,,,,,,
61,1973,1973-12-16,14,28.195,DEN,@,OAK,L 17-21,,,,,,,,,
62,1974,1974-09-15,1,29.103,DEN,,RAM,L 10-17,,,,,,,,,
63,1974,1974-09-22,2,29.110,DEN,,PIT,T 35-35,,,,,,,,,
64,1974,1974-09-30,3,29.118,DEN,@,WAS,L 3-30,,,,,,,,,
65,1974,1974-10-06,4,29.124,DEN,@,KAN,W 17-14,,,,,,,,,
66,1974,1974-10-13,5,29.131,DEN,,NOR,W 33-17,0,0,,0,0,0,1,15,0
67,1974,1974-10-20,6,29.138,DEN,,SDG,W 27-7,,,,,,,,,
68,1974,1974-10-27,7,29.145,DEN,@,CLE,L 21-23,,,,,,,,,
69,1974,1974-11-03,8,29.152,DEN,,OAK,L 17-28,,,,,,,,,
70,1974,1974-11-10,9,29.159,DEN,@,BAL,W 17-6,,,,,,,,,
71,1974,1974-11-18,10,29.167,DEN,,KAN,L 34-42,,,,,,,,,
72,1974,1974-11-24,11,29.173,DEN,@,OAK,W 20-17,0,0,,0,0,0,1,25,0
73,1974,1974-11-28,12,29.177,DEN,@,DET,W 31-27,,,,,,,,,
74,1974,1974-12-08,13,29.187,DEN,,HOU,W 37-14,,,,,,,,,
75,1974,1974-12-15,14,29.194,DEN,@,SDG,L 0-17,,,,,,,,,
76,1975,1975-09-21,1,30.109,DEN,,KAN,W 37-33,,,,,,,,,
77,1975,1975-09-29,2,30.117,DEN,,GNB,W 23-13,,,,,,,,,
78,1975,1975-10-05,3,30.123,DEN,@,BUF,L 14-38,,,,,,,,,
79,1975,1975-10-12,4,30.130,DEN,@,PIT,L 9-20,,,,,,,,,
80,1975,1975-10-19,5,30.137,DEN,,CLE,W 16-15,,,,,,,,,
81,1975,1975-10-26,6,30.144,DEN,@,KAN,L 13-26,,,,,,,,,
82,1975,1975-11-02,7,30.151,DEN,,OAK,L 17-42,,,,,,,,,
83,1975,1975-11-23,10,30.172,DEN,@,ATL,L 21-35,0,0,,0,0,0,1,0,0
