ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,def_int,def_int_yds,def_int_td
1,1960,1960-10-16,6,25.270,OAK,,BOS,W 27-14,1,4,4.00,0,0,0,0
2,1960,1960-10-23,7,25.277,OAK,@,BUF,L 9-38,0,0,,0,1,22,0
3,1960,1960-10-28,8,25.282,OAK,@,NYT,W 28-27,0,0,,0,1,13,0
4,1960,1960-11-27,11,25.312,OAK,@,LAC,L 28-52,0,0,,0,1,0,0
5,1960,1960-12-17,14,25.332,OAK,,DEN,W 48-10,0,0,,0,1,10,0
6,1961,1961-10-15,5,26.268,OAK,@,DEN,L 24-27,0,0,,0,1,5,0
7,1961,1961-10-22,6,26.275,OAK,,SDG,L 10-41,0,0,,0,1,0,0
8,1961,1961-11-11,9,26.295,OAK,@,NYT,L 12-23,0,0,,0,1,9,0
9,1961,1961-11-17,10,26.301,OAK,@,BOS,L 17-20,0,0,,0,1,0,0
10,1961,1961-12-03,12,26.317,OAK,,BUF,L 21-26,0,0,,0,1,0,0
11,1962,1962-09-09,1,27.232,BUF,,HOU,L 23-28,0,0,,0,1,19,0
12,1962,1962-09-22,3,27.245,BUF,,NYT,L 6-17,1,3,3.00,0,0,0,0
