ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring,punt,punt_yds,punt_yds_per_punt,punt_blocked
1,2001,2001-09-23,1,23.075,ARI,,DEN,L 17-38,,2,2,100.0,1,1,100.0,0,5,0,0,,0
2,2001,2001-09-30,2,23.082,ARI,,ATL,L 14-34,,2,2,100.0,,1,0.0,0,2,0,0,,0
3,2001,2001-10-07,3,23.089,ARI,@,PHI,W 21-20,,3,3,100.0,,1,0.0,0,3,0,0,,0
4,2001,2001-10-14,4,23.096,ARI,@,CHI,L 13-20,,1,1,100.0,2,2,100.0,0,7,0,0,,0
5,2001,2001-10-21,5,23.103,ARI,,KAN,W 24-16,,3,3,100.0,1,1,100.0,0,6,0,0,,0
6,2001,2001-10-28,6,23.110,ARI,@,DAL,L 3-17,,,,,1,1,100.0,0,3,0,0,,0
7,2001,2001-11-04,7,23.117,ARI,,PHI,L 7-21,,1,1,100.0,,,,0,1,1,41,41.00,0
8,2001,2001-11-11,8,23.124,ARI,,NYG,L 10-17,,1,1,100.0,1,1,100.0,0,4,0,0,,0
9,2001,2001-11-18,9,23.131,ARI,,DET,W 45-38,,6,6,100.0,1,1,100.0,0,9,0,0,,0
10,2001,2001-11-25,10,23.138,ARI,@,SDG,W 20-17,,2,2,100.0,2,2,100.0,0,8,0,0,,0
11,2001,2001-12-02,11,23.145,ARI,@,OAK,W 34-31,,2,2,100.0,4,5,80.0,0,14,0,0,,0
12,2001,2001-12-09,12,23.152,ARI,,WAS,L 10-20,,1,1,100.0,1,2,50.0,0,4,0,0,,0
13,2001,2001-12-15,13,23.158,ARI,@,NYG,L 13-17,,1,1,100.0,2,2,100.0,0,7,0,0,,0
14,2002,2002-09-08,1,24.060,ARI,@,WAS,L 23-31,,2,2,100.0,3,4,75.0,0,11,0,0,,0
15,2002,2002-09-15,2,24.067,ARI,@,SEA,W 24-13,,3,3,100.0,1,1,100.0,0,6,0,0,,0
16,2002,2002-09-22,3,24.074,ARI,,SDG,L 15-23,,1,1,100.0,,,,0,1,,,,
17,2002,2002-09-29,4,24.081,ARI,,NYG,W 21-7,,3,3,100.0,,1,0.0,0,3,0,0,,0
18,2002,2002-10-06,5,24.088,ARI,@,CAR,W 16-13,,1,1,100.0,3,3,100.0,0,10,0,0,,0
19,2002,2002-10-20,6,24.102,ARI,,DAL,W 9-6,,,,,3,6,50.0,0,9,0,0,,0
20,2002,2002-10-27,7,24.109,ARI,@,SFO,L 28-38,,4,4,100.0,,,,0,4,,,,
21,2002,2002-11-03,8,24.116,ARI,,STL,L 14-27,,2,2,100.0,,,,0,2,,,,
22,2002,2002-11-10,9,24.123,ARI,,SEA,L 6-27,,,,,2,2,100.0,0,6,0,0,,0
23,2002,2002-11-17,10,24.130,ARI,@,PHI,L 14-38,,2,2,100.0,,,,0,2,,,,
24,2002,2002-11-24,11,24.137,ARI,,OAK,L 20-41,,2,2,100.0,,,,0,2,,,,
25,2002,2002-12-01,12,24.144,ARI,@,KAN,L 0-49,,,,,,,,,,,,,
26,2002,2002-12-08,13,24.151,ARI,,DET,W 23-20,,2,2,100.0,3,3,100.0,0,11,0,0,,0
27,2002,2002-12-15,14,24.158,ARI,@,STL,L 28-30,,4,4,100.0,,,,0,4,,,,
28,2002,2002-12-21,15,24.164,ARI,,SFO,L 14-17,,2,2,100.0,,1,0.0,0,2,0,0,,0
29,2002,2002-12-29,16,24.172,ARI,@,DEN,L 7-37,,1,1,100.0,,,,0,1,,,,
30,2003,2003-09-07,1,25.059,ARI,@,DET,L 24-42,,3,3,100.0,1,1,100.0,0,6,0,0,,0
31,2003,2003-09-14,2,25.066,ARI,,SEA,L 0-38,,,,,,1,0.0,0,0,0,0,,0
32,2003,2003-09-21,3,25.073,ARI,,GNB,W 20-13,,2,2,100.0,2,2,100.0,0,8,0,0,,0
33,2003,2003-09-28,4,25.080,ARI,@,STL,L 13-37,,1,1,100.0,,,,0,1,,,,
34,2004,2004-11-07,9,26.120,MIA,,ARI,L 23-24,,,1,0.0,3,3,100.0,0,9,0,0,,0
