ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td
1,1975,1975-09-28,2,22.036,NOR,,CIN,L 0-21,0,0,,0,4,72,18.00,0,2,13,6.50,0
2,1975,1975-10-05,3,22.043,NOR,@,ATL,L 7-14,0,0,,0,3,97,32.33,0,4,33,8.25,0
3,1975,1975-10-12,4,22.050,NOR,,GNB,W 20-19,0,0,,0,4,81,20.25,0,5,73,14.60,0
4,1975,1975-10-19,5,22.057,NOR,@,SFO,L 21-35,0,0,,0,4,95,23.75,0,0,0,,0
5,1975,1975-10-26,6,22.064,NOR,@,RAM,L 14-38,0,0,,0,6,120,20.00,0,2,10,5.00,0
6,1975,1975-11-02,7,22.071,NOR,,ATL,W 23-7,1,7,7.00,0,1,26,26.00,0,2,61,30.50,0
7,1975,1975-11-09,8,22.078,NOR,@,OAK,L 10-48,0,0,,0,3,44,14.67,0,0,0,,0
8,1975,1975-11-16,9,22.085,NOR,,MIN,L 7-20,0,0,,0,2,54,27.00,0,2,17,8.50,0
9,1975,1975-11-23,10,22.092,NOR,,SFO,L 6-16,0,0,,0,1,25,25.00,0,0,0,,0
