ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,two_pt_md,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2010,2010-09-12,1,21.121,NWE,,CIN,W 38-24,*,1,1,1,1.00,1,100.0%,1.00,0,0,,0,0,0,,0,,1,6,0.0,0,0
2,2010,2010-09-19,2,21.128,NWE,@,NYJ,L 14-28,,2,1,14,14.00,0,50.0%,7.00,0,0,,0,0,0,,0,,0,0,0.0,0,0
3,2010,2010-09-26,3,21.135,NWE,,BUF,W 38-30,,3,3,43,14.33,1,100.0%,14.33,0,0,,0,0,0,,0,,1,6,0.0,0,0
4,2010,2010-10-04,4,21.143,NWE,@,MIA,W 41-14,*,1,1,4,4.00,0,100.0%,4.00,0,0,,0,0,0,,0,,0,0,0.0,0,0
5,2010,2010-10-17,5,21.156,NWE,,BAL,W 23-20,*,1,1,24,24.00,0,100.0%,24.00,0,0,,0,0,0,,0,,0,0,0.0,0,0
6,2010,2010-10-24,6,21.163,NWE,@,SDG,W 23-20,*,2,2,10,5.00,1,100.0%,5.00,0,0,,0,0,0,,0,,1,6,0.0,0,0
7,2010,2010-10-31,7,21.170,NWE,,MIN,W 28-18,,3,1,5,5.00,0,33.3%,1.67,0,0,,0,0,0,,0,,0,0,0.0,0,0
8,2010,2010-11-07,8,21.177,NWE,@,CLE,L 14-34,*,8,4,47,11.75,0,50.0%,5.88,0,0,,0,0,0,,0,,0,0,0.0,0,0
9,2010,2010-11-14,9,21.184,NWE,@,PIT,W 39-26,*,5,5,72,14.40,3,100.0%,14.40,0,0,,0,0,0,,0,,3,18,0.0,0,0
10,2010,2010-11-21,10,21.191,NWE,,IND,W 31-28,*,1,1,25,25.00,0,100.0%,25.00,0,0,,0,0,0,,0,,0,0,0.0,0,0
11,2010,2010-11-25,11,21.195,NWE,@,DET,W 45-24,*,5,5,65,13.00,0,100.0%,13.00,0,0,,0,0,0,,0,,0,0,0.0,0,0
12,2010,2010-12-06,12,21.206,NWE,,NYJ,W 45-3,,2,1,12,12.00,0,50.0%,6.00,0,0,,0,0,0,,0,,0,0,0.0,0,0
13,2010,2010-12-12,13,21.212,NWE,@,CHI,W 36-7,,6,5,43,8.60,1,83.3%,7.17,0,0,,0,0,0,,0,,1,6,0.0,0,0
14,2010,2010-12-19,14,21.219,NWE,,GNB,W 31-27,*,2,1,25,25.00,0,50.0%,12.50,0,0,,0,0,0,,0,,0,0,0.0,0,0
15,2010,2010-12-26,15,21.226,NWE,@,BUF,W 34-3,*,7,4,54,13.50,2,57.1%,7.71,0,0,,0,0,0,,0,,2,12,0.0,0,0
16,2010,2011-01-02,16,21.233,NWE,,MIA,W 38-7,*,10,6,102,17.00,1,60.0%,10.20,0,0,,0,0,0,,0,,1,6,0.0,0,0
17,2011,2011-09-12,1,22.121,NWE,@,MIA,W 38-24,*,7,6,86,14.33,1,85.7%,12.29,0,0,,0,1,11,11.00,0,,1,6,0.0,0,0
18,2011,2011-09-18,2,22.127,NWE,,SDG,W 35-21,*,6,4,86,21.50,2,66.7%,14.33,0,0,,0,0,0,,0,,2,12,0.0,0,0
19,2011,2011-09-25,3,22.134,NWE,@,BUF,L 31-34,*,9,7,109,15.57,2,77.8%,12.11,0,0,,0,0,0,,0,,2,12,0.0,1,0
20,2011,2011-10-02,4,22.141,NWE,@,OAK,W 31-19,*,5,1,15,15.00,0,20.0%,3.00,0,0,,0,0,0,,0,,0,0,0.0,0,0
