ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,sacks,def_int,def_int_yds,def_int_td
1,1982,1982-09-12,1,24.082,DEN,,SDG,L 3-23,,,,,,,,
2,1982,1982-09-19,2,24.089,DEN,,SFO,W 24-21,,,,,,,,
3,1982,1982-11-21,3,24.152,DEN,,SEA,L 10-17,,,,,,,,
4,1982,1982-11-28,4,24.159,DEN,@,SDG,L 20-30,,,,,,,,
5,1982,1982-12-05,5,24.166,DEN,,ATL,L 27-34,,,,,,,,
6,1982,1982-12-12,6,24.173,DEN,@,RAM,W 27-24,,,,,,,,
7,1982,1982-12-19,7,24.180,DEN,,KAN,L 16-37,,,,,,,,
8,1982,1982-12-26,8,24.187,DEN,@,RAI,L 10-27,,,,,,,,
9,1982,1983-01-02,9,24.194,DEN,@,SEA,L 11-13,,,,,,,,
10,1983,1983-09-04,1,25.074,DEN,@,PIT,W 14-10,,,,,,,,
11,1983,1983-09-11,2,25.081,DEN,@,BAL,W 17-10,,,,,,,,
12,1983,1983-09-18,3,25.088,DEN,,PHI,L 10-13,,,,,,,,
13,1983,1983-09-25,4,25.095,DEN,,RAI,L 7-22,,,,,,,,
14,1983,1983-10-02,5,25.102,DEN,@,CHI,L 14-31,,,,,,,,
15,1983,1983-10-09,6,25.109,DEN,@,HOU,W 26-14,,,,,,,,
16,1983,1983-10-16,7,25.116,DEN,,CIN,W 24-17,,,,,,,,
17,1983,1983-10-23,8,25.123,DEN,,SDG,W 14-6,,,,,,,,
18,1983,1983-10-30,9,25.130,DEN,,KAN,W 27-24,,,,,,,,
19,1983,1983-11-06,10,25.137,DEN,@,SEA,L 19-27,,,,,,,,
20,1983,1983-11-13,11,25.144,DEN,@,RAI,L 20-22,,,,,,,,
21,1983,1983-11-20,12,25.151,DEN,,SEA,W 38-27,,,,,,,,
22,1983,1983-11-27,13,25.158,DEN,@,SDG,L 7-31,,,,,,,,
23,1983,1983-12-04,14,25.165,DEN,,CLE,W 27-6,,,,,,,,
24,1983,1983-12-11,15,25.172,DEN,,BAL,W 21-19,,,,,,,,
25,1983,1983-12-18,16,25.179,DEN,@,KAN,L 17-48,,,,,,,,
26,1984,1984-09-02,1,26.072,DEN,,CIN,W 20-17,0,0,,0,,,,
27,1984,1984-09-09,2,26.079,DEN,@,CHI,L 0-27,0,0,,0,,,,
28,1984,1984-09-16,3,26.086,DEN,@,CLE,W 24-14,0,0,,0,,,,
29,1984,1984-09-23,4,26.093,DEN,,KAN,W 21-0,0,0,,0,,,,
30,1984,1984-09-30,5,26.100,DEN,,RAI,W 16-13,0,0,,0,1.0,0,0,0
31,1984,1984-10-07,6,26.107,DEN,@,DET,W 28-7,0,0,,0,,,,
32,1984,1984-10-15,7,26.115,DEN,,GNB,W 17-14,1,16,16.00,0,0.0,0,0,0
33,1984,1984-10-21,8,26.121,DEN,@,BUF,W 37-7,0,0,,0,,,,
34,1984,1984-10-28,9,26.128,DEN,@,RAI,W 22-19,0,0,,0,,,,
35,1984,1984-11-04,10,26.135,DEN,,NWE,W 26-19,0,0,,0,,,,
36,1984,1984-11-11,11,26.142,DEN,@,SDG,W 16-13,0,0,,0,,,,
37,1984,1984-11-18,12,26.149,DEN,,MIN,W 42-21,0,0,,0,,,,
38,1984,1984-11-25,13,26.156,DEN,,SEA,L 24-27,0,0,,0,,,,
39,1984,1984-12-02,14,26.163,DEN,@,KAN,L 13-16,1,11,11.00,0,1.0,0,0,0
40,1984,1984-12-09,15,26.170,DEN,,SDG,W 16-13,0,0,,0,1.0,0,0,0
41,1984,1984-12-15,16,26.176,DEN,@,SEA,W 31-14,0,0,,0,,,,
42,1985,1985-09-08,1,27.078,DEN,@,RAM,L 16-20,,,,,,,,
43,1985,1985-09-15,2,27.085,DEN,,NOR,W 34-23,,,,,,,,
44,1985,1985-09-22,3,27.092,DEN,@,ATL,W 44-28,,,,,,,,
45,1985,1985-09-29,4,27.099,DEN,,MIA,L 26-30,,,,,,,,
46,1985,1985-10-13,6,27.113,DEN,@,IND,W 15-10,,,,,,,,
47,1985,1985-10-20,7,27.120,DEN,,SEA,W 13-10,,,,,,,,
48,1985,1985-10-27,8,27.127,DEN,@,KAN,W 30-10,,,,,,,,
49,1985,1985-11-03,9,27.134,DEN,@,SDG,L 10-30,,,,,,,,
50,1985,1985-11-11,10,27.142,DEN,,SFO,W 17-16,,,,,,,,
51,1985,1985-11-17,11,27.148,DEN,,SDG,W 30-24,,,,,,,,
52,1985,1985-11-24,12,27.155,DEN,@,RAI,L 28-31,,,,,,,,
53,1985,1985-12-01,13,27.162,DEN,@,PIT,W 31-23,,,,,,,,
54,1985,1985-12-08,14,27.169,DEN,,RAI,L 14-17,,,,,,,,
55,1985,1985-12-14,15,27.175,DEN,,KAN,W 14-13,,,,,,,,
56,1985,1985-12-20,16,27.181,DEN,@,SEA,W 27-24,,,,,,,,
57,1986,1986-09-07,1,28.077,DEN,,RAI,W 38-36,,,,,,,,
58,1986,1986-09-15,2,28.085,DEN,@,PIT,W 21-10,,,,,,,,
59,1986,1986-09-21,3,28.091,DEN,@,PHI,W 33-7,0,0,,0,1.0,0,0,0
60,1986,1986-09-28,4,28.098,DEN,,NWE,W 27-20,,,,,,,,
61,1986,1986-10-05,5,28.105,DEN,,DAL,W 29-14,,,,,,,,
62,1986,1986-10-12,6,28.112,DEN,@,SDG,W 31-14,,,,,,,,
63,1986,1986-10-20,7,28.120,DEN,@,NYJ,L 10-22,,,,,,,,
64,1986,1986-10-26,8,28.126,DEN,,SEA,W 20-13,,,,,,,,
65,1986,1986-11-02,9,28.133,DEN,@,RAI,W 21-10,0,0,,0,0.0,1,5,0
66,1986,1986-11-09,10,28.140,DEN,,SDG,L 3-9,,,,,,,,
67,1986,1986-11-16,11,28.147,DEN,,KAN,W 38-17,,,,,,,,
68,1986,1986-11-23,12,28.154,DEN,@,NYG,L 16-19,,,,,,,,
69,1986,1986-11-30,13,28.161,DEN,,CIN,W 34-28,,,,,,,,
70,1986,1986-12-07,14,28.168,DEN,@,KAN,L 10-37,,,,,,,,
71,1986,1986-12-13,15,28.174,DEN,,WAS,W 31-30,,,,,,,,
72,1986,1986-12-20,16,28.181,DEN,@,SEA,L 16-41,,,,,,,,
73,1987,1987-09-13,1,29.083,DEN,,SEA,W 40-17,,,,,,,,
74,1987,1987-09-20,2,29.090,DEN,@,GNB,T 17-17,,,,,,,,
75,1987,1987-10-26,6,29.126,DEN,@,MIN,L 27-34,,,,,,,,
76,1987,1987-11-01,7,29.132,DEN,,DET,W 34-0,,,,,,,,
77,1987,1987-11-08,8,29.139,DEN,@,BUF,L 14-21,,,,,,,,
78,1987,1987-11-16,9,29.147,DEN,,CHI,W 31-29,,,,,,,,
79,1987,1987-11-22,10,29.153,DEN,@,RAI,W 23-17,,,,,,,,
80,1987,1987-11-29,11,29.160,DEN,@,SDG,W 31-17,0,0,,0,0.0,1,10,0
81,1987,1987-12-06,12,29.167,DEN,,NWE,W 31-20,,,,,,,,
82,1987,1987-12-13,13,29.174,DEN,@,SEA,L 21-28,,,,,,,,
83,1987,1987-12-19,14,29.180,DEN,,KAN,W 20-17,,,,,,,,
84,1987,1987-12-27,15,29.188,DEN,,SDG,W 24-0,,,,,,,,
