ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,all_td,scoring
1,1980,1980-09-07,1,23.058,KAN,,OAK,L 14-27,1,2,2.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
2,1980,1980-09-14,2,23.065,KAN,,SEA,L 16-17,3,7,2.33,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
3,1980,1980-09-21,3,23.072,KAN,@,CLE,L 13-20,5,13,2.60,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
4,1980,1980-09-28,4,23.079,KAN,,SDG,L 7-24,2,6,3.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
5,1980,1980-10-12,6,23.093,KAN,,HOU,W 21-20,0,0,,0,2,10,5.00,0,0,0,,0,0,0,,0,0,,,0,0
6,1980,1980-11-09,10,23.121,KAN,@,SEA,W 31-30,3,5,1.67,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
7,1980,1980-11-16,11,23.128,KAN,@,SDG,L 7-20,1,4,4.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
8,1980,1980-11-23,12,23.135,KAN,@,STL,W 21-13,19,64,3.37,0,2,19,9.50,0,0,0,,0,0,0,,0,0,,,0,0
9,1980,1980-11-30,13,23.142,KAN,,CIN,L 6-20,9,31,3.44,0,6,32,5.33,0,0,0,,0,0,0,,0,0,,,0,0
10,1980,1980-12-07,14,23.149,KAN,,DEN,W 31-14,14,60,4.29,0,2,15,7.50,0,0,0,,0,0,0,,0,0,,,0,0
11,1980,1980-12-14,15,23.156,KAN,@,PIT,L 16-21,12,36,3.00,1,2,10,5.00,0,0,0,,0,0,0,,0,0,,,1,6
12,1980,1980-12-21,16,23.163,KAN,@,BAL,W 38-28,7,16,2.29,1,1,11,11.00,0,0,0,,0,0,0,,0,0,,,1,6
13,1981,1981-09-06,1,24.057,KAN,@,PIT,W 37-33,8,42,5.25,0,2,24,12.00,0,0,0,,0,0,0,,0,,,,0,0
14,1981,1981-09-13,2,24.064,KAN,,TAM,W 19-10,9,36,4.00,0,1,10,10.00,0,0,0,,0,0,0,,0,,,,0,0
15,1981,1981-09-20,3,24.071,KAN,,SDG,L 31-42,11,33,3.00,0,2,16,8.00,0,0,0,,0,0,0,,0,,,,0,0
16,1981,1981-09-27,4,24.078,KAN,@,SEA,W 20-14,9,34,3.78,0,1,9,9.00,0,0,0,,0,0,0,,0,,,,0,0
17,1981,1981-10-04,5,24.085,KAN,@,NWE,L 17-33,13,64,4.92,1,1,12,12.00,0,0,0,,0,0,0,,0,,,,1,6
18,1981,1981-10-11,6,24.092,KAN,,OAK,W 27-0,14,57,4.07,0,1,11,11.00,0,0,0,,0,0,0,,0,,,,0,0
19,1981,1981-10-18,7,24.099,KAN,,DEN,W 28-14,12,56,4.67,0,1,5,5.00,0,0,0,,0,0,0,,0,,,,0,0
20,1981,1981-10-25,8,24.106,KAN,@,OAK,W 28-17,10,31,3.10,0,1,6,6.00,0,0,0,,0,0,0,,0,,,,0,0
21,1981,1981-11-01,9,24.113,KAN,@,SDG,L 20-22,10,47,4.70,1,0,0,,0,0,0,,0,0,0,,0,,,,1,6
22,1981,1981-11-08,10,24.120,KAN,,CHI,L 13-16,6,18,3.00,0,1,5,5.00,0,0,0,,0,0,0,,0,,,,0,0
23,1981,1981-11-15,11,24.127,KAN,,HOU,W 23-10,12,47,3.92,0,1,2,2.00,0,0,1,0.00,0,0,1,0.0,0,0,0.00,-45.00,0,0
24,1981,1981-11-22,12,24.134,KAN,,SEA,W 40-13,10,106,10.60,0,2,27,13.50,0,0,0,,0,0,0,,0,,,,0,0
25,1981,1981-11-26,13,24.138,KAN,@,DET,L 10-27,5,16,3.20,0,2,24,12.00,0,0,0,,0,0,0,,0,,,,0,0
26,1981,1981-12-06,14,24.148,KAN,@,DEN,L 13-16,7,15,2.14,1,3,40,13.33,0,0,0,,0,0,0,,0,,,,1,6
27,1981,1981-12-13,15,24.155,KAN,,MIA,L 7-17,4,1,0.25,0,4,24,6.00,0,0,0,,0,0,0,,0,,,,0,0
28,1981,1981-12-20,16,24.162,KAN,@,MIN,W 10-6,0,0,,0,0,0,,0,0,0,,0,0,0,,0,,,,0,
29,1982,1982-09-12,1,25.063,KAN,@,BUF,L 9-14,0,0,,0,0,0,,0,,,,,,,,,,,,0,
30,1982,1982-09-19,2,25.070,KAN,,SDG,W 19-12,0,0,,0,1,3,3.00,0,0,0,,0,0,0,,,,,,0,0
31,1982,1982-11-21,3,25.133,KAN,@,NOR,L 17-27,0,0,,0,0,0,,0,,,,,,,,,,,,0,
32,1982,1982-11-28,4,25.140,KAN,@,RAM,L 14-20,2,-3,-1.50,0,1,6,6.00,0,0,0,,0,0,0,,,,,,0,0
33,1982,1982-12-05,5,25.147,KAN,@,PIT,L 14-35,0,0,,0,3,31,10.33,0,0,0,,0,0,0,,,,,,0,0
34,1982,1982-12-12,6,25.154,KAN,,RAI,L 16-21,5,13,2.60,0,2,10,5.00,0,0,0,,0,0,0,,,,,,0,0
35,1982,1982-12-19,7,25.161,KAN,@,DEN,W 37-16,13,49,3.77,0,2,9,4.50,0,0,0,,0,0,0,,,,,,0,0
36,1982,1982-12-26,8,25.168,KAN,,SFO,L 13-26,16,55,3.44,0,2,6,3.00,0,0,0,,0,0,0,,,,,,0,0
37,1982,1983-01-02,9,25.175,KAN,,NYJ,W 37-13,10,58,5.80,0,3,31,10.33,0,0,0,,0,0,0,,,,,,0,0
38,1983,1983-09-04,1,26.055,KAN,,SEA,W 17-13,2,10,5.00,0,0,0,,0,0,0,,0,0,0,,,,,,0,0
39,1983,1983-09-12,2,26.063,KAN,,SDG,L 14-17,0,0,,0,1,2,2.00,0,0,0,,0,0,0,,,,,,0,0
40,1983,1983-09-18,3,26.069,KAN,@,WAS,L 12-27,2,0,0.00,0,1,16,16.00,0,0,0,,0,0,0,,,,,,0,0
41,1983,1983-09-25,4,26.076,KAN,@,MIA,L 6-14,0,0,,0,0,0,,0,,,,,,,,,,,,0,
42,1983,1983-10-02,5,26.083,KAN,,STL,W 38-14,0,0,,0,0,0,,0,,,,,,,,,,,,0,
