ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,2006,2006-09-17,2,22.263,NYG,@,PHI,W 30-24,,1,1,4,4.00,0,100.0%,4.00,0,0,,0,0,0,,0,0,0,,0,0,0
2,2006,2006-12-03,12,22.340,NYG,,DAL,L 20-23,,1,1,10,10.00,0,100.0%,10.00,0,0,,0,0,0,,0,0,0,,0,0,0
3,2006,2006-12-10,13,22.347,NYG,@,CAR,W 27-13,,4,2,11,5.50,0,50.0%,2.75,0,0,,0,0,0,,0,0,0,,0,0,0
4,2006,2006-12-17,14,22.354,NYG,,PHI,L 22-36,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0
5,2006,2006-12-24,15,22.361,NYG,,NOR,L 7-30,,3,1,0,0.00,0,33.3%,0.00,0,0,,0,5,116,23.20,0,0,0,,0,0,0
6,2006,2006-12-30,16,23.002,NYG,@,WAS,W 34-28,,2,0,0,,0,0.0%,0.00,0,0,,0,5,78,15.60,0,0,0,,0,0,0
7,2007,2007-09-09,1,23.255,NYG,@,DAL,L 35-45,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0
8,2007,2007-09-16,2,23.262,NYG,,GNB,L 13-35,,3,0,0,,0,0.0%,0.00,1,4,4.00,0,0,0,,0,0,0,,0,0,0
9,2007,2007-09-23,3,23.269,NYG,@,WAS,W 24-17,,2,1,17,17.00,0,50.0%,8.50,0,0,,0,0,0,,0,0,0,,0,0,0
10,2007,2007-09-30,4,23.276,NYG,,PHI,W 16-3,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,0,0,0
