ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td
1,1950,1950-09-17,1,23.312,BAL,,WAS,L 14-38,11,31,2.82,0,1,11,11.00,0
2,1950,1950-09-24,2,23.319,BAL,,CLE,L 0-31,8,0,0.00,0,0,0,,0
3,1950,1950-10-22,5,23.347,BAL,@,RAM,L 27-70,5,5,1.00,0,2,76,38.00,0
4,1950,1950-10-29,6,23.354,BAL,@,SFO,L 14-17,6,13,2.17,0,0,0,,0
5,1950,1950-11-05,7,23.361,BAL,,GNB,W 41-21,9,8,0.89,0,5,95,19.00,0
6,1950,1950-11-19,9,24.010,BAL,,NYG,L 20-55,6,2,0.33,0,0,0,,0
7,1950,1950-11-26,10,24.017,BAL,@,WAS,L 28-38,0,0,,0,1,35,35.00,0
8,1950,1950-12-03,11,24.024,BAL,,DET,L 21-45,6,7,1.17,0,2,7,3.50,0
9,1951,1951-10-28,5,24.353,GNB,@,NYY,W 29-27,1,0,0.00,0,0,0,,0
10,1951,1951-11-11,7,25.002,GNB,@,PIT,L 7-28,0,0,,0,1,5,5.00,0
11,1951,1951-12-02,10,25.023,GNB,,NYY,L 28-31,4,4,1.00,0,0,0,,0
