ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1988,1988-09-04,1,23.014,NWE,,NYJ,W 28-3,0,0,,0,0,0,,0,1,24,24.00,0,0,0,,0,0,0
2,1988,1988-09-11,2,23.021,NWE,@,MIN,L 6-36,0,0,,0,0,0,,0,2,34,17.00,0,0,0,,0,0,0
3,1988,1988-09-18,3,23.028,NWE,,BUF,L 14-16,0,0,,0,0,0,,0,1,23,23.00,0,0,0,,0,0,0
4,1988,1988-09-25,4,23.035,NWE,@,HOU,L 6-31,0,0,,0,0,0,,0,3,81,27.00,0,0,0,,0,0,0
5,1988,1988-10-02,5,23.042,NWE,,IND,W 21-17,0,0,,0,0,0,,0,2,50,25.00,0,0,0,,0,0,0
6,1988,1988-10-09,6,23.049,NWE,@,GNB,L 3-45,1,21,21.00,0,0,0,,0,4,94,23.50,0,0,0,,0,0,0
7,1988,1988-10-16,7,23.056,NWE,,CIN,W 27-21,0,0,,0,,,,,0,0,,0,,,,,,
8,1988,1988-10-23,8,23.063,NWE,@,BUF,L 20-23,0,0,,0,0,0,,0,4,56,14.00,0,0,0,,0,0,0
9,1988,1988-10-30,9,23.070,NWE,,CHI,W 30-7,0,0,,0,,,,,0,0,,0,,,,,,
10,1988,1988-11-06,10,23.077,NWE,,MIA,W 21-10,0,0,,0,0,0,,0,3,74,24.67,0,0,0,,0,0,0
11,1988,1988-11-13,11,23.084,NWE,@,NYJ,W 14-13,0,0,,0,0,0,,0,2,38,19.00,0,0,0,,0,0,0
12,1988,1988-11-20,12,23.091,NWE,@,MIA,W 6-3,1,8,8.00,0,0,0,,0,2,39,19.50,0,0,0,,0,0,0
13,1988,1988-11-27,13,23.098,NWE,@,IND,L 21-24,0,0,,0,0,0,,0,2,108,54.00,1,0,0,,0,1,6
14,1988,1988-12-04,14,23.105,NWE,,SEA,W 13-7,0,0,,0,0,0,,0,2,48,24.00,0,0,0,,0,0,0
15,1988,1988-12-11,15,23.112,NWE,,TAM,W 10-7,0,0,,0,0,0,,0,1,34,34.00,0,0,0,,0,0,0
16,1988,1988-12-17,16,23.118,NWE,@,DEN,L 10-21,2,22,11.00,0,0,0,,0,2,32,16.00,0,0,0,,0,0,0
17,1989,1989-09-10,1,24.020,NWE,@,NYJ,W 27-24,0,0,,0,0,0,,0,3,76,25.33,0,0,0,,0,0,0
18,1989,1989-09-17,2,24.027,NWE,,MIA,L 10-24,0,0,,0,0,0,,0,3,83,27.67,0,0,0,,0,0,0
19,1989,1989-09-24,3,24.034,NWE,,SEA,L 3-24,2,16,8.00,0,0,0,,0,2,56,28.00,0,0,0,,0,0,0
20,1989,1989-10-01,4,24.041,NWE,@,BUF,L 10-31,1,19,19.00,0,0,0,,0,1,25,25.00,0,2,33,16.50,0,0,0
21,1989,1989-10-08,5,24.048,NWE,,HOU,W 23-13,1,16,16.00,0,0,0,,0,0,0,,0,1,28,28.00,0,0,0
22,1989,1989-10-15,6,24.055,NWE,@,ATL,L 15-16,3,60,20.00,0,0,0,,0,4,91,22.75,0,5,46,9.20,0,0,0
23,1989,1989-10-22,7,24.062,NWE,@,SFO,L 20-37,0,0,,0,1,7,7.00,0,3,96,32.00,0,1,14,14.00,0,0,0
24,1989,1989-10-29,8,24.069,NWE,@,IND,W 23-20,4,64,16.00,0,0,0,,0,3,55,18.33,0,4,15,3.75,0,0,0
25,1989,1989-11-05,9,24.076,NWE,,NYJ,L 26-27,1,37,37.00,0,0,0,,0,2,37,18.50,0,3,16,5.33,0,0,0
26,1989,1989-11-12,10,24.083,NWE,,NOR,L 24-28,1,17,17.00,0,1,13,13.00,0,3,65,21.67,0,3,12,4.00,0,0,0
27,1990,1990-09-09,1,25.019,NWE,,MIA,L 24-27,0,0,,0,0,0,,0,4,87,21.75,0,1,1,1.00,0,0,0
28,1990,1990-09-16,2,25.026,NWE,@,IND,W 16-14,0,0,,0,,,,,0,0,,0,0,0,,0,,
29,1990,1990-09-23,3,25.033,NWE,@,CIN,L 7-41,0,0,,0,0,0,,0,4,75,18.75,0,0,0,,0,0,0
30,1990,1990-09-30,4,25.040,NWE,,NYJ,L 13-37,0,0,,0,0,0,,0,2,43,21.50,0,0,0,,0,0,0
31,1990,1990-10-07,5,25.047,NWE,,SEA,L 20-33,0,0,,0,0,0,,0,1,11,11.00,0,0,0,,0,0,0
32,1990,1990-10-18,6,25.058,NWE,@,MIA,L 10-17,0,0,,0,0,0,,0,3,79,26.33,0,0,0,,0,0,0
33,1990,1990-10-28,7,25.068,NWE,,BUF,L 10-27,1,19,19.00,1,0,0,,0,2,29,14.50,0,0,0,,0,1,6
34,1990,1990-11-04,8,25.075,NWE,@,PHI,L 20-48,1,18,18.00,0,0,0,,0,5,103,20.60,0,0,0,,0,0,0
35,1990,1990-11-11,9,25.082,NWE,,IND,L 10-13,2,28,14.00,0,0,0,,0,3,68,22.67,0,0,0,,0,0,0
36,1990,1990-11-18,10,25.089,NWE,@,BUF,L 0-14,0,0,,0,0,0,,0,1,20,20.00,0,0,0,,0,0,0
37,1991,1991-09-22,4,26.032,NWE,,HOU,W 24-20,0,0,,0,0,0,,0,1,19,19.00,0,0,0,,0,0,0
38,1991,1991-09-29,5,26.039,NWE,@,PHO,L 10-24,0,0,,0,0,0,,0,2,49,24.50,0,0,0,,0,0,0
39,1991,1991-10-06,6,26.046,NWE,,MIA,L 10-20,0,0,,0,0,0,,0,4,92,23.00,0,0,0,,0,0,0
40,1991,1991-10-20,7,26.060,NWE,,MIN,W 26-23,0,0,,0,0,0,,0,1,18,18.00,0,0,0,,0,0,0
41,1991,1991-11-03,9,26.074,IND,,MIA,L 6-10,0,0,,0,,,,,0,0,,0,,,,,,
42,1991,1991-11-10,10,26.081,IND,@,NYJ,W 28-27,1,16,16.00,0,0,0,,0,2,47,23.50,0,0,0,,0,0,0
43,1991,1991-11-17,11,26.088,IND,,CHI,L 17-31,1,25,25.00,0,0,0,,0,3,69,23.00,0,0,0,,0,0,0
44,1991,1991-11-24,12,26.095,IND,@,GNB,L 10-14,1,5,5.00,0,0,0,,0,1,16,16.00,0,0,0,,0,0,0
45,1991,1991-12-01,13,26.102,IND,,CLE,L 0-31,0,0,,0,,,,,0,0,,0,,,,,,
