ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1962,1962-09-16,1,22.282,WAS,@,DAL,T 35-35,0,0,,0,0,0,,0,2,48,24.00,0,0,0
2,1962,1962-09-23,2,22.289,WAS,@,CLE,W 17-16,4,8,2.00,0,0,0,,0,0,0,,0,0,0
3,1962,1962-11-04,8,22.331,WAS,,DAL,L 10-38,2,11,5.50,0,1,8,8.00,0,0,0,,0,0,0
4,1962,1962-11-18,10,22.345,WAS,@,PIT,L 21-23,1,-6,-6.00,0,0,0,,0,0,0,,0,0,0
5,1962,1962-11-25,11,22.352,WAS,,NYG,L 24-42,9,3,0.33,0,3,54,18.00,0,1,26,26.00,0,0,0
6,1962,1962-12-02,12,22.359,WAS,,PHI,L 14-37,13,44,3.38,0,3,69,23.00,0,3,87,29.00,0,0,0
7,1962,1962-12-08,13,23.000,WAS,@,BAL,L 21-34,11,38,3.45,0,3,122,40.67,1,2,45,22.50,0,1,6
8,1962,1962-12-16,14,23.008,WAS,,PIT,L 24-27,9,14,1.56,0,0,0,,0,2,66,33.00,0,0,0
9,1963,1963-09-15,1,23.281,WAS,@,CLE,L 14-37,0,0,,0,0,0,,0,3,79,26.33,0,0,0
10,1963,1963-09-21,2,23.287,WAS,@,RAM,W 37-14,3,30,10.00,0,0,0,,0,0,0,,0,0,0
11,1963,1963-10-20,6,23.316,WAS,@,PIT,L 27-38,0,0,,0,0,0,,0,2,34,17.00,0,0,0
