ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs
1,2002,2002-11-28,12,23.238,DAL,,WAS,W 27-20,
2,2003,2003-09-07,1,24.156,DAL,,ATL,L 13-27,
3,2003,2003-09-28,3,24.177,DAL,@,NYJ,W 17-6,*
4,2003,2003-10-05,4,24.184,DAL,,ARI,W 24-7,
5,2003,2003-10-12,5,24.191,DAL,,PHI,W 23-21,
6,2003,2003-10-19,6,24.198,DAL,@,DET,W 38-7,
7,2003,2003-11-02,8,24.212,DAL,,WAS,W 21-14,*
8,2003,2003-11-09,9,24.219,DAL,,BUF,W 10-6,*
9,2003,2003-11-16,10,24.226,DAL,@,NWE,L 0-12,
10,2003,2003-11-23,11,24.233,DAL,,CAR,W 24-20,*
11,2003,2003-12-07,13,24.247,DAL,@,PHI,L 10-36,*
12,2003,2003-12-14,14,24.254,DAL,@,WAS,W 27-0,*
13,2003,2003-12-21,15,24.261,DAL,,NYG,W 19-3,*
14,2003,2003-12-28,16,24.268,DAL,@,NOR,L 7-13,*
15,2004,2004-09-12,1,25.161,DAL,@,MIN,L 17-35,
16,2004,2004-09-19,2,25.168,DAL,,CLE,W 19-12,
17,2004,2004-09-27,3,25.176,DAL,@,WAS,W 21-18,
18,2004,2004-10-10,4,25.189,DAL,,NYG,L 10-26,
19,2004,2004-10-17,5,25.196,DAL,,PIT,L 20-24,
20,2004,2004-10-24,6,25.203,DAL,@,GNB,L 20-41,
21,2004,2004-10-31,7,25.210,DAL,,DET,W 31-21,
22,2004,2004-11-07,8,25.217,DAL,@,CIN,L 3-26,
23,2004,2004-11-21,10,25.231,DAL,@,BAL,L 10-30,
24,2004,2004-11-25,11,25.235,DAL,,CHI,W 21-7,
25,2004,2004-12-19,14,25.259,DAL,@,PHI,L 7-12,*
26,2004,2004-12-26,15,25.266,DAL,,WAS,W 13-10,*
27,2004,2005-01-02,16,25.273,DAL,@,NYG,L 24-28,*
28,2005,2005-12-24,15,26.264,IND,@,SEA,L 13-28,
29,2005,2006-01-01,16,26.272,IND,,ARI,W 17-13,
