ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1968,1968-09-14,1,22.036,MIA,,HOU,L 10-24,3,8,2.67,0,0,0,,0,0,0,,0,0,0,,0,0,,,1,28,28.00,0,0,0
2,1968,1968-09-21,2,22.043,MIA,,OAK,L 21-47,5,15,3.00,0,5,41,8.20,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
3,1968,1968-09-28,3,22.050,MIA,,KAN,L 3-48,8,28,3.50,0,1,38,38.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
4,1968,1968-10-06,4,22.058,MIA,@,HOU,W 24-7,26,104,4.00,0,3,27,9.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
5,1968,1968-10-12,5,22.064,MIA,,BUF,T 14-14,10,29,2.90,1,1,11,11.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
6,1968,1968-10-20,6,22.072,MIA,@,CIN,W 24-22,21,97,4.62,0,1,12,12.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
7,1968,1968-10-27,7,22.079,MIA,@,DEN,L 14-21,9,14,1.56,0,3,59,19.67,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
8,1968,1968-11-03,8,22.086,MIA,@,SDG,L 28-34,8,9,1.13,1,3,28,9.33,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
9,1968,1968-11-10,9,22.093,MIA,@,BUF,W 21-17,23,111,4.83,1,1,5,5.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
10,1968,1968-11-17,10,22.100,MIA,,CIN,L 21-38,12,52,4.33,0,4,34,8.50,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
11,1968,1968-11-24,11,22.107,MIA,@,BOS,W 34-10,8,48,6.00,0,6,60,10.00,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0
12,1968,1968-12-01,12,22.114,MIA,@,NYJ,L 17-35,13,62,4.77,1,5,47,9.40,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
13,1968,1968-12-08,13,22.121,MIA,,BOS,W 38-7,7,22,3.14,0,7,48,6.86,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
14,1968,1968-12-15,14,22.128,MIA,,NYJ,L 7-31,12,22,1.83,0,4,12,3.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
15,1969,1969-09-14,1,23.036,MIA,@,CIN,L 21-27,15,47,3.13,1,3,65,21.67,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
16,1969,1969-09-20,2,23.042,MIA,@,OAK,L 17-20,23,76,3.30,2,4,93,23.25,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,12
17,1969,1969-09-28,3,23.050,MIA,@,HOU,L 10-22,14,46,3.29,0,1,38,38.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
18,1969,1969-10-04,4,23.056,MIA,,OAK,T 20-20,14,40,2.86,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
19,1969,1969-10-11,5,23.063,MIA,,SDG,L 14-21,11,29,2.64,1,5,36,7.20,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
20,1969,1969-10-19,6,23.071,MIA,@,KAN,L 10-17,4,15,3.75,0,1,11,11.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
21,1969,1969-10-26,7,23.078,MIA,,BUF,W 24-6,12,32,2.67,1,3,109,36.33,1,0,0,,0,0,0,,0,0,,,0,0,,0,2,12
22,1969,1969-11-02,8,23.085,MIA,@,NYJ,L 31-34,15,106,7.07,0,1,21,21.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
23,1969,1969-11-09,9,23.092,MIA,@,BOS,W 17-16,15,34,2.27,0,3,18,6.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
24,1969,1969-11-16,10,23.099,MIA,@,BUF,L 3-28,7,8,1.14,0,2,29,14.50,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
25,1969,1969-11-23,11,23.106,MIA,,HOU,L 7-32,6,12,2.00,0,3,5,1.67,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
26,1969,1969-11-30,12,23.113,MIA,,BOS,L 23-38,18,54,3.00,2,2,12,6.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,12
27,1969,1969-12-07,13,23.120,MIA,,DEN,W 27-24,20,71,3.55,1,1,6,6.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
28,1969,1969-12-14,14,23.127,MIA,,NYJ,L 9-27,6,5,0.83,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
29,1970,1970-09-20,1,24.042,MIA,@,BOS,L 14-27,8,28,3.50,1,5,99,19.80,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
30,1970,1970-09-27,2,24.049,MIA,@,HOU,W 20-10,19,52,2.74,0,1,19,19.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
31,1970,1970-10-03,3,24.055,MIA,,OAK,W 20-13,20,44,2.20,0,2,34,17.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
32,1970,1970-10-10,4,24.062,MIA,@,NYJ,W 20-6,26,66,2.54,0,2,17,8.50,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
