ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,sacks,def_int,def_int_yds,def_int_td
1,1988,1988-09-04,1,23.181,KAN,,CLE,L 3-6,,,,,,,,
2,1988,1988-09-11,2,23.188,KAN,@,SEA,L 10-31,,,,,,,,
3,1988,1988-09-18,3,23.195,KAN,,DEN,W 20-13,,,,,,,,
4,1988,1988-09-25,4,23.202,KAN,,SDG,L 23-24,,,,,,,,
5,1988,1988-10-02,5,23.209,KAN,@,NYJ,T 17-17,,,,,,,,
6,1988,1988-10-09,6,23.216,KAN,@,HOU,L 6-7,,,,,,,,
7,1988,1988-10-16,7,23.223,KAN,,RAI,L 17-27,,,,,,,,
8,1988,1988-11-13,11,23.251,KAN,,CIN,W 31-28,,,,,,,,
9,1988,1988-11-20,12,23.258,KAN,,SEA,W 27-24,,,,,,,,
10,1988,1988-11-27,13,23.265,KAN,@,PIT,L 10-16,,,,,,,,
11,1988,1988-12-04,14,23.272,KAN,,NYJ,W 38-34,,,,,,,,
12,1988,1988-12-11,15,23.279,KAN,@,NYG,L 12-28,,,,,,,,
13,1988,1988-12-18,16,23.286,KAN,@,SDG,L 13-24,,,,,,,,
14,1990,1990-10-21,6,25.228,WAS,,PHI,W 13-7,,,,,,,,
15,1990,1990-10-28,7,25.235,WAS,@,NYG,L 10-21,,,,,,,,
16,1990,1990-11-04,8,25.242,WAS,@,DET,W 41-38,,,,,,,,
17,1990,1990-11-12,9,25.250,WAS,@,PHI,L 14-28,,,,,,,,
18,1990,1990-11-18,10,25.256,WAS,,NOR,W 31-17,,,,,,,,
19,1990,1990-11-22,11,25.260,WAS,@,DAL,L 17-27,,,,,,,,
20,1990,1990-12-02,12,25.270,WAS,,MIA,W 42-20,,,,,,,,
21,1990,1990-12-09,13,25.277,WAS,,CHI,W 10-9,,,,,,,,
22,1990,1990-12-15,14,25.283,WAS,@,NWE,W 25-10,,,,,,,,
23,1990,1990-12-22,15,25.290,WAS,@,IND,L 28-35,,,,,,,,
24,1991,1991-09-01,1,26.178,WAS,,DET,W 45-0,0,0,,0,0.0,1,0,0
25,1991,1991-09-09,2,26.186,WAS,@,DAL,W 33-31,0,0,,0,1.0,0,0,0
26,1991,1991-09-15,3,26.192,WAS,,PHO,W 34-0,,,,,,,,
27,1991,1991-09-22,4,26.199,WAS,@,CIN,W 34-27,,,,,,,,
28,1991,1991-09-30,5,26.207,WAS,,PHI,W 23-0,,,,,,,,
29,1991,1991-10-06,6,26.213,WAS,@,CHI,W 20-7,,,,,,,,
30,1991,1991-10-27,8,26.234,WAS,@,NYG,W 17-13,,,,,,,,
31,1991,1991-11-03,9,26.241,WAS,,HOU,W 16-13,,,,,,,,
32,1991,1991-11-10,10,26.248,WAS,,ATL,W 56-17,0,0,,0,0.0,1,5,0
33,1991,1991-11-17,11,26.255,WAS,@,PIT,W 41-14,,,,,,,,
34,1991,1991-11-24,12,26.262,WAS,,DAL,L 21-24,,,,,,,,
35,1991,1991-12-01,13,26.269,WAS,@,RAM,W 27-6,,,,,,,,
36,1991,1991-12-08,14,26.276,WAS,@,PHO,W 20-14,,,,,,,,
37,1991,1991-12-15,15,26.283,WAS,,NYG,W 34-17,,,,,,,,
38,1991,1991-12-22,16,26.290,WAS,@,PHI,L 22-24,,,,,,,,
39,1992,1992-09-20,3,27.197,WAS,,DET,W 13-10,0,0,,0,,,,
40,1992,1992-10-04,4,27.211,WAS,@,PHO,L 24-27,0,0,,0,,,,
41,1992,1992-10-12,5,27.219,WAS,,DEN,W 34-3,0,0,,0,0.0,1,12,0
42,1992,1992-10-18,6,27.225,WAS,,PHI,W 16-12,0,0,,0,,,,
43,1992,1992-10-25,7,27.232,WAS,@,MIN,W 15-13,1,0,0.00,0,0.0,0,0,0
44,1992,1992-11-01,8,27.239,WAS,,NYG,L 7-24,0,0,,0,,,,
45,1992,1992-11-08,9,27.246,WAS,@,SEA,W 16-3,0,0,,0,,,,
46,1992,1992-11-15,10,27.253,WAS,@,KAN,L 16-35,0,0,,0,,,,
