ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2009,2009-09-13,1,23.193,SFO,@,ARI,W 20-16,,0,0,0.0,0,1
2,2009,2009-09-20,2,23.200,SFO,,SEA,W 23-10,,0,0,0.0,0,0
3,2009,2009-09-27,3,23.207,SFO,@,MIN,L 24-27,,0,0,0.0,0,0
4,2009,2009-10-04,4,23.214,SFO,,STL,W 35-0,,1,6,0.0,0,0
5,2009,2009-10-11,5,23.221,SFO,,ATL,L 10-45,,,,,,
6,2009,2009-10-25,6,23.235,SFO,@,HOU,L 21-24,,0,0,0.0,2,1
7,2009,2009-11-01,7,23.242,SFO,@,IND,L 14-18,,0,0,0.0,0,1
8,2009,2009-11-08,8,23.249,SFO,,TEN,L 27-34,,0,0,0.0,0,0
9,2009,2009-11-12,9,23.253,SFO,,CHI,W 10-6,,,,,,
10,2009,2009-11-22,10,23.263,SFO,@,GNB,L 24-30,,0,0,0.0,1,0
11,2009,2009-11-29,11,23.270,SFO,,JAX,W 20-3,,0,0,0.0,0,0
12,2009,2009-12-06,12,23.277,SFO,@,SEA,L 17-20,,0,0,0.0,0,1
13,2009,2009-12-14,13,23.285,SFO,,ARI,W 24-9,,0,0,0.0,0,0
14,2009,2009-12-20,14,23.291,SFO,@,PHI,L 13-27,,,,,,
15,2009,2009-12-27,15,23.298,SFO,,DET,W 20-6,,0,0,0.0,0,0
16,2009,2010-01-03,16,23.305,SFO,@,STL,W 28-6,,0,0,0.0,0,0
