ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs
1,2000,2000-10-23,7,23.132,NYJ,,MIA,W 40-37,
2,2001,2001-11-18,9,24.158,CLE,@,BAL,W 27-17,
3,2001,2001-11-25,10,24.165,CLE,,CIN,W 18-0,
4,2004,2004-11-07,8,27.147,NWE,@,STL,W 40-22,
5,2004,2004-11-14,9,27.154,NWE,,BUF,W 29-6,*
6,2004,2004-11-22,10,27.162,NWE,@,KAN,W 27-19,*
7,2004,2004-11-28,11,27.168,NWE,,BAL,W 24-3,
8,2004,2004-12-05,12,27.175,NWE,@,CLE,W 42-15,
9,2004,2004-12-12,13,27.182,NWE,,CIN,W 35-28,
10,2004,2004-12-20,14,27.190,NWE,@,MIA,L 28-29,
11,2004,2004-12-26,15,27.196,NWE,@,NYJ,W 23-7,
12,2004,2005-01-02,16,27.203,NWE,,SFO,W 21-7,
