ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,safety_md,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2005,2005-09-11,1,26.220,NYJ,@,KAN,L 7-27,,,,,,,
2,2005,2005-09-18,2,26.227,NYJ,,MIA,W 17-7,,,,,,,
3,2005,2005-09-25,3,26.234,NYJ,,JAX,L 20-26,,,,,,,
4,2005,2005-10-02,4,26.241,NYJ,@,BAL,L 3-13,,,,,,,
5,2005,2005-10-09,5,26.248,NYJ,,TAM,W 14-12,,,,,,,
6,2005,2005-10-16,6,26.255,NYJ,@,BUF,L 17-27,,,,,,,
7,2005,2005-10-24,7,26.263,NYJ,@,ATL,L 14-27,,,,,,,
8,2005,2005-11-06,8,26.276,NYJ,,SDG,L 26-31,,,,,,,
9,2005,2005-11-13,9,26.283,NYJ,@,CAR,L 3-30,,,,,,,
10,2005,2005-11-20,10,26.290,NYJ,@,DEN,L 0-27,,,,,,,
11,2005,2005-12-11,13,26.311,NYJ,,OAK,W 26-10,,,,,,,
12,2005,2005-12-18,14,26.318,NYJ,@,MIA,L 20-24,,,,,,,
13,2005,2005-12-26,15,26.326,NYJ,,NWE,L 21-31,,,,,,,
14,2005,2006-01-01,16,26.332,NYJ,,BUF,W 30-26,,,,,,,
15,2007,2007-09-09,1,28.218,NYJ,,NWE,L 14-38,,,,,,,
16,2007,2007-09-16,2,28.225,NYJ,@,BAL,L 13-20,,,,,,,
17,2007,2007-09-23,3,28.232,NYJ,,MIA,W 31-28,,,,,,,
18,2007,2007-09-30,4,28.239,NYJ,@,BUF,L 14-17,,,,,,,
19,2007,2007-10-07,5,28.246,NYJ,@,NYG,L 24-35,,,,,,,
20,2007,2007-10-14,6,28.253,NYJ,,PHI,L 9-16,,,,,,,
21,2007,2007-10-21,7,28.260,NYJ,@,CIN,L 31-38,,,,,,,
22,2007,2007-10-28,8,28.267,NYJ,,BUF,L 3-13,,,,,,,
23,2007,2007-11-04,9,28.274,NYJ,,WAS,L 20-23,,,,,,,
24,2007,2007-11-18,10,28.288,NYJ,,PIT,W 19-16,,,,,,,
25,2007,2007-11-22,11,28.292,NYJ,@,DAL,L 3-34,,,,,,,
26,2007,2007-12-02,12,28.302,NYJ,@,MIA,W 40-13,,,,,,,
27,2007,2007-12-09,13,28.309,NYJ,,CLE,L 18-24,*,,,,,,
28,2007,2007-12-16,14,28.316,NYJ,@,NWE,L 10-20,,,,,,,
29,2007,2007-12-23,15,28.323,NYJ,@,TEN,L 6-10,,,,,,,
30,2007,2007-12-30,16,28.330,NYJ,,KAN,W 13-10,,,,,,,
31,2008,2008-09-07,1,29.217,NYJ,@,MIA,W 20-14,,,0,0,0.0,1,0
32,2008,2008-09-14,2,29.224,NYJ,,NWE,L 10-19,,,0,0,0.0,2,0
33,2008,2008-09-22,3,29.232,NYJ,@,SDG,L 29-48,,,0,0,0.0,3,0
34,2008,2008-09-28,4,29.238,NYJ,,ARI,W 56-35,,,0,0,0.0,1,0
35,2008,2008-10-12,5,29.252,NYJ,,CIN,W 26-14,,,0,0,0.0,1,1
36,2008,2008-10-19,6,29.259,NYJ,@,OAK,L 13-16,,,0,0,0.0,1,0
37,2008,2008-10-26,7,29.266,NYJ,,KAN,W 28-24,,,0,0,0.0,1,1
38,2008,2008-11-02,8,29.273,NYJ,@,BUF,W 26-17,,,0,0,0.0,2,1
39,2008,2008-11-09,9,29.280,NYJ,,STL,W 47-3,,,,,,,
40,2008,2008-11-13,10,29.284,NYJ,@,NWE,W 34-31,,,0,0,0.5,1,2
41,2008,2008-11-23,11,29.294,NYJ,@,TEN,W 34-13,,,,,,,
42,2008,2008-11-30,12,29.301,NYJ,,DEN,L 17-34,,,0,0,0.0,0,2
43,2008,2008-12-07,13,29.308,NYJ,@,SFO,L 14-24,,,0,0,0.0,2,0
44,2008,2008-12-14,14,29.315,NYJ,,BUF,W 31-27,,,,,,,
45,2008,2008-12-21,15,29.322,NYJ,@,SEA,L 3-13,,,0,0,0.0,1,0
46,2008,2008-12-28,16,29.329,NYJ,,MIA,L 17-24,,,,,,,
47,2009,2009-09-13,1,30.222,NYJ,@,HOU,W 24-7,*,,,,,,
48,2009,2009-09-20,2,30.229,NYJ,,NWE,W 16-9,,,0,0,0.0,3,0
49,2009,2009-09-27,3,30.236,NYJ,,TEN,W 24-17,*,,0,0,0.0,2,0
50,2009,2009-10-04,4,30.243,NYJ,@,NOR,L 10-24,,,0,0,0.0,3,0
51,2009,2009-10-12,5,30.251,NYJ,@,MIA,L 27-31,*,,0,0,0.0,2,0
52,2009,2009-10-18,6,30.257,NYJ,,BUF,L 13-16,*,,0,0,0.0,5,4
53,2009,2009-10-25,7,30.264,NYJ,@,OAK,W 38-0,*,,0,0,0.0,1,1
54,2009,2009-11-01,8,30.271,NYJ,,MIA,L 25-30,*,,0,0,0.0,3,2
55,2009,2009-11-15,9,30.285,NYJ,,JAX,L 22-24,*,,0,0,0.0,1,1
56,2009,2009-11-22,10,30.292,NYJ,@,NWE,L 14-31,*,,0,0,0.0,2,2
57,2009,2009-11-29,11,30.299,NYJ,,CAR,W 17-6,*,,0,0,0.0,2,1
58,2009,2009-12-03,12,30.303,NYJ,@,BUF,W 19-13,*,,0,0,0.0,2,0
59,2009,2009-12-13,13,30.313,NYJ,@,TAM,W 26-3,*,,0,0,0.0,1,0
60,2009,2009-12-20,14,30.320,NYJ,,ATL,L 7-10,*,,0,0,0.0,4,0
61,2009,2009-12-27,15,30.327,NYJ,@,IND,W 29-15,*,,,,,,
62,2009,2010-01-03,16,30.334,NYJ,,CIN,W 37-0,*,,0,0,0.0,1,0
63,2010,2010-09-13,1,31.222,NYJ,,BAL,L 9-10,*,,0,0,0.0,4,3
64,2010,2010-09-19,2,31.228,NYJ,,NWE,W 28-14,*,,0,0,0.0,6,0
65,2010,2010-09-26,3,31.235,NYJ,@,MIA,W 31-23,*,,0,0,0.0,1,0
66,2010,2010-10-03,4,31.242,NYJ,@,BUF,W 38-14,*,,0,0,0.0,1,1
67,2010,2010-10-11,5,31.250,NYJ,,MIN,W 29-20,*,,0,0,0.0,2,3
68,2010,2010-10-17,6,31.256,NYJ,@,DEN,W 24-20,*,,0,0,1.0,4,0
69,2010,2010-10-31,7,31.270,NYJ,,GNB,L 0-9,*,,0,0,0.0,2,1
70,2010,2010-11-07,8,31.277,NYJ,@,DET,W 23-20,*,,0,0,0.0,2,2
