ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,safety_md,all_td,scoring,sacks,tackles_solo,tackles_assists
71,2010,2010-11-14,9,31.284,NYJ,@,CLE,W 26-20,*,,0,0,0.0,0,1
72,2010,2010-11-21,10,31.291,NYJ,,HOU,W 30-27,*,,0,0,0.0,1,1
73,2010,2010-11-25,11,31.295,NYJ,,CIN,W 26-10,*,,0,0,0.0,1,1
74,2010,2010-12-06,12,31.306,NYJ,@,NWE,L 3-45,*,,0,0,0.0,6,2
75,2010,2010-12-12,13,31.312,NYJ,,MIA,L 6-10,*,,0,0,1.0,7,3
76,2010,2010-12-19,14,31.319,NYJ,@,PIT,W 22-17,*,,0,0,0.0,3,0
77,2010,2010-12-26,15,31.326,NYJ,@,CHI,L 34-38,*,,0,0,0.0,1,0
78,2010,2011-01-02,16,31.333,NYJ,,BUF,W 38-7,,,,,,,
79,2011,2011-09-11,1,32.220,NYJ,,DAL,W 27-24,*,,0,0,0.0,1,0
80,2011,2011-09-18,2,32.227,NYJ,,JAX,W 32-3,*,,0,0,0.0,1,1
81,2011,2011-09-25,3,32.234,NYJ,@,OAK,L 24-34,*,,0,0,0.0,2,1
82,2011,2011-10-02,4,32.241,NYJ,@,BAL,L 17-34,*,,0,0,0.0,7,1
83,2011,2011-10-09,5,32.248,NYJ,@,NWE,L 21-30,,,0,0,0.0,0,2
84,2011,2011-10-17,6,32.256,NYJ,,MIA,W 24-6,*,,0,0,0.0,2,0
85,2011,2011-10-23,7,32.262,NYJ,,SDG,W 27-21,*,,0,0,0.0,0,2
86,2011,2011-11-06,8,32.276,NYJ,@,BUF,W 27-11,*,,0,0,0.0,4,3
87,2011,2011-11-13,9,32.283,NYJ,,NWE,L 16-37,*,,0,0,0.0,3,2
88,2011,2011-11-17,10,32.287,NYJ,@,DEN,L 13-17,*,,0,0,0.0,6,1
89,2011,2011-11-27,11,32.297,NYJ,,BUF,W 28-24,*,,0,0,0.0,4,0
90,2011,2011-12-04,12,32.304,NYJ,@,WAS,W 34-19,*,,0,0,0.0,3,1
91,2011,2011-12-11,13,32.311,NYJ,,KAN,W 37-10,*,1,0,2,1.0,2,1
92,2011,2011-12-18,14,32.318,NYJ,@,PHI,L 19-45,*,,,,,,
93,2011,2011-12-24,15,32.324,NYJ,,NYG,L 14-29,*,,0,0,0.0,3,1
94,2011,2012-01-01,16,32.332,NYJ,@,MIA,L 17-19,*,,0,0,0.0,3,0
95,2012,2012-09-16,2,33.226,NYJ,@,PIT,L 10-27,*,,0,0,1.0,1,1
96,2012,2012-09-23,3,33.233,NYJ,@,MIA,W 23-20,*,,0,0,0.0,3,0
97,2012,2012-09-30,4,33.240,NYJ,,SFO,L 0-34,*,,0,0,0.0,3,0
98,2012,2012-10-28,8,33.268,NYJ,,MIA,L 9-30,*,,,,,,
99,2012,2012-11-11,9,33.282,NYJ,@,SEA,L 7-28,*,,0,0,0.0,2,4
100,2012,2012-11-18,10,33.289,NYJ,@,STL,W 27-13,*,,0,0,0.0,2,0
101,2012,2012-11-22,11,33.293,NYJ,,NWE,L 19-49,,,0,0,0.0,1,0
102,2012,2012-12-02,12,33.303,NYJ,,ARI,W 7-6,,,0,0,0.0,1,2
103,2012,2012-12-09,13,33.310,NYJ,@,JAX,W 17-10,*,,0,0,0.0,2,1
104,2012,2012-12-17,14,33.318,NYJ,@,TEN,L 10-14,*,,0,0,0.0,2,0
105,2012,2012-12-23,15,33.324,NYJ,,SDG,L 17-27,*,,0,0,0.0,3,0
106,2012,2012-12-30,16,33.331,NYJ,@,BUF,L 9-28,*,,0,0,0.0,0,1
