ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,def_int,def_int_yds,def_int_td
1,1966,1966-11-13,9,23.239,NYJ,@,BUF,L 3-14,0,0,,0,2,7,3.50,0,0,0,0
2,1966,1966-11-20,10,23.246,NYJ,,MIA,W 30-13,2,41,20.50,0,0,0,,0,0,0,0
3,1966,1966-11-27,11,23.253,NYJ,,KAN,L 24-32,2,32,16.00,0,0,0,,0,0,0,0
4,1966,1966-12-03,12,23.259,NYJ,@,OAK,T 28-28,2,41,20.50,0,1,15,15.00,0,0,0,0
5,1966,1966-12-11,13,23.267,NYJ,@,SDG,L 27-42,2,49,24.50,0,1,1,1.00,0,0,0,0
6,1966,1966-12-17,14,23.273,NYJ,,BOS,W 38-28,2,40,20.00,0,1,0,0.00,0,0,0,0
7,1967,1967-10-15,5,24.210,NYJ,,HOU,T 28-28,1,21,21.00,0,0,0,,0,0,0,0
8,1967,1967-10-22,6,24.217,NYJ,@,MIA,W 33-14,2,42,21.00,0,2,4,2.00,0,0,0,0
9,1967,1967-10-29,7,24.224,NYJ,,BOS,W 30-23,4,91,22.75,0,3,7,2.33,0,0,0,0
10,1967,1967-11-05,8,24.231,NYJ,@,KAN,L 18-42,3,60,20.00,0,0,0,,0,0,0,0
11,1967,1967-11-12,9,24.238,NYJ,,BUF,W 20-10,2,46,23.00,0,2,17,8.50,0,0,0,0
12,1967,1967-11-19,10,24.245,NYJ,@,BOS,W 29-24,1,25,25.00,0,1,6,6.00,0,0,0,0
13,1967,1967-12-03,11,24.259,NYJ,,DEN,L 24-33,5,128,25.60,0,3,31,10.33,0,0,0,0
14,1967,1967-12-17,13,24.273,NYJ,@,OAK,L 29-38,4,92,23.00,0,2,11,5.50,0,0,0,0
15,1967,1967-12-24,14,24.280,NYJ,@,SDG,W 42-31,1,16,16.00,0,3,7,2.33,0,0,0,0
16,1968,1968-09-15,1,25.180,NYJ,@,KAN,W 20-19,3,44,14.67,0,0,0,,0,0,0,0
17,1968,1968-09-22,2,25.187,NYJ,@,BOS,W 47-31,2,39,19.50,0,2,25,12.50,0,1,16,0
18,1968,1968-09-29,3,25.194,NYJ,@,BUF,L 35-37,4,169,42.25,0,0,0,,0,0,0,0
19,1968,1968-10-05,4,25.200,NYJ,,SDG,W 23-20,2,39,19.50,0,0,0,,0,0,0,0
20,1968,1968-10-13,5,25.208,NYJ,,DEN,L 13-21,2,52,26.00,0,3,21,7.00,0,0,0,0
21,1968,1968-10-20,6,25.215,NYJ,@,HOU,W 20-14,3,78,26.00,0,2,19,9.50,0,0,0,0
22,1968,1968-10-27,7,25.222,NYJ,,BOS,W 48-14,0,0,,0,1,0,0.00,0,0,0,0
23,1968,1968-11-17,10,25.243,NYJ,@,OAK,L 32-43,5,96,19.20,0,2,11,5.50,0,0,0,0
24,1968,1968-11-24,11,25.250,NYJ,@,SDG,W 37-15,1,35,35.00,0,1,1,1.00,0,0,0,0
25,1968,1968-12-01,12,25.257,NYJ,,MIA,W 35-17,0,0,,0,1,0,0.00,0,0,0,0
26,1968,1968-12-08,13,25.264,NYJ,,CIN,W 27-14,1,17,17.00,0,0,0,,0,0,0,0
27,1968,1968-12-15,14,25.271,NYJ,@,MIA,W 31-7,2,30,15.00,0,1,39,39.00,0,0,0,0
