ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1988,1988-09-04,1,24.037,GNB,,RAM,L 7-34,0,0,,0,0,0,,0,0,0,,0,0,
2,1988,1988-09-11,2,24.044,GNB,,TAM,L 10-13,2,-1,-0.50,0,2,16,8.00,0,0,0,,0,0,0
3,1988,1988-09-18,3,24.051,GNB,@,MIA,L 17-24,3,14,4.67,0,2,19,9.50,0,0,0,,0,0,0
4,1988,1988-09-25,4,24.058,GNB,,CHI,L 6-24,1,0,0.00,0,1,8,8.00,0,0,0,,0,0,0
5,1988,1988-10-02,5,24.065,GNB,@,TAM,L 24-27,0,0,,0,0,0,,0,0,0,,0,0,
6,1988,1988-10-09,6,24.072,GNB,,NWE,W 45-3,4,12,3.00,0,3,22,7.33,0,0,0,,0,0,0
7,1988,1988-10-16,7,24.079,GNB,@,MIN,W 34-14,18,54,3.00,1,2,41,20.50,0,1,12,12.00,0,1,6
8,1988,1988-10-23,8,24.086,GNB,,WAS,L 17-20,10,34,3.40,0,4,78,19.50,2,2,44,22.00,0,2,12
9,1988,1988-10-30,9,24.093,GNB,@,BUF,L 0-28,6,16,2.67,0,3,21,7.00,0,3,28,9.33,0,0,0
10,1988,1988-11-06,10,24.100,GNB,@,ATL,L 0-20,7,20,2.86,0,5,35,7.00,0,2,50,25.00,0,0,0
11,1988,1988-11-13,11,24.107,GNB,,IND,L 13-20,6,7,1.17,0,0,0,,0,2,51,25.50,0,0,0
12,1988,1988-11-20,12,24.114,GNB,,DET,L 9-19,5,9,1.80,0,8,59,7.38,0,3,38,12.67,0,0,0
13,1988,1988-11-27,13,24.121,GNB,@,CHI,L 0-16,5,9,1.80,0,0,0,,0,1,14,14.00,0,0,0
14,1988,1988-12-04,14,24.128,GNB,@,DET,L 14-30,2,5,2.50,0,7,40,5.71,0,2,38,19.00,0,0,0
15,1988,1988-12-11,15,24.135,GNB,,MIN,W 18-6,7,7,1.00,1,1,9,9.00,0,1,20,20.00,0,1,6
16,1988,1988-12-18,16,24.142,GNB,@,PHO,W 26-17,7,9,1.29,1,1,4,4.00,0,2,48,24.00,0,1,6
17,1989,1989-09-10,1,25.043,GNB,,TAM,L 21-23,2,12,6.00,0,6,49,8.17,0,0,0,,0,0,0
18,1989,1989-09-17,2,25.050,GNB,,NOR,W 35-34,1,-3,-3.00,0,3,27,9.00,0,0,0,,0,0,0
19,1989,1989-09-24,3,25.057,GNB,@,RAM,L 38-41,5,23,4.60,0,6,75,12.50,0,0,0,,0,0,0
20,1989,1989-10-01,4,25.064,GNB,,ATL,W 23-21,3,8,2.67,0,3,43,14.33,0,0,0,,0,0,0
21,1989,1989-10-08,5,25.071,GNB,,DAL,W 31-13,1,7,7.00,0,4,42,10.50,0,0,0,,0,0,0
22,1989,1989-10-15,6,25.078,GNB,@,MIN,L 14-26,3,36,12.00,0,3,23,7.67,0,0,0,,0,0,0
23,1989,1989-10-22,7,25.085,GNB,@,MIA,L 20-23,1,3,3.00,0,5,34,6.80,0,0,0,,0,0,0
24,1989,1989-10-29,8,25.092,GNB,,DET,W 23-20,2,10,5.00,0,5,59,11.80,0,0,0,,0,0,0
25,1989,1989-11-05,9,25.099,GNB,,CHI,W 14-13,2,11,5.50,0,4,41,10.25,0,0,0,,0,0,0
26,1989,1989-11-12,10,25.106,GNB,@,DET,L 22-31,4,11,2.75,0,5,35,7.00,0,0,0,,0,0,0
27,1989,1989-11-19,11,25.113,GNB,@,SFO,W 21-17,2,0,0.00,0,1,13,13.00,0,0,0,,0,0,0
28,1989,1989-11-26,12,25.120,GNB,,MIN,W 20-19,3,15,5.00,0,3,8,2.67,0,2,38,19.00,0,0,0
29,1989,1989-12-03,13,25.127,GNB,@,TAM,W 17-16,3,16,5.33,0,2,17,8.50,0,0,0,,0,0,0
30,1989,1989-12-10,14,25.134,GNB,,KAN,L 3-21,0,0,,0,0,0,,0,0,0,,0,0,
31,1989,1989-12-17,15,25.141,GNB,@,CHI,W 40-28,10,116,11.60,1,5,43,8.60,0,0,0,,0,1,6
32,1989,1989-12-24,16,25.148,GNB,@,DAL,W 20-10,4,8,2.00,0,4,18,4.50,0,0,0,,0,0,0
33,1990,1990-09-09,1,26.042,GNB,,RAM,W 36-24,0,0,,0,0,0,,0,,,,,0,
34,1990,1990-09-16,2,26.049,GNB,,CHI,L 13-31,7,40,5.71,1,2,15,7.50,0,0,0,,0,1,6
35,1990,1990-09-23,3,26.056,GNB,,KAN,L 3-17,3,14,4.67,0,3,18,6.00,0,0,0,,0,0,0
36,1990,1990-09-30,4,26.063,GNB,@,DET,W 24-21,2,8,4.00,0,5,31,6.20,0,0,0,,0,0,0
37,1990,1990-10-07,5,26.070,GNB,@,CHI,L 13-27,1,1,1.00,0,0,0,,0,0,0,,0,0,0
38,1990,1990-10-14,6,26.077,GNB,@,TAM,L 14-26,1,1,1.00,0,3,28,9.33,0,0,0,,0,0,0
39,1990,1990-10-28,7,26.091,GNB,,MIN,W 24-10,8,48,6.00,0,1,25,25.00,0,0,0,,0,0,0
40,1990,1990-11-04,8,26.098,GNB,,SFO,L 20-24,2,3,1.50,0,0,0,,0,0,0,,0,0,0
41,1990,1990-11-11,9,26.105,GNB,@,RAI,W 29-16,2,2,1.00,0,0,0,,0,0,0,,0,0,0
42,1990,1990-11-18,10,26.112,GNB,@,PHO,W 24-21,5,32,6.40,0,1,7,7.00,0,0,0,,0,0,0
