ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,sacks
30,1993,1993-11-14,9,26.088,GNB,@,NOR,W 19-17,,0,0,,0,
31,1993,1993-11-21,10,26.095,GNB,,DET,W 26-17,,0,0,,0,
32,1993,1993-11-28,11,26.102,GNB,,TAM,W 13-10,,0,0,,0,1.0
33,1993,1993-12-05,12,26.109,GNB,@,CHI,L 17-30,,0,0,,0,1.0
34,1993,1993-12-12,13,26.116,GNB,@,SDG,W 20-13,,0,0,,0,1.0
35,1993,1993-12-19,14,26.123,GNB,,MIN,L 17-21,,1,9,9.00,0,0.0
36,1993,1993-12-26,15,26.130,GNB,,RAI,W 28-0,,0,0,,0,2.5
37,1993,1994-01-02,16,26.137,GNB,@,DET,L 20-30,,0,0,,0,
38,1994,1994-09-04,1,27.017,GNB,,MIN,W 16-10,,0,0,,0,
39,1994,1994-09-11,2,27.024,GNB,,MIA,L 14-24,,0,0,,0,
40,1994,1994-09-18,3,27.031,GNB,@,PHI,L 7-13,,0,0,,0,
41,1994,1994-09-25,4,27.038,GNB,,TAM,W 30-3,,0,0,,0,
42,1994,1994-10-02,5,27.045,GNB,@,NWE,L 16-17,,1,14,14.00,0,0.0
43,1994,1994-10-09,6,27.052,GNB,,RAM,W 24-17,,0,0,,0,
44,1994,1994-10-20,7,27.063,GNB,@,MIN,L 10-13,,1,16,16.00,0,0.0
45,1994,1994-10-31,8,27.074,GNB,@,CHI,W 33-6,,0,0,,0,
46,1994,1994-11-06,9,27.080,GNB,,DET,W 38-30,,0,0,,0,
47,1994,1994-11-13,10,27.087,GNB,,NYJ,W 17-10,,0,0,,0,
48,1994,1994-11-20,11,27.094,GNB,@,BUF,L 20-29,,0,0,,0,
49,1994,1994-11-24,12,27.098,GNB,@,DAL,L 31-42,,0,0,,0,
50,1994,1994-12-04,13,27.108,GNB,@,DET,L 31-34,,1,13,13.00,0,0.0
51,1994,1994-12-11,14,27.115,GNB,,CHI,W 40-3,,0,0,,0,
52,1994,1994-12-18,15,27.122,GNB,,ATL,W 21-17,,0,0,,0,
53,1994,1994-12-24,16,27.128,GNB,@,TAM,W 34-19,,1,14,14.00,0,0.0
54,1995,1995-09-03,1,28.016,GNB,,STL,L 14-17,,0,0,,0,
55,1995,1995-09-11,2,28.024,GNB,@,CHI,W 27-24,,0,0,,0,
56,1995,1995-09-17,3,28.030,GNB,,NYG,W 14-6,,0,0,,0,
57,1995,1995-09-24,4,28.037,GNB,@,JAX,W 24-14,,0,0,,0,
58,1995,1995-10-08,5,28.051,GNB,@,DAL,L 24-34,,0,0,,0,
59,1995,1995-10-15,6,28.058,GNB,,DET,W 30-21,,0,0,,0,
60,1995,1995-10-22,7,28.065,GNB,,MIN,W 38-21,,0,0,,0,
61,1995,1995-10-29,8,28.072,GNB,@,DET,L 16-24,,0,0,,0,
62,1995,1995-11-05,9,28.079,GNB,@,MIN,L 24-27,,0,0,,0,
63,1995,1995-11-12,10,28.086,GNB,,CHI,W 35-28,,1,17,17.00,0,0.0
64,1995,1995-11-19,11,28.093,GNB,@,CLE,W 31-20,,0,0,,0,
65,1995,1995-11-26,12,28.100,GNB,,TAM,W 35-13,,0,0,,0,
66,1995,1995-12-03,13,28.107,GNB,,CIN,W 24-10,,0,0,,0,
67,1995,1995-12-10,14,28.114,GNB,@,TAM,L 10-13,,0,0,,0,
68,1995,1995-12-16,15,28.120,GNB,@,NOR,W 34-23,,0,0,,0,
69,1995,1995-12-24,16,28.128,GNB,,PIT,W 24-19,,0,0,,0,
70,1996,1996-09-01,1,29.014,JAX,,PIT,W 24-9,,,,,,
71,1996,1996-09-08,2,29.021,JAX,,HOU,L 27-34,,,,,,
72,1996,1996-09-15,3,29.028,JAX,@,OAK,L 3-17,,0,0,,0,1.0
73,1996,1996-09-22,4,29.035,JAX,@,NWE,L 25-28,,,,,,
74,1996,1996-09-29,5,29.042,JAX,,CAR,W 24-14,,,,,,
75,1996,1996-10-06,6,29.049,JAX,@,NOR,L 13-17,,,,,,
76,1996,1996-10-13,7,29.056,JAX,,NYJ,W 21-17,,,,,,
77,1996,1996-10-20,8,29.063,JAX,@,STL,L 14-17,,,,,,
78,1996,1996-10-27,9,29.070,JAX,@,CIN,L 21-28,,,,,,
79,1996,1996-11-10,10,29.084,MIA,,IND,W 37-13,,,,,,
80,1996,1996-11-17,11,29.091,JAX,@,PIT,L 3-28,,,,,,
81,1996,1996-11-24,12,29.098,NWE,,IND,W 27-13,,,,,,
82,1996,1996-12-01,13,29.105,JAX,,CIN,W 30-27,,,,,,
83,1996,1996-12-08,14,29.112,JAX,@,HOU,W 23-17,,,,,,
84,1996,1996-12-15,15,29.119,JAX,,SEA,W 20-13,,,,,,
85,1996,1996-12-22,16,29.126,JAX,,ATL,W 19-17,,,,,,
86,1997,1997-08-31,1,30.013,MIA,,IND,W 16-10,,,,,,
87,1997,1997-09-07,2,30.020,JAX,,NYG,W 40-13,,,,,,
88,1997,1997-09-22,3,30.035,JAX,,PIT,W 30-21,,,,,,
89,1998,1998-09-06,1,31.019,JAX,@,CHI,W 24-23,,,,,,
90,1998,1998-09-13,2,31.026,JAX,,KAN,W 21-16,,,,,,
91,1998,1998-09-27,4,31.040,JAX,@,TEN,W 27-22,,,,,,
92,1998,1998-10-12,5,31.055,JAX,,MIA,W 28-21,,,,,,
93,1998,1998-10-18,6,31.061,JAX,@,BUF,L 16-17,,,,,,
94,1998,1998-10-25,7,31.068,JAX,@,DEN,L 24-37,,,,,,
95,1998,1998-11-08,9,31.082,JAX,,CIN,W 24-11,,,,,,
96,1998,1998-11-15,10,31.089,JAX,,TAM,W 29-24,,,,,,
97,1998,1998-11-22,11,31.096,JAX,@,PIT,L 15-30,,,,,,
98,1998,1998-11-29,12,31.103,JAX,@,CIN,W 34-17,,,,,,
99,1998,1998-12-06,13,31.110,JAX,,DET,W 37-22,,0,0,,0,0.5
100,1998,1998-12-13,14,31.117,JAX,,TEN,L 13-16,,,,,,
101,1998,1998-12-20,15,31.124,JAX,@,MIN,L 10-50,,,,,,
102,1998,1998-12-28,16,31.132,JAX,,PIT,W 21-3,,,,,,
103,1999,1999-09-12,1,32.025,CLE,,PIT,L 0-43,*,,,,,
104,1999,1999-09-19,2,32.032,CLE,@,TEN,L 9-26,*,,,,,
105,1999,1999-10-03,4,32.046,CLE,,NWE,L 7-19,,,,,,
106,1999,1999-10-10,5,32.053,CLE,,CIN,L 17-18,*,,,,,
107,1999,1999-10-17,6,32.060,CLE,@,JAX,L 7-24,*,,,,,
108,1999,1999-10-24,7,32.067,CLE,@,STL,L 3-34,*,,,,,
109,1999,1999-10-31,8,32.074,CLE,@,NOR,W 21-16,*,,,,,
110,1999,1999-11-07,9,32.081,CLE,,BAL,L 9-41,*,,,,,
111,1999,1999-11-14,10,32.088,CLE,@,PIT,W 16-15,*,,,,,
112,1999,1999-11-21,11,32.095,CLE,,CAR,L 17-31,*,,,,,
