ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring
1,1991,1991-09-08,2,22.025,DET,,GNB,W 23-14,,,,,,,,,
2,1991,1991-09-22,4,22.039,DET,@,IND,W 33-24,,,,,,,,,
3,1992,1992-09-06,1,23.023,DET,@,CHI,L 24-27,,0,0,,0,0.0%,,,
4,1992,1992-09-13,2,23.030,DET,,MIN,W 31-17,,0,0,,0,0.0%,,,
5,1992,1992-09-20,3,23.037,DET,@,WAS,L 10-13,1,0,0,,0,0.0%,0.00,,
6,1992,1992-09-27,4,23.044,DET,,TAM,L 23-27,4,2,34,17.00,0,50.0%,8.50,0,0
7,1992,1992-10-04,5,23.051,DET,,NOR,L 7-13,2,1,14,14.00,0,50.0%,7.00,0,0
8,1992,1992-12-13,14,23.121,DET,,CLE,W 24-14,1,1,19,19.00,1,100.0%,19.00,1,6
9,1992,1992-12-20,15,23.128,DET,,CHI,W 16-3,,0,0,,0,0.0%,,,
10,1992,1992-12-28,16,23.136,DET,@,SFO,L 6-24,,0,0,,0,0.0%,,,
