ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,two_pt_md,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2014,2014-09-07,1,20.347,NOR,@,ATL,L 34-37,,8,7,77,11.00,1,87.5%,9.63,1,18,18.00,0,0,0,,0,0,0,,0,,1,6,0.0,0,0
2,2014,2014-09-14,2,20.354,NOR,@,CLE,L 24-26,*,6,3,17,5.67,0,50.0%,2.83,2,31,15.50,0,0,0,,0,1,-2,-2.00,0,,0,0,0.0,0,0
3,2014,2014-09-21,3,20.361,NOR,,MIN,W 20-9,*,10,8,74,9.25,0,80.0%,7.40,0,0,,0,0,0,,0,1,-3,-3.00,0,,0,0,0.0,0,0
4,2014,2014-09-28,4,21.003,NOR,@,DAL,L 17-38,*,6,5,31,6.20,0,83.3%,5.17,0,0,,0,0,0,,0,2,15,7.50,0,,0,0,0.0,0,0
5,2014,2014-10-05,5,21.010,NOR,,TAM,W 37-31,*,11,9,56,6.22,0,81.8%,5.09,2,15,7.50,0,1,12,12.00,0,1,0,0.00,0,,0,0,0.0,0,0
6,2014,2014-10-19,6,21.024,NOR,@,DET,L 23-24,*,3,2,23,11.50,0,66.7%,7.67,0,0,,0,0,0,,0,1,15,15.00,0,,0,0,0.0,0,0
7,2014,2014-10-26,7,21.031,NOR,,GNB,W 44-23,*,7,6,94,15.67,1,85.7%,13.43,1,4,4.00,1,0,0,,0,0,0,,0,,2,12,0.0,0,0
8,2014,2014-10-30,8,21.035,NOR,@,CAR,W 28-10,*,3,3,38,12.67,0,100.0%,12.67,0,0,,0,0,0,,0,2,2,1.00,0,,0,0,0.0,0,0
9,2014,2014-11-09,9,21.045,NOR,,SFO,L 24-27,,8,5,90,18.00,1,62.5%,11.25,0,0,,0,0,0,,0,1,4,4.00,0,,1,6,0.0,2,0
10,2014,2014-11-16,10,21.052,NOR,,CIN,L 10-27,,7,5,50,10.00,0,71.4%,7.14,1,5,5.00,0,0,0,,0,1,4,4.00,0,,0,0,0.0,0,0
11,2015,2015-09-13,1,21.353,NOR,@,ARI,L 19-31,*,8,4,49,12.25,0,50.0%,6.13,1,4,4.00,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
12,2015,2015-09-20,2,21.360,NOR,,TAM,L 19-26,*,7,5,62,12.40,0,71.4%,8.86,1,-4,-4.00,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
13,2015,2015-09-27,3,22.002,NOR,@,CAR,L 22-27,*,8,7,79,11.29,0,87.5%,9.88,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
14,2015,2015-10-04,4,22.009,NOR,,DAL,W 26-20,*,8,4,25,6.25,0,50.0%,3.13,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
15,2015,2015-10-11,5,22.016,NOR,@,PHI,L 17-39,*,9,5,107,21.40,1,55.6%,11.89,0,0,,0,0,0,,0,0,0,,0,,1,6,0.0,0,0
16,2015,2015-10-15,6,22.020,NOR,,ATL,W 31-21,,5,4,41,10.25,0,80.0%,8.20,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
17,2015,2015-10-25,7,22.030,NOR,@,IND,W 27-21,*,13,6,81,13.50,0,46.2%,6.23,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
18,2015,2015-11-01,8,22.037,NOR,,NYG,W 52-49,,8,6,88,14.67,2,75.0%,11.00,1,-3,-3.00,0,0,0,,0,0,0,,0,,2,12,0.0,0,0
19,2015,2015-11-08,9,22.044,NOR,,TEN,L 28-34,*,6,4,71,17.75,1,66.7%,11.83,0,0,,0,0,0,,0,0,0,,0,,1,6,0.0,0,0
20,2015,2015-11-15,10,22.051,NOR,@,WAS,L 14-47,*,8,5,98,19.60,2,62.5%,12.25,1,11,11.00,0,0,0,,0,0,0,,0,,2,12,0.0,0,0
21,2015,2015-11-29,11,22.065,NOR,@,HOU,L 6-24,*,8,5,35,7.00,0,62.5%,4.38,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
22,2015,2015-12-06,12,22.072,NOR,,CAR,L 38-41,*,10,6,104,17.33,1,60.0%,10.40,0,0,,0,0,0,,0,0,0,,0,,1,6,0.0,0,0
23,2015,2015-12-13,13,22.079,NOR,@,TAM,W 24-17,*,5,3,29,9.67,0,60.0%,5.80,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
24,2015,2015-12-21,14,22.087,NOR,,DET,L 27-35,,13,10,124,12.40,1,76.9%,9.54,0,0,,0,0,0,,0,2,12,6.00,0,,1,6,0.0,0,0
25,2015,2015-12-27,15,22.093,NOR,,JAX,W 38-27,*,7,5,123,24.60,1,71.4%,17.57,4,10,2.50,0,0,0,,0,0,0,,0,,1,6,0.0,0,0
26,2015,2016-01-03,16,22.100,NOR,@,ATL,W 20-17,*,6,5,22,4.40,0,83.3%,3.67,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
27,2016,2016-09-11,1,22.352,NOR,,OAK,L 34-35,*,9,6,143,23.83,2,66.7%,15.89,1,11,11.00,0,0,0,,0,0,0,,0,,2,12,0.0,0,0
28,2016,2016-09-18,2,22.359,NOR,@,NYG,L 13-16,,9,7,68,9.71,0,77.8%,7.56,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
29,2016,2016-09-26,3,23.001,NOR,,ATL,L 32-45,,8,2,13,6.50,0,25.0%,1.63,1,6,6.00,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
30,2016,2016-10-02,4,23.007,NOR,@,SDG,W 35-34,*,6,3,31,10.33,0,50.0%,5.17,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
31,2016,2016-10-16,5,23.021,NOR,,CAR,W 41-38,*,9,7,173,24.71,1,77.8%,19.22,1,2,2.00,0,0,0,,0,0,0,,0,,1,6,0.0,0,0
32,2016,2016-10-23,6,23.028,NOR,@,KAN,L 21-27,*,9,7,58,8.29,1,77.8%,6.44,0,0,,0,0,0,,0,0,0,,0,,1,6,0.0,0,0
33,2016,2016-10-30,7,23.035,NOR,,SEA,W 25-20,*,6,4,44,11.00,1,66.7%,7.33,0,0,,0,0,0,,0,0,0,,0,,1,6,0.0,0,0
34,2016,2016-11-06,8,23.042,NOR,@,SFO,W 41-23,,6,5,66,13.20,0,83.3%,11.00,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
35,2016,2016-11-13,9,23.049,NOR,,DEN,L 23-25,*,5,3,98,32.67,1,60.0%,19.60,0,0,,0,0,0,,0,1,2,2.00,0,,1,6,0.0,0,0
36,2016,2016-11-17,10,23.053,NOR,@,CAR,L 20-23,*,8,7,42,6.00,0,87.5%,5.25,2,7,3.50,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
37,2016,2016-11-27,11,23.063,NOR,,LAR,W 49-21,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
38,2016,2016-12-04,12,23.070,NOR,,DET,L 13-28,*,9,7,73,10.43,0,77.8%,8.11,1,4,4.00,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
39,2016,2016-12-11,13,23.077,NOR,@,TAM,L 11-16,*,10,5,61,12.20,0,50.0%,6.10,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
40,2016,2016-12-18,14,23.084,NOR,@,ARI,W 48-41,,8,7,186,26.57,2,87.5%,23.25,0,0,,0,0,0,,0,0,0,,0,,2,12,0.0,0,0
41,2016,2016-12-24,15,23.090,NOR,,TAM,W 31-24,*,9,5,98,19.60,0,55.6%,10.89,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
42,2016,2017-01-01,16,23.098,NOR,@,ATL,L 32-38,*,6,3,19,6.33,0,50.0%,3.17,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
43,2017,2017-09-07,1,23.347,NWE,,KAN,L 27-42,*,7,3,88,29.33,0,42.9%,12.57,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
44,2017,2017-09-17,2,23.357,NWE,@,NOR,W 36-20,,4,2,37,18.50,0,50.0%,9.25,2,6,3.00,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
45,2017,2017-09-24,3,23.364,NWE,,HOU,W 36-33,*,7,5,131,26.20,2,71.4%,18.71,0,0,,0,0,0,,0,0,0,,0,1,2,14,0.0,0,0
46,2017,2017-10-01,4,24.006,NWE,,CAR,L 30-33,*,6,3,38,12.67,0,50.0%,6.33,1,4,4.00,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
47,2017,2017-10-05,5,24.010,NWE,@,TAM,W 19-14,*,8,5,85,17.00,0,62.5%,10.63,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
48,2017,2017-10-15,6,24.020,NWE,@,NYJ,W 24-17,*,9,6,93,15.50,0,66.7%,10.33,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
49,2017,2017-10-22,7,24.027,NWE,,ATL,W 23-7,*,5,4,65,16.25,1,80.0%,13.00,0,0,,0,0,0,,0,0,0,,0,,1,6,0.0,0,0
