ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,two_pt_md,all_td,scoring,sacks,tackles_solo,tackles_assists
17,2010,2010-11-07,8,25.286,NWE,@,CLE,L 14-34,,9,54,6.00,0,5,2,38,19.00,0,40.0%,7.60,0,0,,0,,0,0,0.0,0,0
18,2010,2010-11-14,9,25.293,NWE,@,PIT,W 39-26,,4,11,2.75,0,3,2,22,11.00,0,66.7%,7.33,0,0,,0,,0,0,0.0,0,0
19,2010,2010-11-21,10,25.300,NWE,,IND,W 31-28,,7,69,9.86,1,4,4,21,5.25,0,100.0%,5.25,0,0,,0,,1,6,0.0,0,0
20,2010,2010-11-25,11,25.304,NWE,@,DET,W 45-24,,8,32,4.00,0,2,2,13,6.50,0,100.0%,6.50,0,0,,0,,0,0,0.0,0,0
21,2010,2010-12-06,12,25.315,NWE,,NYJ,W 45-3,*,2,11,5.50,0,4,4,104,26.00,0,100.0%,26.00,0,0,,0,,0,0,0.0,0,0
22,2010,2010-12-12,13,25.321,NWE,@,CHI,W 36-7,*,7,21,3.00,1,3,2,1,0.50,0,66.7%,0.33,0,0,,0,,1,6,0.0,0,0
23,2010,2010-12-19,14,25.328,NWE,,GNB,W 31-27,,9,59,6.56,0,2,1,12,12.00,0,50.0%,6.00,0,0,,0,,0,0,0.0,0,0
24,2010,2010-12-26,15,25.335,NWE,@,BUF,W 34-3,,13,93,7.15,1,4,3,32,10.67,0,75.0%,8.00,0,0,,0,,1,6,0.0,0,0
25,2010,2011-01-02,16,25.342,NWE,,MIA,W 38-7,,2,19,9.50,0,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
26,2011,2011-09-12,1,26.230,NWE,@,MIA,W 38-24,*,14,69,4.93,0,1,1,6,6.00,0,100.0%,6.00,0,0,,0,,0,0,0.0,0,0
27,2011,2011-09-18,2,26.236,NWE,,SDG,W 35-21,*,4,12,3.00,0,2,2,15,7.50,0,100.0%,7.50,0,0,,0,1,0,2,0.0,0,0
28,2011,2011-09-25,3,26.243,NWE,@,BUF,L 31-34,,6,21,3.50,0,5,3,20,6.67,0,60.0%,4.00,0,0,,0,,0,0,0.0,1,1
29,2011,2011-10-02,4,26.250,NWE,@,OAK,W 31-19,,2,13,6.50,0,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
30,2011,2011-10-16,6,26.264,NWE,,DAL,W 20-16,,4,7,1.75,0,3,2,22,11.00,0,66.7%,7.33,0,0,,0,,0,0,0.0,1,0
31,2011,2011-10-30,7,26.278,NWE,@,PIT,L 17-25,,0,0,,0,0,0,0,,0,0.0%,,4,74,18.50,0,,0,0,0.0,0,0
32,2011,2011-11-06,8,26.285,NWE,,NYG,L 20-24,,7,26,3.71,0,6,3,34,11.33,0,50.0%,5.67,2,41,20.50,0,,0,0,0.0,0,0
33,2011,2011-11-13,9,26.292,NWE,@,NYJ,W 37-16,,7,38,5.43,0,3,1,6,6.00,0,33.3%,2.00,2,42,21.00,0,,0,0,0.0,0,0
34,2011,2011-11-21,10,26.300,NWE,,KAN,W 34-3,,5,27,5.40,0,4,2,28,14.00,0,50.0%,7.00,1,18,18.00,0,,0,0,0.0,0,1
35,2011,2011-11-27,11,26.306,NWE,@,PHI,W 38-20,,4,20,5.00,0,0,0,0,,0,0.0%,,3,77,25.67,0,,0,0,0.0,0,0
36,2011,2011-12-04,12,26.313,NWE,,IND,W 31-24,,4,12,3.00,0,1,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0.0,0,0
37,2011,2011-12-11,13,26.320,NWE,@,WAS,W 34-27,*,8,41,5.13,0,3,1,4,4.00,0,33.3%,1.33,2,39,19.50,0,,0,0,0.0,0,0
38,2011,2011-12-18,14,26.327,NWE,@,DEN,W 41-23,,7,40,5.71,1,1,1,12,12.00,0,100.0%,12.00,0,0,,0,,1,6,0.0,0,0
39,2011,2011-12-24,15,26.333,NWE,,MIA,W 27-24,*,4,20,5.00,0,0,0,0,,0,0.0%,,3,83,27.67,0,,0,0,0.0,0,0
40,2011,2012-01-01,16,26.341,NWE,,BUF,W 49-21,,1,5,5.00,0,2,2,10,5.00,0,100.0%,5.00,3,63,21.00,0,1,0,2,0.0,0,0
41,2012,2012-09-09,1,27.228,NWE,@,TEN,W 34-13,,6,20,3.33,0,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
42,2012,2012-09-16,2,27.235,NWE,,ARI,L 18-20,,8,18,2.25,0,1,1,12,12.00,0,100.0%,12.00,0,0,,0,,0,0,0.0,0,0
43,2012,2012-09-23,3,27.242,NWE,@,BAL,L 30-31,,15,34,2.27,1,2,1,9,9.00,0,50.0%,4.50,0,0,,0,,1,6,0.0,0,0
44,2012,2012-09-30,4,27.249,NWE,@,BUF,W 52-28,,0,0,,0,2,2,23,11.50,1,100.0%,11.50,0,0,,0,,1,6,0.0,0,0
45,2012,2012-10-07,5,27.256,NWE,,DEN,W 31-21,*,7,47,6.71,0,1,1,25,25.00,0,100.0%,25.00,0,0,,0,,0,0,0.0,0,0
46,2012,2012-10-14,6,27.263,NWE,@,SEA,L 23-24,,4,25,6.25,0,5,5,46,9.20,0,100.0%,9.20,2,43,21.50,0,,0,0,0.0,0,0
47,2012,2012-10-21,7,27.270,NWE,,NYJ,W 29-26,,6,17,2.83,0,4,4,29,7.25,0,100.0%,7.25,0,0,,0,,0,0,0.0,0,0
48,2012,2012-10-28,8,27.277,NWE,@,STL,W 45-7,,2,3,1.50,0,7,5,56,11.20,0,71.4%,8.00,0,0,,0,,0,0,0.0,0,0
49,2012,2012-11-11,9,27.291,NWE,,BUF,W 37-31,,1,15,15.00,1,6,4,46,11.50,1,66.7%,7.67,0,0,,0,,2,12,0.0,0,0
50,2012,2012-11-18,10,27.298,NWE,,IND,W 59-24,,,,,,,,,,,0.0%,,,,,,,,,,,
51,2012,2012-11-22,11,27.302,NWE,@,NYJ,W 49-19,,2,8,4.00,0,1,1,11,11.00,0,100.0%,11.00,0,0,,0,,0,0,0.0,0,0
52,2012,2012-12-02,12,27.312,NWE,@,MIA,W 23-16,,6,24,4.00,0,3,2,15,7.50,0,66.7%,5.00,0,0,,0,,0,0,0.0,0,0
53,2012,2012-12-10,13,27.320,NWE,,HOU,W 42-14,,1,4,4.00,0,3,2,34,17.00,0,66.7%,11.33,0,0,,0,,0,0,0.0,0,0
54,2012,2012-12-16,14,27.326,NWE,,SFO,L 34-41,,12,61,5.08,2,10,5,23,4.60,0,50.0%,2.30,0,0,,0,,2,12,0.0,0,0
55,2012,2012-12-23,15,27.333,NWE,@,JAX,W 23-16,,3,7,2.33,0,5,2,38,19.00,1,40.0%,7.60,0,0,,0,,1,6,0.0,0,0
56,2012,2012-12-30,16,27.340,NWE,,MIA,W 28-0,*,3,18,6.00,0,5,5,79,15.80,0,100.0%,15.80,0,0,,0,,0,0,0.0,0,0
57,2013,2013-09-09,1,28.227,SDG,,HOU,L 28-31,,0,0,,0,3,2,16,8.00,0,66.7%,5.33,0,0,,0,,0,0,0.0,0,0
58,2013,2013-09-15,2,28.233,SDG,@,PHI,W 33-30,,9,27,3.00,0,9,8,37,4.63,0,88.9%,4.11,0,0,,0,,0,0,0.0,0,0
59,2013,2013-09-22,3,28.240,SDG,@,TEN,L 17-20,*,5,31,6.20,0,9,7,55,7.86,0,77.8%,6.11,0,0,,0,,0,0,0.0,0,0
60,2013,2013-09-29,4,28.247,SDG,,DAL,W 30-21,,5,32,6.40,0,7,5,54,10.80,2,71.4%,7.71,1,18,18.00,0,,2,12,0.0,0,0
61,2013,2013-10-06,5,28.254,SDG,@,OAK,L 17-27,*,9,17,1.89,0,9,9,58,6.44,1,100.0%,6.44,2,46,23.00,0,,1,6,0.0,1,0
62,2013,2013-10-14,6,28.262,SDG,,IND,W 19-9,,9,36,4.00,0,5,5,47,9.40,0,100.0%,9.40,0,0,,0,,0,0,0.0,0,0
63,2013,2013-10-20,7,28.268,SDG,@,JAX,W 24-6,,9,29,3.22,1,4,4,47,11.75,0,100.0%,11.75,0,0,,0,,1,6,0.0,0,0
64,2013,2013-11-03,8,28.282,SDG,@,WAS,L 24-30,,7,21,3.00,0,12,9,77,8.56,0,75.0%,6.42,0,0,,0,,0,0,0.0,0,0
65,2013,2013-11-10,9,28.289,SDG,,DEN,L 20-28,,6,27,4.50,0,5,4,17,4.25,1,80.0%,3.40,0,0,,0,,1,6,0.0,0,0
66,2013,2013-11-17,10,28.296,SDG,@,MIA,L 16-20,,5,21,4.20,0,2,2,16,8.00,0,100.0%,8.00,2,43,21.50,0,,0,0,0.0,1,0
67,2013,2013-11-24,11,28.303,SDG,@,KAN,W 41-38,,6,25,4.17,1,4,4,45,11.25,1,100.0%,11.25,5,137,27.40,0,,2,12,0.0,0,0
68,2013,2013-12-01,12,28.310,SDG,,CIN,L 10-17,,7,22,3.14,0,3,2,13,6.50,0,66.7%,4.33,1,16,16.00,0,,0,0,0.0,0,0
69,2013,2013-12-08,13,28.317,SDG,,NYG,W 37-14,,7,42,6.00,0,5,4,52,13.00,1,80.0%,10.40,0,0,,0,,1,6,0.0,0,0
70,2013,2013-12-12,14,28.321,SDG,@,DEN,W 27-20,,9,29,3.22,0,1,1,13,13.00,0,100.0%,13.00,0,0,,0,,0,0,0.0,0,0
71,2013,2013-12-22,15,28.331,SDG,,OAK,W 26-13,,8,52,6.50,0,3,3,16,5.33,0,100.0%,5.33,1,2,2.00,0,,0,0,0.0,0,0
72,2013,2013-12-29,16,28.338,SDG,,KAN,W 27-24,,5,18,3.60,0,7,7,42,6.00,0,100.0%,6.00,0,0,,0,,0,0,0.0,0,0
73,2014,2014-09-08,1,29.226,SDG,@,ARI,L 17-18,,6,5,0.83,0,1,1,6,6.00,0,100.0%,6.00,0,0,,0,,0,0,0.0,1,0
74,2014,2014-09-14,2,29.232,SDG,,SEA,W 30-21,,8,32,4.00,0,5,4,28,7.00,0,80.0%,5.60,0,0,,0,,0,0,0.0,0,0
75,2014,2014-09-21,3,29.239,SDG,@,BUF,W 22-10,,1,1,1.00,0,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
76,2015,2015-09-13,1,30.231,SDG,,DET,W 33-28,,13,43,3.31,2,6,3,19,6.33,0,50.0%,3.17,0,0,,0,,2,12,0.0,0,0
77,2015,2015-09-20,2,30.238,SDG,@,CIN,L 19-24,,7,36,5.14,0,6,6,68,11.33,0,100.0%,11.33,0,0,,0,,0,0,0.0,0,0
78,2015,2015-09-27,3,30.245,SDG,@,MIN,L 14-31,,5,11,2.20,0,4,3,32,10.67,0,75.0%,8.00,0,0,,0,,0,0,0.0,0,0
79,2015,2015-10-04,4,30.252,SDG,,CLE,W 30-27,,8,54,6.75,0,4,4,84,21.00,0,100.0%,21.00,0,0,,0,,0,0,0.0,0,0
80,2015,2015-10-12,5,30.260,SDG,,PIT,L 20-24,,4,10,2.50,0,7,5,66,13.20,0,71.4%,9.43,0,0,,0,,0,0,0.0,0,0
81,2015,2015-10-18,6,30.266,SDG,@,GNB,L 20-27,,7,8,1.14,0,7,5,63,12.60,0,71.4%,9.00,0,0,,0,,0,0,0.0,0,0
82,2015,2015-10-25,7,30.273,SDG,,OAK,L 29-37,,5,26,5.20,0,12,11,75,6.82,2,91.7%,6.25,0,0,,0,,2,12,0.0,0,0
83,2015,2015-11-01,8,30.280,SDG,@,BAL,L 26-29,,3,9,3.00,0,3,2,36,18.00,0,66.7%,12.00,0,0,,0,,0,0,0.0,0,0
84,2015,2015-11-09,9,30.288,SDG,,CHI,L 19-22,,6,33,5.50,0,10,6,78,13.00,1,60.0%,7.80,0,0,,0,,1,6,0.0,0,0
85,2015,2015-11-22,10,30.301,SDG,,KAN,L 3-33,,6,7,1.17,0,2,1,9,9.00,0,50.0%,4.50,0,0,,0,,0,0,0.0,0,0
86,2015,2015-11-29,11,30.308,SDG,@,JAX,W 31-25,,4,8,2.00,0,6,6,39,6.50,0,100.0%,6.50,0,0,,0,,0,0,0.0,0,0
87,2015,2015-12-06,12,30.315,SDG,,DEN,L 3-17,*,3,10,3.33,0,7,3,24,8.00,0,42.9%,3.43,0,0,,0,,0,0,0.0,0,0
88,2015,2015-12-13,13,30.322,SDG,@,KAN,L 3-10,,3,5,1.67,0,6,3,8,2.67,0,50.0%,1.33,0,0,,0,,0,0,0.0,0,0
89,2015,2015-12-20,14,30.329,SDG,,MIA,W 30-14,,8,10,1.25,1,6,6,50,8.33,3,100.0%,8.33,0,0,,0,,4,24,0.0,0,0
90,2015,2015-12-24,15,30.333,SDG,@,OAK,L 20-23,,11,55,5.00,0,10,8,53,6.63,0,80.0%,5.30,0,0,,0,,0,0,0.0,0,0
91,2015,2016-01-03,16,30.343,SDG,@,DEN,L 20-27,,5,11,2.20,0,10,8,51,6.38,0,80.0%,5.10,0,0,,0,,0,0,0.0,0,0
92,2016,2016-09-11,1,31.230,SDG,@,KAN,L 27-33,*,16,89,5.56,0,7,5,31,6.20,1,71.4%,4.43,0,0,,0,,1,6,0.0,0,0
93,2016,2016-09-18,2,31.237,SDG,,JAX,W 38-14,,3,27,9.00,0,1,1,4,4.00,0,100.0%,4.00,0,0,,0,,0,0,0.0,0,0
94,2017,2017-09-10,1,32.228,BAL,@,CIN,W 20-0,,1,4,4.00,0,3,3,33,11.00,0,100.0%,11.00,0,0,,0,,0,0,0.0,0,0
95,2017,2017-11-19,10,32.298,BAL,@,GNB,W 23-0,,1,2,2.00,0,6,5,21,4.20,0,83.3%,3.50,0,0,,0,,0,0,0.0,0,0
96,2017,2017-11-27,11,32.306,BAL,,HOU,W 23-16,,4,22,5.50,0,4,4,23,5.75,0,100.0%,5.75,0,0,,0,,0,0,0.0,0,0
97,2017,2017-12-03,12,32.312,BAL,,DET,W 44-20,,3,9,3.00,0,2,2,14,7.00,0,100.0%,7.00,0,0,,0,,0,0,0.0,0,0
98,2017,2017-12-10,13,32.319,BAL,@,PIT,L 38-39,,2,7,3.50,0,5,4,29,7.25,0,80.0%,5.80,0,0,,0,,0,0,0.0,0,0
99,2017,2017-12-17,14,32.326,BAL,@,CLE,W 27-10,,1,1,1.00,0,7,6,31,5.17,0,85.7%,4.43,0,0,,0,,0,0,0.0,0,0
100,2017,2017-12-23,15,32.332,BAL,,IND,W 23-16,,1,8,8.00,0,6,5,33,6.60,0,83.3%,5.50,0,0,,0,,0,0,0.0,0,0
101,2017,2017-12-31,16,32.340,BAL,,CIN,L 27-31,,1,3,3.00,0,6,4,16,4.00,0,66.7%,2.67,0,0,,0,,0,0,0.0,0,0
