ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,sacks,def_int,def_int_yds,def_int_td
26,1991,1991-10-27,8,28.259,NOR,,CHI,L 17-20,,,,,,,,,
27,1991,1991-11-03,9,28.266,NOR,@,RAM,W 24-17,,,,,,,,,
28,1991,1991-11-10,10,28.273,NOR,,SFO,W 10-3,,,,,,,,,
29,1991,1991-11-17,11,28.280,NOR,@,SDG,L 21-24,,,,,,,,,
30,1991,1991-11-24,12,28.287,NOR,,ATL,L 20-23,,0,0,,0,0.0,1,0,0
31,1991,1991-12-01,13,28.294,NOR,@,SFO,L 24-38,,,,,,,,,
32,1991,1991-12-08,14,28.301,NOR,@,DAL,L 14-23,,,,,,,,,
33,1991,1991-12-16,15,28.309,NOR,,RAI,W 27-0,,,,,,,,,
34,1991,1991-12-22,16,28.315,NOR,@,PHO,W 27-3,,,,,,,0,14,0
35,1992,1992-09-06,1,29.209,KAN,@,SDG,W 24-10,,0,0,,0,1.0,1,0,0
36,1992,1992-09-13,2,29.216,KAN,,SEA,W 26-7,,,,,,,,,
37,1992,1992-09-20,3,29.223,KAN,@,HOU,L 20-23,,0,0,,0,0.0,2,26,0
38,1992,1992-09-28,4,29.231,KAN,,RAI,W 27-7,,,,,,,,,
39,1992,1992-10-04,5,29.237,KAN,@,DEN,L 19-20,,,,,,,,,
40,1992,1992-10-11,6,29.244,KAN,,PHI,W 24-17,,,,,,,,,
41,1992,1992-10-18,7,29.251,KAN,@,DAL,L 10-17,,,,,,,,,
42,1992,1992-10-25,8,29.258,KAN,,PIT,L 3-27,,,,,,,,,
43,1992,1992-11-08,9,29.272,KAN,,SDG,W 16-14,,,,,,,,,
44,1992,1992-11-15,10,29.279,KAN,,WAS,W 35-16,,,,,,,,,
45,1992,1992-11-22,11,29.286,KAN,@,SEA,W 24-14,,,,,,,,,
46,1992,1992-11-29,12,29.293,KAN,@,NYJ,W 23-7,,,,,,,,,
47,1992,1992-12-06,13,29.300,KAN,@,RAI,L 7-28,,,,,,,,,
48,1992,1992-12-13,14,29.307,KAN,,NWE,W 27-20,,0,0,,0,0.5,0,0,0
49,1992,1992-12-19,15,29.313,KAN,@,NYG,L 21-35,,,,,,,,,
50,1992,1992-12-27,16,29.321,KAN,,DEN,W 42-20,,0,0,,0,0.0,1,0,0
51,1993,1993-09-05,1,30.207,KAN,@,TAM,W 27-3,,,,,,,,,
52,1993,1993-09-12,2,30.214,KAN,@,HOU,L 0-30,,0,0,,0,0.5,0,0,0
53,1993,1993-09-20,3,30.222,KAN,,DEN,W 15-7,,,,,,,,,
54,1993,1993-10-03,4,30.235,KAN,,RAI,W 24-9,,,,,,,,,
55,1993,1993-10-10,5,30.242,KAN,,CIN,W 17-15,,,,,,,,,
56,1993,1993-10-17,6,30.249,KAN,@,SDG,W 17-14,,,,,,,,,
57,1993,1993-10-31,7,30.263,KAN,@,MIA,L 10-30,,,,,,,,,
58,1993,1993-11-08,8,30.271,KAN,,GNB,W 23-16,,,,,,,,,
59,1993,1993-11-14,9,30.277,KAN,@,RAI,W 31-20,,,,,,,,,
60,1993,1993-11-21,10,30.284,KAN,,CHI,L 17-19,,,,,,,,,
61,1993,1993-11-28,11,30.291,KAN,,BUF,W 23-7,,,,,,,,,
62,1993,1993-12-05,12,30.298,KAN,@,SEA,W 31-16,,,,,,,,,
63,1993,1993-12-12,13,30.305,KAN,@,DEN,L 21-27,,,,,,,,,
64,1993,1993-12-19,14,30.312,KAN,,SDG,W 28-24,,,,,,,,,
65,1993,1993-12-26,15,30.319,KAN,@,MIN,L 10-30,,,,,,,,,
66,1993,1994-01-02,16,30.326,KAN,,SEA,W 34-24,,,,,,,,,
67,1994,1994-09-04,1,31.206,CLE,@,CIN,W 28-20,,,,,,,,,
68,1994,1994-09-11,2,31.213,CLE,,PIT,L 10-17,,,,,,,,,
69,1994,1994-09-18,3,31.220,CLE,,ARI,W 32-0,,,,,,,,,
70,1994,1994-09-25,4,31.227,CLE,@,IND,W 21-14,,,,,,,,,
71,1994,1994-10-02,5,31.234,CLE,,NYJ,W 27-7,,,,,,,,,
72,1994,1994-10-13,6,31.245,CLE,@,HOU,W 11-8,,,,,,,,,
73,1994,1994-10-23,7,31.255,CLE,,CIN,W 37-13,,,,,,,,,
74,1994,1994-10-30,8,31.262,CLE,@,DEN,L 14-26,,,,,,,,,
75,1994,1994-11-06,9,31.269,CLE,,NWE,W 13-6,,,,,,,,,
76,1994,1994-11-13,10,31.276,CLE,@,PHI,W 26-7,,0,0,,0,1.0,0,0,0
77,1994,1994-11-20,11,31.283,CLE,@,KAN,L 13-20,,,,,,,,,
78,1994,1994-11-27,12,31.290,CLE,,HOU,W 34-10,,,,,,,,,
79,1994,1994-12-04,13,31.297,CLE,,NYG,L 13-16,,,,,,,,,
80,1994,1994-12-10,14,31.303,CLE,@,DAL,W 19-14,,,,,,,,,
81,1994,1994-12-18,15,31.311,CLE,@,PIT,L 7-17,,,,,,,,,
82,1994,1994-12-24,16,31.317,CLE,,SEA,W 35-9,,,,,,,,,
83,1995,1995-09-03,1,32.205,CLE,@,NWE,L 14-17,,,,,,,,,
84,1995,1995-09-10,2,32.212,CLE,,TAM,W 22-6,,,,,,,,,
85,1995,1995-09-17,3,32.219,CLE,@,HOU,W 14-7,,,,,,,,,
86,1995,1995-09-24,4,32.226,CLE,,KAN,W 35-17,,,,,,,,,
87,1995,1995-10-02,5,32.234,CLE,,BUF,L 19-22,,,,,,,,,
88,1995,1995-10-08,6,32.240,CLE,@,DET,L 20-38,,,,,,,,,
89,1995,1995-11-13,10,32.276,CLE,@,PIT,L 3-20,,,,,,,,,
90,1995,1995-11-19,11,32.282,CLE,,GNB,L 20-31,,,,,,,,,
91,1995,1995-11-26,12,32.289,CLE,,PIT,L 17-20,,,,,,,,,
92,1995,1995-12-03,13,32.296,CLE,@,SDG,L 13-31,,,,,,,,,
93,1995,1995-12-09,14,32.302,CLE,@,MIN,L 11-27,,,,,,,,,
94,1995,1995-12-17,15,32.310,CLE,,CIN,W 26-10,,,,,,,,,
95,1995,1995-12-24,16,32.317,CLE,@,JAX,L 21-24,,,,,,,,,
96,1996,1996-09-01,1,33.204,BAL,,OAK,W 19-14,,,,,,,,,
97,1996,1996-09-08,2,33.211,BAL,@,PIT,L 17-31,,,,,,,,,
98,1996,1996-09-15,3,33.218,BAL,@,HOU,L 13-29,,,,,,,,,
99,1996,1996-09-29,4,33.232,BAL,,NOR,W 17-10,,,,,,,,,
100,1996,1996-10-06,5,33.239,BAL,,NWE,L 38-46,,,,,,,,,
101,1996,1996-10-13,6,33.246,BAL,@,IND,L 21-26,,,,,,,,,
102,1996,1996-10-20,7,33.253,BAL,@,DEN,L 34-45,,,,,,,,,
103,1996,1996-10-27,8,33.260,BAL,,STL,W 37-31,,,,,,,,,
104,1996,1996-11-03,9,33.267,BAL,,CIN,L 21-24,,,,,,,,,
105,1996,1996-11-10,10,33.274,BAL,@,JAX,L 27-30,,0,0,,0,3.0,0,0,0
106,1996,1996-11-17,11,33.281,BAL,@,SFO,L 20-38,,,,,,,,,
107,1996,1996-11-24,12,33.288,BAL,,JAX,L 25-28,,,,,,,,,
108,1996,1996-12-01,13,33.295,BAL,,PIT,W 31-17,,,,,,,,,
109,1996,1996-12-08,14,33.302,BAL,@,CIN,L 14-21,,,,,,,,,
110,1996,1996-12-15,15,33.309,BAL,@,CAR,L 16-27,,,,,,,,,
111,1996,1996-12-22,16,33.316,BAL,,HOU,L 21-24,,,,,,,,,
112,1997,1997-08-31,1,34.202,BAL,,JAX,L 27-28,,,,,,,,,
113,1997,1997-09-07,2,34.209,BAL,,CIN,W 23-10,,,,,,,,,
114,1997,1997-09-14,3,34.216,BAL,@,NYG,W 24-23,,,,,,,,,
115,1997,1997-09-21,4,34.223,BAL,@,TEN,W 36-10,,,,,,,,,
116,1997,1997-09-28,5,34.230,BAL,@,SDG,L 17-21,,,,,,,,,
117,1997,1997-10-05,6,34.237,BAL,,PIT,L 34-42,,,,,,,,,
118,1997,1997-10-19,7,34.251,BAL,,MIA,L 13-24,,,,,,,,,
119,1997,1997-10-26,8,34.258,BAL,@,WAS,W 20-17,,,,,,,,,
120,1997,1997-11-02,9,34.265,BAL,@,NYJ,L 16-19,,,,,,,,,
121,1997,1997-11-09,10,34.272,BAL,@,PIT,L 0-37,,,,,,,,,
122,1997,1997-11-16,11,34.279,BAL,,PHI,T 10-10,,,,,,,,,
123,1997,1997-11-23,12,34.286,BAL,,ARI,L 13-16,,,,,,,,,
124,1997,1997-11-30,13,34.293,BAL,@,JAX,L 27-29,,,,,,,,,
125,1997,1997-12-07,14,34.300,BAL,,SEA,W 31-24,,,,,,,,,
126,1997,1997-12-14,15,34.307,BAL,,TEN,W 21-19,,,,,,,,,
127,1997,1997-12-21,16,34.314,BAL,@,CIN,L 14-16,,,,,,,,,
128,1998,1998-09-06,1,35.208,BAL,,PIT,L 13-20,,,,,,,,,
129,1998,1998-09-13,2,35.215,BAL,@,NYJ,W 24-10,,,,,,,,,
130,1998,1998-09-20,3,35.222,BAL,@,JAX,L 10-24,,,,,,,,,
131,1998,1998-09-27,4,35.229,BAL,,CIN,W 31-24,,,,,,,,,
132,1998,1998-10-11,5,35.243,BAL,,TEN,L 8-12,,1,43,43.00,0,0.0,0,0,0
133,1998,1998-10-18,6,35.250,BAL,@,PIT,L 6-16,,,,,,,,,
134,1998,1998-10-25,7,35.257,BAL,@,GNB,L 10-28,,,,,,,,,
135,1998,1998-11-01,8,35.264,BAL,,JAX,L 19-45,,,,,,,,,
136,1998,1998-11-08,9,35.271,BAL,,OAK,W 13-10,,,,,,,,,
137,1998,1998-11-15,10,35.278,BAL,@,SDG,L 13-14,,,,,,,,,
138,1998,1998-11-22,11,35.285,BAL,@,CIN,W 20-13,,,,,,,,,
139,1998,1998-11-29,12,35.292,BAL,,IND,W 38-31,,,,,,,,,
140,1998,1998-12-06,13,35.299,BAL,@,TEN,L 14-16,,,,,,,,,
141,1998,1998-12-13,14,35.306,BAL,,MIN,L 28-38,,,,,,,,,
142,1998,1998-12-20,15,35.313,BAL,@,CHI,L 3-24,,,,,,,,,
143,1998,1998-12-27,16,35.320,BAL,,DET,W 19-10,,,,,,,,,
144,1999,1999-09-12,1,36.214,BAL,@,STL,L 10-27,,,,,,,,,
145,1999,1999-09-19,2,36.221,BAL,,PIT,L 20-23,,,,,,,,,
146,1999,1999-09-26,3,36.228,BAL,,CLE,W 17-10,,,,,,,,,
147,1999,1999-10-03,4,36.235,BAL,@,ATL,W 19-13,,,,,,,,,
148,1999,1999-10-10,5,36.242,BAL,@,TEN,L 11-14,,,,,,,,,
149,1999,1999-10-21,6,36.253,BAL,,KAN,L 8-35,,,,,,,,,
150,1999,1999-10-31,7,36.263,BAL,,BUF,L 10-13,,,,,,,,,
151,1999,1999-11-07,8,36.270,BAL,@,CLE,W 41-9,,,,,,,,,
152,1999,1999-11-14,9,36.277,BAL,@,JAX,L 3-6,,,,,,,,,
153,1999,1999-11-21,10,36.284,BAL,@,CIN,W 34-31,,,,,,,,,
154,1999,1999-11-28,11,36.291,BAL,,JAX,L 23-30,,,,,,,,,
155,1999,1999-12-05,12,36.298,BAL,,TEN,W 41-14,,,,,,,,,
156,1999,1999-12-12,13,36.305,BAL,@,PIT,W 31-24,,,,,,,,,
157,1999,1999-12-19,14,36.312,BAL,,NOR,W 31-8,,,,,,,,,
158,1999,1999-12-26,15,36.319,BAL,,CIN,W 22-0,,,,,,,,,
159,1999,2000-01-02,16,36.326,BAL,@,NWE,L 3-20,,,,,,,,,
