ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,sacks,tackles_solo,tackles_assists
1,2011,2011-11-06,9,23.157,HOU,,CLE,W 30-12,,0.0,0,0
2,2011,2011-11-13,10,23.164,HOU,@,TAM,W 37-9,,,,
3,2011,2011-11-27,11,23.178,HOU,@,JAX,W 20-13,,,,
4,2011,2011-12-04,12,23.185,HOU,,ATL,W 17-10,,,,
5,2011,2011-12-11,13,23.192,HOU,@,CIN,W 20-19,,,,
6,2011,2011-12-18,14,23.199,HOU,,CAR,L 13-28,,,,
7,2011,2011-12-22,15,23.203,HOU,@,IND,L 16-19,,,,
8,2011,2012-01-01,16,23.213,HOU,,TEN,L 22-23,,0.0,3,0
9,2012,2012-09-09,1,24.099,HOU,,MIA,W 30-10,,0.0,0,0
10,2012,2012-09-16,2,24.106,HOU,@,JAX,W 27-7,,,,
11,2012,2012-09-23,3,24.113,HOU,@,DEN,W 31-25,,0.0,0,0
12,2012,2012-10-08,5,24.128,HOU,@,NYJ,W 23-17,,0.0,0,0
13,2012,2012-10-14,6,24.134,HOU,,GNB,L 24-42,,0.0,0,0
14,2012,2012-10-21,7,24.141,HOU,,BAL,W 43-13,,,,
