ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1960,1960-09-17,2,24.054,BOS,@,NYT,W 28-24,4,23,5.75,0,2,19,9.50,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,0,0.00,0,0,0
2,1960,1960-09-23,3,24.060,BOS,,BUF,L 0-13,5,8,1.60,0,1,4,4.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
3,1960,1960-10-08,4,24.075,BOS,@,LAC,W 35-0,8,28,3.50,1,1,3,3.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6
4,1960,1960-10-16,5,24.083,BOS,@,OAK,L 14-27,8,24,3.00,0,1,35,35.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
5,1960,1960-10-23,6,24.090,BOS,@,DEN,L 24-31,16,127,7.94,0,5,41,8.20,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
6,1960,1960-10-28,7,24.095,BOS,,LAC,L 16-45,1,3,3.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
7,1960,1960-11-18,10,24.116,BOS,,DTX,W 42-14,3,2,0.67,0,0,0,,0,0,0,,0,0,0,,0,0,,,1,59,59.00,0,0,0,,0,0,0
8,1960,1960-11-25,11,24.123,BOS,,HOU,L 10-24,0,0,,0,1,3,3.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
9,1960,1960-12-04,12,24.132,BOS,@,BUF,L 14-38,1,-2,-2.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
10,1960,1960-12-11,13,24.139,BOS,@,DTX,L 0-34,7,26,3.71,0,5,48,9.60,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
11,1960,1960-12-18,14,24.146,BOS,@,HOU,L 21-37,13,41,3.15,0,5,43,8.60,0,0,0,,0,0,0,,0,0,,,3,102,34.00,0,0,0,,0,0,0
12,1961,1961-09-09,1,25.046,BOS,,NYT,L 20-21,6,23,3.83,0,1,12,12.00,0,0,0,,0,0,0,,0,0,,,1,18,18.00,0,0,0,,0,0,0
13,1961,1961-09-23,3,25.060,BOS,@,BUF,W 23-21,1,-4,-4.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
14,1961,1961-10-01,4,25.068,BOS,@,NYT,L 30-37,1,-2,-2.00,0,2,15,7.50,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
15,1961,1961-10-07,5,25.074,BOS,,SDG,L 27-38,2,-9,-4.50,0,1,-8,-8.00,0,0,0,,0,0,0,,0,0,,,2,51,25.50,0,0,0,,0,0,0
16,1961,1961-10-13,6,25.080,BOS,,HOU,T 31-31,13,55,4.23,1,3,31,10.33,0,0,0,,0,0,0,,0,0,,,1,8,8.00,0,0,0,,0,1,6
17,1961,1961-10-22,7,25.089,BOS,,BUF,W 52-21,2,0,0.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
18,1961,1961-10-29,8,25.096,BOS,@,DTX,W 18-17,4,63,15.75,0,2,42,21.00,0,0,1,0.00,0,0,1,0.0,0,0,0.00,-45.00,1,17,17.00,0,0,0,,0,0,0
19,1961,1961-11-03,9,25.101,BOS,,DTX,W 28-21,9,8,0.89,0,1,6,6.00,0,0,0,,0,0,0,,0,0,,,3,148,49.33,1,0,0,,0,1,6
20,1961,1961-11-12,10,25.110,BOS,@,HOU,L 15-27,1,3,3.00,0,1,8,8.00,0,0,0,,0,0,0,,0,0,,,3,65,21.67,0,1,62,62.00,0,0,0
21,1961,1961-11-17,11,25.115,BOS,,OAK,W 20-17,14,49,3.50,1,0,0,,0,0,0,,0,0,0,,0,0,,,2,63,31.50,0,1,3,3.00,0,1,6
22,1961,1961-12-03,12,25.131,BOS,@,DEN,W 28-24,12,21,1.75,0,1,1,1.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
23,1961,1961-12-09,13,25.137,BOS,@,OAK,W 35-21,12,43,3.58,0,0,0,,0,0,0,,0,0,0,,0,0,,,2,31,15.50,0,1,8,8.00,0,0,0
24,1961,1961-12-17,14,25.145,BOS,@,SDG,W 41-0,5,10,2.00,0,1,8,8.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,5,55,11.00,0,0,0
25,1962,1962-09-08,1,26.045,BOS,@,DTX,L 28-42,6,24,4.00,1,3,42,14.00,0,0,0,,0,0,0,,0,0,,,1,10,10.00,0,2,16,8.00,0,1,6
26,1962,1962-09-16,2,26.053,BOS,,HOU,W 34-21,17,118,6.94,1,3,24,8.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,13,6.50,0,1,6
27,1962,1962-09-21,3,26.058,BOS,,DEN,W 41-16,6,49,8.17,0,2,-10,-5.00,0,0,0,,0,0,0,,0,0,,,1,14,14.00,0,1,9,9.00,0,0,0
28,1962,1962-10-06,4,26.073,BOS,@,NYT,W 43-14,7,25,3.57,0,4,18,4.50,1,0,0,,0,0,0,,0,0,,,0,0,,0,4,33,8.25,0,1,6
29,1962,1962-10-12,5,26.079,BOS,,DTX,L 7-27,6,14,2.33,0,2,8,4.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
30,1962,1962-10-19,6,26.086,BOS,,SDG,W 24-20,11,32,2.91,0,5,54,10.80,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
31,1962,1962-10-26,7,26.093,BOS,,OAK,W 26-16,7,37,5.29,0,4,57,14.25,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,9,9.00,0,0,0
32,1962,1962-11-03,8,26.101,BOS,@,BUF,T 28-28,4,16,4.00,0,4,46,11.50,1,0,0,,0,0,0,,0,0,,,0,0,,0,3,4,1.33,0,1,6
33,1962,1962-11-11,9,26.109,BOS,@,DEN,W 33-29,17,81,4.76,0,2,25,12.50,0,0,0,,0,0,0,,0,0,,,3,67,22.33,0,0,0,,0,0,0
34,1962,1962-11-18,10,26.116,BOS,@,HOU,L 17-21,8,-9,-1.13,0,4,94,23.50,1,0,0,,0,0,0,,0,0,,,2,11,5.50,0,2,0,0.00,0,1,6
