ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2010,2010-09-27,3,21.356,GNB,@,CHI,L 17-20,,1,0,0,,0,0.0%,0.00,0,0,0.0,0,0
2,2010,2010-10-03,4,21.362,GNB,,DET,W 28-26,*,,,,,,0.0%,,,,,,
3,2010,2010-10-10,5,22.004,GNB,@,WAS,L 13-16,,6,4,51,12.75,0,66.7%,8.50,0,0,0.0,0,0
4,2010,2010-10-17,6,22.011,GNB,,MIA,L 20-23,,2,1,23,23.00,0,50.0%,11.50,0,0,0.0,0,0
5,2010,2010-10-24,7,22.018,GNB,,MIN,W 28-24,,3,2,16,8.00,1,66.7%,5.33,1,6,0.0,0,0
6,2010,2010-10-31,8,22.025,GNB,@,NYJ,W 9-0,,2,,,,,0.0%,,,,,,
7,2010,2010-11-21,10,22.046,GNB,@,MIN,W 31-3,,2,1,14,14.00,0,50.0%,7.00,0,0,0.0,0,0
8,2010,2010-11-28,11,22.053,GNB,@,ATL,L 17-20,*,3,3,35,11.67,0,100.0%,11.67,0,0,0.0,0,0
9,2010,2010-12-05,12,22.060,GNB,,SFO,W 34-16,,2,1,4,4.00,0,50.0%,2.00,0,0,0.0,0,0
10,2010,2010-12-12,13,22.067,GNB,@,DET,L 3-7,*,6,5,62,12.40,0,83.3%,10.33,0,0,0.0,0,0
11,2010,2010-12-19,14,22.074,GNB,@,NWE,L 27-31,,4,2,12,6.00,0,50.0%,3.00,0,0,0.0,0,0
12,2010,2010-12-26,15,22.081,GNB,,NYG,W 45-17,,1,1,16,16.00,0,100.0%,16.00,0,0,0.0,0,0
13,2010,2011-01-02,16,22.088,GNB,,CHI,W 10-3,,1,1,5,5.00,0,100.0%,5.00,0,0,0.0,1,0
14,2011,2011-09-08,1,22.337,GNB,,NOR,W 42-34,,,,,,,0.0%,,,,,,
15,2011,2011-09-18,2,22.347,GNB,@,CAR,W 30-23,,,,,,,0.0%,,,,,,
16,2011,2011-09-25,3,22.354,GNB,@,CHI,W 27-17,,,,,,,0.0%,,,,,,
17,2011,2011-10-02,4,22.361,GNB,,DEN,W 49-23,,,,,,,0.0%,,,,,,
18,2011,2011-10-23,7,23.017,GNB,@,MIN,W 33-27,,1,1,21,21.00,0,100.0%,21.00,0,0,0.0,0,0
19,2011,2011-11-06,8,23.031,GNB,@,SDG,W 45-38,*,,,,,,0.0%,,,,,,
20,2011,2011-11-14,9,23.039,GNB,,MIN,W 45-7,,1,1,8,8.00,0,100.0%,8.00,0,0,0.0,0,0
21,2011,2011-11-20,10,23.045,GNB,,TAM,W 35-26,,0,0,0,,0,0.0%,,0,0,0.0,0,0
22,2011,2011-11-24,11,23.049,GNB,@,DET,W 27-15,,1,0,0,,0,0.0%,0.00,0,0,0.0,0,0
23,2011,2011-12-04,12,23.059,GNB,@,NYG,W 38-35,*,1,1,7,7.00,0,100.0%,7.00,0,0,0.0,0,0
24,2013,2013-09-08,1,24.337,GNB,@,SFO,L 28-34,,,,,,,0.0%,,,,,,
25,2013,2013-09-15,2,24.344,GNB,,WAS,W 38-20,*,3,1,7,7.00,0,33.3%,2.33,0,0,0.0,0,0
26,2013,2013-09-22,3,24.351,GNB,@,CIN,L 30-34,,5,3,21,7.00,0,60.0%,4.20,0,0,0.0,0,0
27,2013,2013-10-06,4,25.000,GNB,,DET,W 22-9,,,,,,,0.0%,,,,,,
28,2013,2013-10-13,5,25.007,GNB,@,BAL,W 19-17,,,,,,,0.0%,,,,,,
29,2013,2013-10-20,6,25.014,GNB,,CLE,W 31-13,*,1,0,0,,0,0.0%,0.00,0,0,0.0,1,0
30,2013,2013-10-27,7,25.021,GNB,@,MIN,W 44-31,*,2,2,13,6.50,0,100.0%,6.50,0,0,0.0,0,0
31,2013,2013-11-04,8,25.029,GNB,,CHI,L 20-27,*,7,5,34,6.80,0,71.4%,4.86,0,0,0.0,0,0
32,2013,2013-11-10,9,25.035,GNB,,PHI,L 13-27,,4,1,8,8.00,0,25.0%,2.00,0,0,0.0,0,0
33,2013,2013-11-17,10,25.042,GNB,@,NYG,L 13-27,*,3,2,18,9.00,0,66.7%,6.00,0,0,0.0,1,0
34,2013,2013-11-24,11,25.049,GNB,,MIN,T 26-26,*,3,2,22,11.00,0,66.7%,7.33,0,0,0.0,0,0
35,2013,2013-11-28,12,25.053,GNB,@,DET,L 10-40,,2,1,7,7.00,0,50.0%,3.50,0,0,0.0,1,0
36,2013,2013-12-08,13,25.063,GNB,,ATL,W 22-21,*,7,6,66,11.00,1,85.7%,9.43,1,6,0.0,0,0
37,2013,2013-12-15,14,25.070,GNB,@,DAL,W 37-36,*,6,6,66,11.00,1,100.0%,11.00,1,6,0.0,0,0
38,2013,2013-12-22,15,25.077,GNB,,PIT,L 31-38,*,4,1,19,19.00,0,25.0%,4.75,0,0,0.0,0,0
39,2013,2013-12-29,16,25.084,GNB,@,CHI,W 33-28,*,6,2,31,15.50,0,33.3%,5.17,0,0,0.0,0,0
40,2014,2014-09-04,1,25.333,GNB,@,SEA,L 16-36,,4,3,26,8.67,0,75.0%,6.50,0,0,0.0,0,0
41,2014,2014-09-14,2,25.343,GNB,,NYJ,W 31-24,,2,1,8,8.00,0,50.0%,4.00,0,0,0.0,0,0
42,2014,2014-09-21,3,25.350,GNB,@,DET,L 7-19,,5,4,43,10.75,1,80.0%,8.60,1,6,0.0,0,0
43,2014,2014-09-28,4,25.357,GNB,@,CHI,W 38-17,*,0,,,,,0.0%,,,,,,
44,2014,2014-10-02,5,25.361,GNB,,MIN,W 42-10,*,2,2,19,9.50,0,100.0%,9.50,0,0,0.0,0,0
45,2014,2014-10-12,6,26.006,GNB,@,MIA,W 27-24,*,5,2,11,5.50,1,40.0%,2.20,1,6,0.0,0,0
46,2014,2014-10-19,7,26.013,GNB,,CAR,W 38-17,*,1,1,9,9.00,0,100.0%,9.00,0,0,0.0,0,0
47,2014,2014-10-26,8,26.020,GNB,@,NOR,L 23-44,*,3,2,19,9.50,0,66.7%,6.33,0,0,0.0,0,0
48,2014,2014-11-09,9,26.034,GNB,,CHI,W 55-14,*,5,2,10,5.00,1,40.0%,2.00,1,6,0.0,0,0
49,2014,2014-11-16,10,26.041,GNB,,PHI,W 53-20,*,2,2,35,17.50,0,100.0%,17.50,0,0,0.0,0,0
50,2014,2014-11-23,11,26.048,GNB,@,MIN,W 24-21,,3,2,50,25.00,0,66.7%,16.67,0,0,0.0,0,0
51,2014,2014-11-30,12,26.055,GNB,,NWE,W 26-21,*,2,2,17,8.50,0,100.0%,8.50,0,0,0.0,0,0
52,2014,2014-12-08,13,26.063,GNB,,ATL,W 43-37,,4,3,52,17.33,0,75.0%,13.00,0,0,0.0,0,0
53,2014,2014-12-14,14,26.069,GNB,@,BUF,L 13-21,*,4,1,7,7.00,0,25.0%,1.75,0,0,0.0,0,0
54,2014,2014-12-21,15,26.076,GNB,@,TAM,W 20-3,*,3,2,17,8.50,0,66.7%,5.67,0,0,0.0,0,0
55,2014,2014-12-28,16,26.083,GNB,,DET,W 30-20,*,1,0,0,,0,0.0%,0.00,0,0,0.0,0,0
56,2015,2015-09-13,1,26.342,GNB,@,CHI,W 31-23,,0,0,0,,0,0.0%,,0,0,0.0,0,0
57,2015,2015-09-20,2,26.349,GNB,,SEA,W 27-17,,0,0,0,,0,0.0%,,0,0,0.0,0,0
58,2015,2015-09-28,3,26.357,GNB,,KAN,W 38-28,,2,2,14,7.00,0,100.0%,7.00,0,0,0.0,0,0
59,2015,2015-12-27,15,27.082,GNB,@,ARI,L 8-38,,2,2,17,8.50,0,100.0%,8.50,0,0,0.0,0,0
60,2015,2016-01-03,16,27.089,GNB,,MIN,L 13-20,*,1,0,0,,0,0.0%,0.00,0,0,0.0,0,0
