ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td
1,1984,1984-09-02,1,22.301,ATL,@,NOR,W 36-28,0,0,,0
2,1984,1984-09-09,2,22.308,ATL,,DET,L 24-27,0,0,,0
3,1984,1984-09-23,4,22.322,ATL,,HOU,W 42-10,0,0,,0
4,1984,1984-09-30,5,22.329,ATL,@,SFO,L 5-14,0,0,,0
5,1984,1984-10-07,6,22.336,ATL,@,RAM,W 30-28,0,0,,0
6,1984,1984-10-14,7,22.343,ATL,,NYG,L 7-19,1,3,3.00,0
7,1984,1984-10-22,8,22.351,ATL,,RAM,L 10-24,1,9,9.00,0
8,1984,1984-10-28,9,22.357,ATL,@,PIT,L 10-35,0,0,,0
9,1984,1984-11-05,10,22.365,ATL,@,WAS,L 14-27,2,19,9.50,0
10,1984,1984-11-11,11,23.005,ATL,,NOR,L 13-17,0,0,,0
11,1984,1984-11-18,12,23.012,ATL,,CLE,L 7-23,1,5,5.00,0
12,1984,1984-11-25,13,23.019,ATL,@,CIN,L 14-35,0,0,,0
13,1984,1984-12-02,14,23.026,ATL,,SFO,L 17-35,0,0,,0
14,1984,1984-12-09,15,23.033,ATL,@,TAM,L 6-23,1,30,30.00,0
15,1984,1984-12-16,16,23.040,ATL,,PHI,W 26-10,0,0,,0
