ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,all_td,scoring,sacks,def_int,def_int_yds,def_int_td
1,1998,1998-09-28,4,22.030,DET,,TAM,W 27-6,,,,,,,
2,1998,1998-10-04,5,22.036,DET,@,CHI,L 27-31,,,,,,,
3,1998,1998-10-15,6,22.047,DET,,GNB,W 27-20,,,,,,,
4,1998,1998-10-25,7,22.057,DET,,MIN,L 13-34,,,,,,,
5,1998,1998-11-01,8,22.064,DET,,ARI,L 15-17,,,,,,,
6,1998,1998-11-08,9,22.071,DET,@,PHI,L 9-10,,,,,,,
7,1998,1998-11-15,10,22.078,DET,,CHI,W 26-3,,,,,,,
8,1998,1998-11-22,11,22.085,DET,@,TAM,W 28-25,,,,,,,
9,1998,1998-11-26,12,22.089,DET,,PIT,W 19-16,,,,,,,
10,1998,1998-12-14,14,22.107,DET,@,SFO,L 13-35,,,,,,,
11,1998,1998-12-20,15,22.113,DET,,ATL,L 17-24,,,,,,,
12,1999,1999-09-12,1,23.014,DET,@,SEA,W 28-20,,,,,,,
13,1999,1999-09-19,2,23.021,DET,,GNB,W 23-15,,,,,,,
14,1999,1999-09-26,3,23.028,DET,@,KAN,L 21-31,,,,,,,
15,1999,1999-10-10,4,23.042,DET,,SDG,L 10-20,,,,,,,
16,1999,1999-10-17,5,23.049,DET,,MIN,W 25-23,,,,,,,
17,1999,1999-10-24,6,23.056,DET,@,CAR,W 24-9,,,,,,,
18,1999,1999-10-31,7,23.063,DET,,TAM,W 20-3,,,,,,,
19,1999,1999-11-07,8,23.070,DET,,STL,W 31-27,,,,,,,
20,1999,1999-11-21,10,23.084,DET,@,GNB,L 17-26,,,,,,,
21,1999,1999-11-25,11,23.088,DET,,CHI,W 21-17,*,,,,,,
22,1999,1999-12-05,12,23.098,DET,,WAS,W 33-17,,,,,,,
23,1999,1999-12-12,13,23.105,DET,@,TAM,L 16-23,,,,,,,
24,1999,1999-12-19,14,23.112,DET,@,CHI,L 10-28,*,,,,,,
25,1999,1999-12-25,15,23.118,DET,,DEN,L 7-17,,,,,,,
26,1999,2000-01-02,16,23.126,DET,@,MIN,L 17-24,,,,,,,
27,2000,2000-09-03,1,24.005,DET,@,NOR,W 14-10,,,,,,,
28,2000,2000-09-10,2,24.012,DET,,WAS,W 15-10,,,,,,,
29,2000,2000-09-17,3,24.019,DET,,TAM,L 10-31,,,,,,,
30,2000,2000-09-24,4,24.026,DET,@,CHI,W 21-14,*,,,,,,
31,2000,2000-10-01,5,24.033,DET,,MIN,L 24-31,,,,,,,
32,2000,2000-10-08,6,24.040,DET,,GNB,W 31-24,,1,6,0.0,1,42,1
33,2000,2000-10-19,7,24.051,DET,@,TAM,W 28-14,,,,,,,
34,2000,2000-10-29,8,24.061,DET,@,IND,L 18-30,,,,,,,
35,2000,2000-11-05,9,24.068,DET,,MIA,L 8-23,,,,,,,
36,2000,2000-11-12,10,24.075,DET,,ATL,W 13-10,,,,,,,
37,2000,2000-11-19,11,24.082,DET,@,NYG,W 31-21,,,,,,,
38,2000,2000-11-23,12,24.086,DET,,NWE,W 34-9,,,,,,,
39,2000,2000-11-30,13,24.093,DET,@,MIN,L 17-24,,,,,,,
40,2000,2000-12-10,14,24.103,DET,@,GNB,L 13-26,*,,,,,,
41,2000,2000-12-17,15,24.110,DET,@,NYJ,W 10-7,,,,,,,
42,2000,2000-12-24,16,24.117,DET,,CHI,L 20-23,,,,,,,
43,2001,2001-09-09,1,25.011,DET,@,GNB,L 6-28,,,,,,,
44,2001,2001-09-23,2,25.025,DET,@,CLE,L 14-24,*,,,,,,
45,2001,2001-10-08,3,25.040,DET,,STL,L 0-35,*,,,,,,
46,2001,2001-10-14,4,25.046,DET,@,MIN,L 26-31,*,,,,,,
47,2001,2001-10-21,5,25.053,DET,,TEN,L 24-27,*,,,,,,
48,2001,2001-10-28,6,25.060,DET,,CIN,L 27-31,*,,,,,,
49,2001,2001-11-22,10,25.085,DET,,GNB,L 27-29,*,,,,,,
50,2001,2001-12-02,11,25.095,DET,@,CHI,L 10-13,*,,,,,,
51,2001,2001-12-09,12,25.102,DET,@,TAM,L 12-15,*,,,,,,
52,2001,2001-12-16,13,25.109,DET,,MIN,W 27-24,*,,,,,,
53,2001,2001-12-23,14,25.116,DET,@,PIT,L 14-47,*,0,0,1.0,0,0,0
54,2001,2001-12-30,15,25.123,DET,,CHI,L 0-24,*,,,,,,
55,2002,2002-09-08,1,26.010,DET,@,MIA,L 21-49,,,,,,,
56,2002,2002-09-15,2,26.017,DET,@,CAR,L 7-31,,,,,,,
57,2002,2002-09-22,3,26.024,DET,,GNB,L 31-37,,,,,,,
58,2002,2002-09-29,4,26.031,DET,,NOR,W 26-21,*,,,,,,
59,2002,2002-10-13,5,26.045,DET,@,MIN,L 24-31,*,,,,,,
60,2002,2002-10-20,6,26.052,DET,,CHI,W 23-20,,,,,,,
61,2002,2002-11-10,9,26.073,DET,@,GNB,L 14-40,,,,,,,
62,2002,2002-12-22,15,26.115,DET,@,ATL,L 15-36,,,,,,,
63,2002,2002-12-29,16,26.122,DET,,MIN,L 36-38,,,,,,,
