ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,sacks,tackles_solo,tackles_assists
1,1999,1999-09-12,1,23.106,DAL,@,WAS,W 41-35,,,,
2,1999,1999-09-20,2,23.114,DAL,,ATL,W 24-7,,,,
3,1999,1999-10-03,3,23.127,DAL,,ARI,W 35-7,,,,
4,1999,1999-10-10,4,23.134,DAL,@,PHI,L 10-13,,,,
5,1999,1999-10-18,5,23.142,DAL,@,NYG,L 10-13,,,,
6,1999,1999-10-24,6,23.148,DAL,,WAS,W 38-20,,,,
7,1999,1999-10-31,7,23.155,DAL,@,IND,L 24-34,,,,
8,1999,1999-11-08,8,23.163,DAL,@,MIN,L 17-27,,,,
9,1999,1999-11-14,9,23.169,DAL,,GNB,W 27-13,,,,
10,1999,1999-11-21,10,23.176,DAL,@,ARI,L 9-13,,,,
11,1999,1999-11-25,11,23.180,DAL,,MIA,W 20-0,,,,
12,1999,1999-12-05,12,23.190,DAL,@,NWE,L 6-13,,,,
13,1999,1999-12-12,13,23.197,DAL,,PHI,W 20-10,,1.5,,
14,1999,1999-12-19,14,23.204,DAL,,NYJ,L 21-22,,,,
15,1999,1999-12-24,15,23.209,DAL,@,NOR,L 24-31,*,1.0,,
16,1999,2000-01-02,16,23.218,DAL,,NYG,W 26-18,*,,,
17,2000,2000-09-03,1,24.097,DAL,,PHI,L 14-41,*,,,
18,2000,2000-09-10,2,24.104,DAL,@,ARI,L 31-32,*,0.5,,
19,2000,2000-09-18,3,24.112,DAL,@,WAS,W 27-21,,1.0,,
20,2000,2000-09-24,4,24.118,DAL,,SFO,L 24-41,,,,
21,2000,2000-11-05,9,24.160,DAL,@,PHI,L 13-16,,,,
22,2000,2000-11-12,10,24.167,DAL,,CIN,W 23-6,,1.0,,
23,2000,2000-11-19,11,24.174,DAL,@,BAL,L 0-27,,,,
24,2000,2000-11-23,12,24.178,DAL,,MIN,L 15-27,,1.0,,
25,2000,2000-12-03,13,24.188,DAL,@,TAM,L 7-27,,,,
26,2000,2000-12-10,14,24.195,DAL,,WAS,W 32-13,,2.0,,
27,2000,2000-12-17,15,24.202,DAL,,NYG,L 13-17,,1.0,,
28,2000,2000-12-25,16,24.210,DAL,@,TEN,L 0-31,,,,
29,2001,2001-09-09,1,25.103,DAL,,TAM,L 6-10,*,,,
30,2002,2002-09-08,1,26.102,DAL,@,HOU,L 10-19,*,1.0,,
31,2002,2002-09-15,2,26.109,DAL,,TEN,W 21-13,*,,,
32,2002,2002-09-22,3,26.116,DAL,@,PHI,L 13-44,*,,,
33,2002,2002-09-29,4,26.123,DAL,@,STL,W 13-10,*,,,
34,2002,2002-10-06,5,26.130,DAL,,NYG,L 17-21,*,,,
35,2002,2002-10-13,6,26.137,DAL,,CAR,W 14-13,*,,,
36,2002,2002-10-20,7,26.144,DAL,@,ARI,L 6-9,*,,,
37,2002,2002-10-27,8,26.151,DAL,,SEA,L 14-17,*,,,
38,2002,2002-11-03,9,26.158,DAL,@,DET,L 7-9,*,,,
39,2002,2002-11-17,10,26.172,DAL,@,IND,L 3-20,,,,
40,2002,2002-11-24,11,26.179,DAL,,JAX,W 21-19,*,,,
41,2002,2002-11-28,12,26.183,DAL,,WAS,W 27-20,*,,,
42,2002,2002-12-08,13,26.193,DAL,,SFO,L 27-31,*,,,
43,2002,2002-12-15,14,26.200,DAL,@,NYG,L 7-37,*,,,
44,2002,2002-12-21,15,26.206,DAL,,PHI,L 3-27,*,,,
45,2002,2002-12-29,16,26.214,DAL,@,WAS,L 14-20,*,,,
46,2003,2003-09-07,1,27.101,DAL,,ATL,L 13-27,*,,,
47,2003,2003-09-15,2,27.109,DAL,@,NYG,W 35-32,*,1.5,,
48,2003,2003-09-28,3,27.122,DAL,@,NYJ,W 17-6,*,,,
49,2003,2003-10-05,4,27.129,DAL,,ARI,W 24-7,*,,,
50,2003,2003-10-12,5,27.136,DAL,,PHI,W 23-21,*,,,
51,2003,2003-10-19,6,27.143,DAL,@,DET,W 38-7,*,,,
52,2003,2003-10-26,7,27.150,DAL,@,TAM,L 0-16,*,,,
53,2003,2003-11-02,8,27.157,DAL,,WAS,W 21-14,*,,,
54,2003,2003-11-09,9,27.164,DAL,,BUF,W 10-6,*,,,
55,2003,2003-11-16,10,27.171,DAL,@,NWE,L 0-12,*,1.0,,
56,2003,2003-11-23,11,27.178,DAL,,CAR,W 24-20,*,,,
57,2003,2003-11-27,12,27.182,DAL,,MIA,L 21-40,*,,,
