ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,def_int,def_int_yds,def_int_td
1,1975,1975-09-21,1,22.357,BAL,@,CHI,W 35-7,,,
2,1975,1975-09-28,2,22.364,BAL,,OAK,L 20-31,,,
3,1975,1975-10-05,3,23.006,BAL,@,RAM,L 13-24,,,
4,1975,1975-10-12,4,23.013,BAL,,BUF,L 31-38,,,
5,1975,1975-10-19,5,23.020,BAL,@,NWE,L 10-21,,,
6,1975,1975-10-26,6,23.027,BAL,@,NYJ,W 45-28,,,
7,1975,1975-11-02,7,23.034,BAL,,CLE,W 21-7,,,
8,1975,1975-11-09,8,23.041,BAL,@,BUF,W 42-35,,,
9,1975,1975-11-16,9,23.048,BAL,,NYJ,W 52-19,,,
10,1975,1975-11-23,10,23.055,BAL,@,MIA,W 33-17,,,
11,1975,1975-11-30,11,23.062,BAL,,KAN,W 28-14,,,
12,1975,1975-12-07,12,23.069,BAL,@,NYG,W 21-0,,,
13,1975,1975-12-14,13,23.076,BAL,,MIA,W 10-7,,,
14,1975,1975-12-21,14,23.083,BAL,,NWE,W 34-21,,,
15,1976,1976-09-12,1,23.349,BAL,@,NWE,W 27-13,,,
16,1976,1976-09-19,2,23.356,BAL,,CIN,W 28-27,,,
17,1976,1976-09-26,3,23.363,BAL,@,DAL,L 27-30,,,
18,1976,1976-10-03,4,24.004,BAL,,TAM,W 42-17,,,
19,1976,1976-10-10,5,24.011,BAL,,MIA,W 28-14,,,
20,1976,1976-10-17,6,24.018,BAL,@,BUF,W 31-13,,,
21,1976,1976-10-24,7,24.025,BAL,@,NYJ,W 20-0,1,7,0
22,1976,1976-11-01,8,24.033,BAL,,HOU,W 38-14,1,0,0
23,1976,1976-11-07,9,24.039,BAL,@,SDG,W 37-21,,,
24,1976,1976-11-14,10,24.046,BAL,,NWE,L 14-21,,,
25,1976,1976-11-22,11,24.054,BAL,@,MIA,W 17-16,,,
26,1976,1976-11-28,12,24.060,BAL,,NYJ,W 33-16,,,
27,1976,1976-12-04,13,24.066,BAL,@,STL,L 17-24,,,
28,1976,1976-12-12,14,24.074,BAL,,BUF,W 58-20,,,
