ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2011,2011-09-11,1,22.104,CLE,,CIN,L 17-27,,3,1,12,12.00,0,33.3%,4.00,0,0,,0,0,0,,0,0,0,0.0,0,0
2,2011,2011-09-18,2,22.111,CLE,@,IND,W 27-19,,5,4,38,9.50,0,80.0%,7.60,0,0,,0,0,0,,0,0,0,0.0,0,0
3,2011,2011-09-25,3,22.118,CLE,,MIA,W 17-16,*,5,3,24,8.00,0,60.0%,4.80,0,0,,0,0,0,,0,0,0,0.0,0,0
4,2011,2011-10-02,4,22.125,CLE,,TEN,L 13-31,,8,6,57,9.50,0,75.0%,7.13,0,0,,0,0,0,,0,0,0,0.0,0,0
5,2011,2011-10-16,5,22.139,CLE,@,OAK,L 17-24,*,12,6,72,12.00,0,50.0%,6.00,0,0,,0,0,0,,0,0,0,0.0,0,0
6,2011,2011-10-23,6,22.146,CLE,,SEA,W 6-3,*,7,5,31,6.20,0,71.4%,4.43,0,0,,0,0,0,,0,0,0,0.0,0,0
7,2011,2011-10-30,7,22.153,CLE,@,SFO,L 10-20,*,11,4,28,7.00,0,36.4%,2.55,1,-8,-8.00,0,0,0,,0,0,0,0.0,0,0
8,2011,2011-11-06,8,22.160,CLE,@,HOU,L 12-30,*,8,2,33,16.50,0,25.0%,4.13,0,0,,0,0,0,,0,0,0,0.0,0,0
9,2011,2011-11-13,9,22.167,CLE,,STL,L 12-13,*,5,6,84,14.00,0,120.0%,16.80,1,10,10.00,0,0,0,,0,0,0,0.0,0,0
10,2011,2011-11-20,10,22.174,CLE,,JAX,W 14-10,,8,5,59,11.80,0,62.5%,7.38,0,0,,0,0,0,,0,0,0,0.0,0,0
11,2011,2011-11-27,11,22.181,CLE,@,CIN,L 20-23,*,13,5,57,11.40,1,38.5%,4.38,1,13,13.00,0,0,0,,0,1,6,0.0,0,0
12,2011,2011-12-04,12,22.188,CLE,,BAL,L 10-24,*,7,3,18,6.00,0,42.9%,2.57,0,0,,0,0,0,,0,0,0,0.0,0,0
13,2011,2011-12-08,13,22.192,CLE,@,PIT,L 3-14,*,6,2,25,12.50,0,33.3%,4.17,0,0,,0,0,0,,0,0,0,0.0,0,0
14,2011,2011-12-18,14,22.202,CLE,@,ARI,L 17-20,*,9,5,131,26.20,1,55.6%,14.56,0,0,,0,0,0,,0,1,6,0.0,0,0
15,2011,2011-12-24,15,22.208,CLE,@,BAL,L 14-20,*,7,4,40,10.00,0,57.1%,5.71,0,0,,0,0,0,,0,0,0,0.0,0,0
16,2011,2012-01-01,16,22.216,CLE,,PIT,L 9-13,*,5,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,0.0,0,0
17,2012,2012-09-09,1,23.102,CLE,,PHI,L 16-17,*,4,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,0.0,0,0
18,2012,2012-09-16,2,23.109,CLE,@,CIN,L 27-34,*,7,5,57,11.40,1,71.4%,8.14,0,0,,0,0,0,,0,1,6,0.0,0,0
19,2012,2012-09-23,3,23.116,CLE,,BUF,L 14-24,*,4,2,17,8.50,0,50.0%,4.25,0,0,,0,0,0,,0,0,0,0.0,0,0
20,2012,2012-09-27,4,23.120,CLE,@,BAL,L 16-23,*,10,4,77,19.25,0,40.0%,7.70,1,-2,-2.00,0,0,0,,0,0,0,0.0,0,0
