ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,def_int,def_int_yds,def_int_td
1,1970,1970-09-20,1,22.270,PHI,,DAL,L 7-17,,,,,,,
2,1970,1970-09-27,2,22.277,PHI,@,CHI,L 16-20,,,,,,,
3,1970,1970-10-04,3,22.284,PHI,,WAS,L 21-33,,,,,,,
4,1970,1970-10-11,4,22.291,PHI,@,NYG,L 23-30,,,,,,,
5,1970,1970-10-18,5,22.298,PHI,,STL,L 20-35,3,38,12.67,0,0,0,0
6,1970,1970-10-25,6,22.305,PHI,@,GNB,L 17-30,,,,,,,
7,1970,1970-11-01,7,22.312,PHI,@,DAL,L 17-21,,,,,,,
8,1970,1970-11-08,8,22.319,PHI,,MIA,W 24-17,3,59,19.67,0,1,17,0
9,1970,1970-11-15,9,22.326,PHI,,ATL,T 13-13,0,0,,0,1,0,0
10,1970,1970-11-23,10,22.334,PHI,,NYG,W 23-20,,,,,,,
11,1970,1970-11-29,11,22.340,PHI,@,STL,L 14-23,,,,,,,
12,1970,1970-12-20,14,22.361,PHI,,PIT,W 30-20,,,,,,,
13,1971,1971-10-03,3,23.283,MIA,,NYJ,L 10-14,,,,,,,
14,1971,1971-10-10,4,23.290,MIA,@,CIN,W 23-13,,,,,,,
15,1972,1972-09-17,1,24.268,SDG,@,SFO,L 3-34,3,41,13.67,0,0,0,0
16,1972,1972-09-24,2,24.275,SDG,,DEN,W 37-14,,,,,,,
17,1972,1972-10-01,3,24.282,SDG,@,OAK,T 17-17,,,,,,,
18,1972,1972-10-08,4,24.289,SDG,@,BAL,W 23-20,,,,,,,
19,1972,1972-10-15,5,24.296,SDG,@,MIA,L 10-24,,,,,,,
20,1972,1972-10-22,6,24.303,SDG,@,DET,L 20-34,,,,,,,
21,1972,1972-10-29,7,24.310,SDG,,KAN,L 14-26,,,,,,,
22,1972,1972-11-05,8,24.317,SDG,,DAL,L 28-34,,,,,,,
23,1972,1972-11-13,9,24.325,SDG,,CLE,L 17-21,,,,,,,
24,1972,1972-11-19,10,24.331,SDG,@,KAN,W 27-17,,,,,,,
25,1972,1972-11-26,11,24.338,SDG,,HOU,W 34-20,,,,,,,
26,1972,1972-12-03,12,24.345,SDG,,OAK,L 19-21,,,,,,,
27,1972,1972-12-10,13,24.352,SDG,@,DEN,L 13-38,,,,,,,
28,1972,1972-12-17,14,24.359,SDG,,PIT,L 2-24,,,,,,,
29,1973,1973-09-16,1,25.266,NOR,,ATL,L 7-62,,,,,,,
30,1973,1973-09-24,2,25.274,NOR,@,DAL,L 3-40,,,,,,,
