ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1999,1999-12-26,15,22.250,SFO,,WAS,L 20-26,,,,,,,0.0%,,,,,,,,,,,
2,1999,2000-01-03,16,22.258,SFO,@,ATL,L 29-34,,3,2,25,12.50,0,66.7%,8.33,0,0,,0,0,0,,0,0,0
3,2000,2000-09-03,1,23.136,SFO,@,ATL,L 28-36,,,,,,,0.0%,,,,,,,,,,,
4,2000,2000-09-10,2,23.143,SFO,,CAR,L 22-38,,4,,,,,0.0%,,,,,,,,,,,
5,2000,2000-09-17,3,23.150,SFO,@,STL,L 24-41,,2,1,38,38.00,0,50.0%,19.00,0,0,,0,0,0,,0,0,0
6,2000,2000-09-24,4,23.157,SFO,@,DAL,W 41-24,,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0,0,,0,0,0
7,2000,2000-10-01,5,23.164,SFO,,ARI,W 27-20,*,8,4,47,11.75,0,50.0%,5.88,0,0,,0,0,0,,0,0,0
8,2000,2000-10-08,6,23.171,SFO,,OAK,L 28-34,,2,1,36,36.00,0,50.0%,18.00,0,0,,0,0,0,,0,0,0
9,2000,2000-10-15,7,23.178,SFO,@,GNB,L 28-31,,6,3,25,8.33,0,50.0%,4.17,0,0,,0,0,0,,0,0,0
10,2000,2000-10-22,8,23.185,SFO,@,CAR,L 16-34,,5,1,6,6.00,0,20.0%,1.20,0,0,,0,0,0,,0,0,0
11,2000,2000-10-29,9,23.192,SFO,,STL,L 24-34,,1,,,,,0.0%,,,,,,,,,,,
12,2000,2000-11-05,10,23.199,SFO,@,NOR,L 15-31,,2,1,7,7.00,0,50.0%,3.50,0,0,,0,4,98,24.50,0,0,0
13,2000,2000-11-12,11,23.206,SFO,,KAN,W 21-7,,2,1,6,6.00,0,50.0%,3.00,1,0,0.00,0,0,0,,0,0,0
14,2000,2000-11-19,12,23.213,SFO,,ATL,W 16-6,,6,4,73,18.25,0,66.7%,12.17,0,0,,0,1,16,16.00,0,0,0
15,2000,2000-12-03,13,23.227,SFO,@,SDG,W 45-17,,1,1,39,39.00,0,100.0%,39.00,0,0,,0,1,36,36.00,0,0,0
16,2000,2000-12-10,14,23.234,SFO,,NOR,L 27-31,,1,1,4,4.00,0,100.0%,4.00,0,0,,0,2,30,15.00,0,0,0
17,2000,2000-12-17,15,23.241,SFO,,CHI,W 17-0,,,,,,,0.0%,,,,,,,,,,,
18,2001,2001-09-09,1,24.142,SFO,,ATL,W 16-13,,4,3,81,27.00,0,75.0%,20.25,0,0,,0,0,0,,0,0,0
19,2001,2001-09-23,2,24.156,SFO,,STL,L 26-30,*,2,1,5,5.00,0,50.0%,2.50,0,0,,0,0,0,,0,0,0
20,2001,2001-10-01,3,24.164,SFO,@,NYJ,W 19-17,,3,2,15,7.50,0,66.7%,5.00,0,0,,0,0,0,,0,0,0
21,2001,2001-10-07,4,24.170,SFO,,CAR,W 24-14,,5,1,15,15.00,0,20.0%,3.00,0,0,,0,0,0,,0,0,0
22,2001,2001-10-14,5,24.177,SFO,@,ATL,W 37-31,,5,4,51,12.75,0,80.0%,10.20,0,0,,0,0,0,,0,0,0
23,2001,2001-10-28,6,24.191,SFO,@,CHI,L 31-37,,1,1,11,11.00,0,100.0%,11.00,0,0,,0,0,0,,0,0,0
24,2001,2001-11-04,7,24.198,SFO,,DET,W 21-13,,5,1,13,13.00,0,20.0%,2.60,0,0,,0,0,0,,0,0,0
25,2001,2001-11-11,8,24.205,SFO,,NOR,W 28-27,,3,2,11,5.50,0,66.7%,3.67,0,0,,0,0,0,,0,0,0
26,2001,2001-11-18,9,24.212,SFO,@,CAR,W 25-22,,8,4,44,11.00,0,50.0%,5.50,0,0,,0,0,0,,0,0,0
27,2001,2001-11-25,10,24.219,SFO,@,IND,W 40-21,,1,,,,,0.0%,,,,,,,,,,,
28,2001,2001-12-02,11,24.226,SFO,,BUF,W 35-0,,3,2,34,17.00,1,66.7%,11.33,0,0,,0,0,0,,0,1,6
29,2001,2001-12-09,12,24.233,SFO,@,STL,L 14-27,*,3,1,20,20.00,0,33.3%,6.67,0,0,,0,0,0,,0,0,0
30,2001,2001-12-16,13,24.240,SFO,,MIA,W 21-0,*,1,1,2,2.00,0,100.0%,2.00,0,0,,0,0,0,,0,0,0
31,2001,2001-12-22,14,24.246,SFO,,PHI,W 13-3,,1,1,4,4.00,0,100.0%,4.00,0,0,,0,0,0,,0,0,0
32,2001,2001-12-30,15,24.254,SFO,@,DAL,L 21-27,,4,2,27,13.50,0,50.0%,6.75,0,0,,0,0,0,,0,0,0
33,2001,2002-01-06,16,24.261,SFO,@,NOR,W 38-0,,3,2,12,6.00,0,66.7%,4.00,0,0,,0,0,0,,0,0,0
34,2002,2002-09-05,1,25.138,SFO,@,NYG,W 16-13,,,,,,,0.0%,,,,,,,,,,,
35,2002,2002-09-15,2,25.148,SFO,,DEN,L 14-24,*,2,1,13,13.00,0,50.0%,6.50,0,0,,0,0,0,,0,0,0
36,2002,2002-09-22,3,25.155,SFO,,WAS,W 20-10,*,3,3,27,9.00,0,100.0%,9.00,0,0,,0,0,0,,0,0,0
37,2002,2002-10-06,4,25.169,SFO,,STL,W 37-13,,3,2,17,8.50,0,66.7%,5.67,0,0,,0,0,0,,0,0,0
38,2002,2002-10-14,5,25.177,SFO,@,SEA,W 28-21,*,6,4,66,16.50,0,66.7%,11.00,0,0,,0,0,0,,0,0,0
39,2002,2002-10-20,6,25.183,SFO,@,NOR,L 27-35,*,8,6,80,13.33,0,75.0%,10.00,0,0,,0,0,0,,0,0,0
40,2002,2002-10-27,7,25.190,SFO,,ARI,W 38-28,*,4,2,62,31.00,1,50.0%,15.50,0,0,,0,0,0,,0,1,6
41,2002,2002-11-03,8,25.197,SFO,@,OAK,W 23-20,*,11,8,61,7.63,1,72.7%,5.55,0,0,,0,0,0,,0,1,6
42,2002,2002-11-10,9,25.204,SFO,,KAN,W 17-13,*,7,4,41,10.25,0,57.1%,5.86,0,0,,0,0,0,,0,0,0
43,2002,2002-11-17,10,25.211,SFO,@,SDG,L 17-20,*,13,8,78,9.75,0,61.5%,6.00,0,0,,0,0,0,,0,0,0
44,2002,2002-11-25,11,25.219,SFO,,PHI,L 17-38,*,12,8,65,8.13,0,66.7%,5.42,0,0,,0,0,0,,0,0,0
45,2002,2002-12-01,12,25.225,SFO,,SEA,W 31-24,*,7,6,66,11.00,0,85.7%,9.43,0,0,,0,0,0,,0,0,0
46,2002,2002-12-08,13,25.232,SFO,@,DAL,W 31-27,*,8,6,36,6.00,1,75.0%,4.50,0,0,,0,0,0,,0,1,6
47,2002,2002-12-15,14,25.239,SFO,,GNB,L 14-20,*,3,1,1,1.00,0,33.3%,0.33,0,0,,0,0,0,,0,0,0
48,2002,2002-12-21,15,25.245,SFO,@,ARI,W 17-14,*,14,8,90,11.25,0,57.1%,6.43,0,0,,0,0,0,,0,0,0
49,2002,2002-12-30,16,25.254,SFO,@,STL,L 20-31,*,8,5,53,10.60,2,62.5%,6.63,0,0,,0,0,0,,0,2,12
50,2003,2003-09-07,1,26.140,SFO,,CHI,W 49-7,*,8,4,48,12.00,1,50.0%,6.00,0,0,,0,0,0,,0,1,6
51,2003,2003-09-14,2,26.147,SFO,@,STL,L 24-27,*,6,4,53,13.25,1,66.7%,8.83,0,0,,0,0,0,,0,1,6
52,2003,2003-09-21,3,26.154,SFO,,CLE,L 12-13,*,8,3,44,14.67,0,37.5%,5.50,0,0,,0,0,0,,0,0,0
53,2003,2003-09-28,4,26.161,SFO,@,MIN,L 7-35,*,6,4,81,20.25,1,66.7%,13.50,0,0,,0,0,0,,0,1,6
54,2003,2003-10-05,5,26.168,SFO,,DET,W 24-17,*,6,4,21,5.25,0,66.7%,3.50,0,0,,0,0,0,,0,0,0
55,2003,2003-10-12,6,26.175,SFO,@,SEA,L 19-20,*,6,5,77,15.40,0,83.3%,12.83,0,0,,0,0,0,,0,0,0
56,2003,2003-10-19,7,26.182,SFO,,TAM,W 24-7,*,7,3,34,11.33,1,42.9%,4.86,0,0,,0,0,0,,0,1,6
57,2003,2003-10-26,8,26.189,SFO,@,ARI,L 13-16,*,4,2,21,10.50,0,50.0%,5.25,0,0,,0,0,0,,0,0,0
58,2003,2003-11-02,9,26.196,SFO,,STL,W 30-10,*,4,3,26,8.67,1,75.0%,6.50,0,0,,0,0,0,,0,1,6
59,2003,2003-11-17,10,26.211,SFO,,PIT,W 30-14,*,1,,,,,0.0%,,,,,,,,,,,
60,2003,2003-11-23,11,26.217,SFO,@,GNB,L 10-20,*,8,3,26,8.67,0,37.5%,3.25,0,0,,0,0,0,,0,0,0
61,2003,2003-11-30,12,26.224,SFO,@,BAL,L 6-44,*,1,,,,,0.0%,,,,,,,,,,,
62,2003,2003-12-07,13,26.231,SFO,,ARI,W 50-14,*,4,1,18,18.00,1,25.0%,4.50,0,0,,0,0,0,,0,1,6
63,2003,2003-12-14,14,26.238,SFO,@,CIN,L 38-41,*,6,6,89,14.83,1,100.0%,14.83,0,0,,0,0,0,,0,1,6
64,2003,2003-12-21,15,26.245,SFO,@,PHI,W 31-28,*,4,3,46,15.33,0,75.0%,11.50,0,0,,0,0,0,,0,0,0
65,2003,2003-12-27,16,26.251,SFO,,SEA,L 17-24,*,6,2,11,5.50,0,33.3%,1.83,0,0,,0,0,0,,0,0,0
66,2004,2004-09-12,1,27.145,DET,@,CHI,W 20-16,,1,1,1,1.00,0,100.0%,1.00,0,0,,0,0,0,,0,0,0
67,2004,2004-09-19,2,27.152,DET,,HOU,W 28-16,*,4,4,32,8.00,0,100.0%,8.00,0,0,,0,0,0,,0,0,0
68,2004,2004-09-26,3,27.159,DET,,PHI,L 13-30,*,8,3,23,7.67,0,37.5%,2.88,0,0,,0,0,0,,0,0,0
69,2004,2004-10-10,4,27.173,DET,@,ATL,W 17-10,*,5,2,7,3.50,0,40.0%,1.40,0,0,,0,0,0,,0,0,0
70,2004,2004-10-17,5,27.180,DET,,GNB,L 10-38,*,8,2,15,7.50,0,25.0%,1.88,0,0,,0,0,0,,0,0,0
71,2004,2004-10-24,6,27.187,DET,@,NYG,W 28-13,*,2,1,22,22.00,0,50.0%,11.00,0,0,,0,0,0,,0,0,0
72,2004,2004-10-31,7,27.194,DET,@,DAL,L 21-31,*,5,2,16,8.00,0,40.0%,3.20,0,0,,0,0,0,,0,0,0
73,2004,2004-11-21,10,27.215,DET,@,MIN,L 19-22,*,1,1,21,21.00,0,100.0%,21.00,0,0,,0,0,0,,0,0,0
74,2004,2004-11-25,11,27.219,DET,,IND,L 9-41,*,4,3,26,8.67,0,75.0%,6.50,0,0,,0,0,0,,0,0,0
75,2004,2004-12-05,12,27.229,DET,,ARI,W 26-12,*,6,3,54,18.00,1,50.0%,9.00,0,0,,0,0,0,,0,1,6
76,2004,2004-12-12,13,27.236,DET,@,GNB,L 13-16,*,3,1,10,10.00,0,33.3%,3.33,0,0,,0,0,0,,0,0,0
77,2004,2004-12-19,14,27.243,DET,,MIN,L 27-28,*,8,4,30,7.50,0,50.0%,3.75,0,0,,0,0,0,,0,0,0
78,2004,2004-12-26,15,27.250,DET,,CHI,W 19-13,*,1,1,3,3.00,0,100.0%,3.00,0,0,,0,0,0,,0,0,0
