ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,punt,punt_yds,punt_yds_per_punt,punt_blocked
1,1970,1970-09-20,1,22.211,NOR,,ATL,L 3-14,0,0,,0,3,144,48.00,0
2,1970,1970-09-27,2,22.218,NOR,@,MIN,L 0-26,1,-6,-6.00,0,8,340,42.50,1
3,1970,1970-10-04,3,22.225,NOR,,NYG,W 14-10,0,0,,0,4,156,39.00,0
4,1970,1970-10-11,4,22.232,NOR,@,STL,L 17-24,0,0,,0,7,297,42.43,0
5,1970,1970-10-18,5,22.239,NOR,@,SFO,T 20-20,0,0,,0,7,285,40.71,0
6,1970,1970-10-25,6,22.246,NOR,@,ATL,L 14-32,0,0,,0,4,169,42.25,0
7,1970,1970-11-01,7,22.253,NOR,,RAM,L 17-30,0,0,,0,7,262,37.43,1
8,1970,1970-11-08,8,22.260,NOR,,DET,W 19-17,0,0,,0,6,261,43.50,0
9,1970,1970-11-15,9,22.267,NOR,@,MIA,L 10-21,0,0,,0,5,248,49.60,0
10,1970,1970-11-22,10,22.274,NOR,,DEN,L 6-31,0,0,,0,5,235,47.00,0
11,1970,1970-11-29,11,22.281,NOR,@,CIN,L 6-26,0,0,,0,4,176,44.00,0
12,1970,1970-12-06,12,22.288,NOR,@,RAM,L 16-34,0,0,,0,7,288,41.14,0
13,1970,1970-12-13,13,22.295,NOR,,SFO,L 27-38,0,0,,0,2,105,52.50,0
14,1970,1970-12-20,14,22.302,NOR,,CHI,L 3-24,0,0,,0,8,303,37.88,0
15,1971,1971-09-19,1,23.210,NOR,,RAM,W 24-20,0,0,,0,5,208,41.60,0
16,1971,1971-09-26,2,23.217,NOR,,SFO,L 20-38,1,-17,-17.00,0,6,249,41.50,0
17,1971,1971-10-03,3,23.224,NOR,@,HOU,T 13-13,0,0,,0,8,363,45.38,0
18,1971,1971-10-10,4,23.231,NOR,@,CHI,L 14-35,0,0,,0,3,139,46.33,0
19,1971,1971-10-17,5,23.238,NOR,,DAL,W 24-14,0,0,,0,7,291,41.57,0
20,1971,1971-10-24,6,23.245,NOR,@,ATL,L 6-28,0,0,,0,4,182,45.50,0
